player_id,player_name,player_display_name,position_x,position_group,headshot_url,recent_team,season,week,season_type,opponent_team,completions,attempts,passing_yards,passing_tds,interceptions,sacks,sack_yards,sack_fumbles,sack_fumbles_lost,passing_air_yards,passing_yards_after_catch,passing_first_downs,passing_epa,passing_2pt_conversions,pacr,dakota,carries,rushing_yards,rushing_tds,rushing_fumbles,rushing_fumbles_lost,rushing_first_downs,rushing_epa,rushing_2pt_conversions,receptions,targets,receiving_yards,receiving_tds,receiving_fumbles,receiving_fumbles_lost,receiving_air_yards,receiving_yards_after_catch,receiving_first_downs,receiving_epa,receiving_2pt_conversions,racr,target_share,air_yards_share,wopr,special_teams_tds,fantasy_points,fantasy_points_ppr,gsis_id,position_y,game_id,pfr_game_id,game_type,pfr_player_id,position,team,opponent,offensive_snaps,offensive_snap_pct,defensive_snaps,defensive_snap_pct,special_teams_snaps,special_teams_snap_pct,total_snaps,gsis_id_depth_chart,position_depth_chart,depth_team,fanduel_fantasy_points,avg_fppg,seasons_played,last_season,total_games
00-0019596,T.Brady,Tom Brady,QB,QB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/q7dpdlxyu5rs05rgh1le",NE,2018,1,REG,HOU,26.0,39.0,277.0,3.0,1.0,2.0,10.0,0.0,0.0,320.0,93.0,16.0,8.182893753051758,0.0,0.8656250238418579,0.1503197997808456,1.0,2.0,0.0,0.0,0.0,1.0,1.8376272916793823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,0.0,21.280000686645508,21.280000686645508,00-0019596,QB,2018_01_HOU_NE,201809090nwe,REG,BradTo00,QB,NE,HOU,75.0,100.0,0.0,0.0,0.0,0.0,75.0,00-0019596,QB,1.0,22.28,0.0,5,2022,102
00-0020531,D.Brees,Drew Brees,QB,QB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/i20xlpzdmn7xubotijjd",NO,2018,1,REG,TB,37.0,45.0,439.0,3.0,0.0,1.0,7.0,0.0,0.0,348.0,167.0,19.0,22.273555755615234,1.0,1.261494278907776,0.285484105348587,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,0.0,31.559999465942383,31.559999465942383,00-0020531,QB,2018_01_TB_NO,201809090nor,REG,BreeDr00,QB,NO,TB,64.0,100.0,0.0,0.0,0.0,0.0,64.0,00-0020531,QB,1.0,32.56,0.0,3,2020,48
00-0021206,J.McCown,Josh McCown,QB,QB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/qcauc37wqjdaxdbq1evu",NYJ,2018,10,REG,BUF,17.0,34.0,135.0,0.0,2.0,3.0,19.0,0.0,0.0,185.0,106.0,7.0,-21.17873954772949,0.0,0.7297297120094299,-0.0705225616693496,1.0,4.0,0.0,0.0,0.0,0.0,-0.1425987333059311,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,0.0,1.7999999523162842,1.7999999523162842,00-0021206,QB,2018_10_BUF_NYJ,201811110nyj,REG,McCoJo01,QB,NYJ,BUF,56.0,100.0,0.0,0.0,0.0,0.0,56.0,00-0021206,QB,2.0,3.8,0.0,2,2019,10
00-0021547,A.Gates,Antonio Gates,TE,TE,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/kndulvysinvn4tpvt0bc",LAC,2018,1,REG,KC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,2.0,3.0,16.0,0.0,0.0,0.0,27.0,5.0,1.0,0.905386447906494,1.0,0.5925925970077515,0.0599999986588954,0.0559006221592426,0.1291304379701614,0.0,3.5999999046325684,5.599999904632568,00-0021547,TE,2018_01_KC_LAC,201809090sdg,REG,GateAn00,TE,LAC,KC,33.0,40.0,0.0,0.0,0.0,0.0,33.0,00-0021547,TE,2.0,2.6,0.0,1,2018,19
00-0022127,J.Witten,Jason Witten,TE,TE,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/r7uafhtwuexuaty0nhsc",DAL,2019,1,REG,NYG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,3.0,4.0,15.0,1.0,0.0,0.0,3.0,16.0,1.0,0.0604653917253017,0.0,5.0,0.125,0.0099667776376008,0.1944767385721206,0.0,7.5,10.5,00-0022127,TE,2019_01_NYG_DAL,201909080dal,REG,WittJa00,TE,DAL,NYG,45.0,66.0,0.0,0.0,6.0,0.23,51.0,00-0022127,TE,1.0,9.0,0.0,2,2020,28
00-0022787,M.Schaub,Matt Schaub,QB,QB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/mj2kh2nddxnw04ludcx0",ATL,2018,2,REG,CAR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,1.0,0.0,0.0,1.0,0.0,0.0,-1.4048573970794678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,0.0,0.0,0.0,00-0022787,QB,2018_02_CAR_ATL,201809160atl,REG,SchaMa00,QB,ATL,CAR,1.0,2.0,0.0,0.0,0.0,0.0,1.0,00-0022787,QB,2.0,-2.0,0.0,3,2020,12
00-0022803,E.Manning,Eli Manning,QB,QB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/w51tf8uedjftbr4qpaex",NYG,2018,1,REG,JAX,23.0,37.0,224.0,0.0,1.0,2.0,14.0,0.0,0.0,249.0,86.0,8.0,-11.798195838928224,0.0,0.8995984196662903,-0.0006408732151612,1.0,2.0,0.0,0.0,0.0,0.0,-0.4081663787364959,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,0.0,7.159999847412109,7.159999847412109,00-0022803,QB,2018_01_JAX_NYG,201809090nyg,REG,MannEl00,QB,NYG,JAX,71.0,100.0,0.0,0.0,0.0,0.0,71.0,00-0022803,QB,1.0,8.16,0.0,2,2019,22
00-0022824,A.Lee,Andy Lee,P,SPEC,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/bfozbs2h9jueavslvw3z",ARI,2019,10,REG,TB,1.0,1.0,26.0,0.0,0.0,0.0,-0.0,0.0,0.0,26.0,0.0,1.0,4.240687370300293,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,0.0,1.0399999618530271,1.0399999618530271,00-0022824,P,2019_10_ARI_TB,201911100tam,REG,LeexAn20,P,ARI,TB,0.0,0.0,0.0,0.0,9.0,0.28,9.0,00-0022824,P,1.0,1.04,0.0,4,2022,12
00-0022921,L.Fitzgerald,Larry Fitzgerald,WR,WR,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ycgjjaad5un42gy4pnga",ARI,2018,1,REG,WAS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,7.0,10.0,76.0,0.0,0.0,0.0,90.0,21.0,3.0,2.1039133071899414,0.0,0.8444444537162781,0.294117659330368,0.4326923191547394,0.7440611124038696,0.0,7.599999904632568,14.600000381469728,00-0022921,WR,2018_01_WAS_ARI,201809090crd,REG,FitzLa00,WR,ARI,WAS,52.0,98.0,0.0,0.0,0.0,0.0,52.0,00-0022921,WR,1.0,11.1,0.0,3,2020,48
00-0022924,B.Roethlisberger,Ben Roethlisberger,QB,QB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/vziogpnyp9d0xtpiuqhr",PIT,2018,1,REG,CLE,23.0,41.0,335.0,1.0,3.0,4.0,22.0,2.0,2.0,382.0,213.0,17.0,-6.687471389770508,0.0,0.8769633769989014,-0.0215970277786254,3.0,16.0,0.0,0.0,0.0,2.0,3.017744541168213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,0.0,9.0,9.0,00-0022924,QB,2018_01_PIT_CLE,201809090cle,REG,RoetBe00,QB,PIT,CLE,84.0,100.0,0.0,0.0,0.0,0.0,84.0,00-0022924,QB,1.0,15.0,0.0,4,2021,57
00-0022942,P.Rivers,Philip Rivers,QB,QB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/voakyrtj34sghkwxaxxf",LAC,2018,1,REG,KC,34.0,51.0,424.0,3.0,1.0,1.0,6.0,0.0,0.0,483.0,249.0,23.0,16.0119571685791,1.0,0.8778467774391174,0.1746938377618789,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,0.0,28.959999084472656,28.959999084472656,00-0022942,QB,2018_01_KC_LAC,201809090sdg,REG,RivePh00,QB,LAC,KC,82.0,100.0,0.0,0.0,0.0,0.0,82.0,00-0022942,QB,1.0,30.96,0.0,3,2020,56
00-0022943,B.Watson,Benjamin Watson,TE,TE,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/dorymozpdnrllkqlfzpu",NO,2018,1,REG,TB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,4.0,4.0,44.0,0.0,0.0,0.0,41.0,3.0,4.0,5.1205010414123535,0.0,1.073170781135559,0.0909090936183929,0.1202346011996269,0.2205278575420379,0.0,4.400000095367432,8.399999618530273,00-0022943,TE,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,00-0022943,TE,1.0,6.4,0.0,2,2019,27
00-0023436,A.Smith,Alex Smith,QB,QB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/dpa5d1a8jj6jdymocjkx",WAS,2018,1,REG,ARI,21.0,30.0,255.0,2.0,0.0,3.0,8.0,1.0,0.0,101.0,180.0,13.0,13.331767082214355,0.0,2.524752378463745,0.1821727007627487,8.0,14.0,0.0,1.0,0.0,2.0,-0.5660300254821777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,0.0,19.600000381469727,19.600000381469727,00-0023436,QB,2018_01_WAS_ARI,201809090crd,REG,SmitAl03,QB,WAS,ARI,79.0,100.0,0.0,0.0,0.0,0.0,79.0,00-0023436,QB,1.0,15.6,0.0,2,2020,20
00-0023534,D.Colquitt,Dustin Colquitt,P,SPEC,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/v1aymd6o0vpg73ytxzhu",KC,2019,10,REG,TEN,0.0,1.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,4.0,0.0,0.0,-2.305291175842285,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,0.0,0.0,0.0,00-0023534,P,2019_10_KC_TEN,201911100oti,REG,ColqDu20,P,KC,TEN,0.0,0.0,0.0,0.0,10.0,0.31,10.0,00-0023534,P,1.0,0.0,0.0,1,2019,4
00-0023564,D.Sproles,Darren Sproles,RB,RB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/gvj5ng27blmwuz170aeo",PHI,2018,1,REG,ATL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,5.0,10.0,0.0,0.0,0.0,1.0,-0.4127008318901062,0.0,4.0,7.0,22.0,0.0,0.0,0.0,-3.0,22.0,1.0,-0.5681926012039185,0.0,-7.333333492279053,0.2000000029802322,-0.0105263162404298,0.2926315665245056,0.0,3.200000047683716,7.199999809265137,00-0023564,RB,2018_01_ATL_PHI,201809060phi,REG,SproDa00,RB,PHI,ATL,29.0,40.0,0.0,0.0,6.0,0.22,35.0,00-0023564,RB,1.0,5.2,0.0,2,2019,32
00-0023645,D.Anderson,Derek Anderson,QB,QB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/w191gsxivnqgdwgydka6",BUF,2018,7,REG,IND,20.0,31.0,175.0,0.0,3.0,2.0,7.0,1.0,1.0,208.0,51.0,9.0,-22.78009796142578,0.0,0.8413461446762085,0.008217048831284,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,0.0,-1.0,-1.0,00-0023645,QB,2018_07_BUF_IND,201810210clt,REG,AndeDe00,QB,BUF,IND,56.0,100.0,0.0,0.0,0.0,0.0,56.0,00-0023645,QB,3.0,2.0,0.0,1,2018,3
00-0023662,M.Cassel,Matt Cassel,QB,QB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/n1ucqggyu5hlsqzuv5gj",DET,2018,1,REG,NYJ,2.0,6.0,14.0,0.0,1.0,0.0,-0.0,0.0,0.0,49.0,4.0,0.0,-8.034380912780762,0.0,0.2857142984867096,-0.1443892866373062,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,0.0,-1.5399999618530271,-1.5399999618530271,00-0023662,QB,2018_01_NYJ_DET,201809100det,REG,CassMa00,QB,DET,NYJ,8.0,11.0,0.0,0.0,0.0,0.0,8.0,00-0023662,QB,2.0,-0.5399999999999999,0.0,1,2018,3
00-0023682,R.Fitzpatrick,Ryan Fitzpatrick,QB,QB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/pkhhxwplsawnhln9rsun",TB,2018,1,REG,NO,21.0,28.0,417.0,4.0,0.0,0.0,-0.0,0.0,0.0,341.0,130.0,17.0,29.17043685913086,0.0,1.2228739261627195,0.3846884369850158,12.0,36.0,1.0,0.0,0.0,3.0,1.326302409172058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,0.0,42.27999877929688,42.27999877929688,00-0023682,QB,2018_01_TB_NO,201809090nor,REG,FitzRy00,QB,TB,NO,66.0,100.0,0.0,0.0,0.0,0.0,66.0,00-0023682,QB,2.0,45.28,0.0,4,2021,37
00-0023853,M.Prater,Matt Prater,K,SPEC,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/fqsjhn7vjb6lzhzctyiq",DET,2018,17,REG,GB,1.0,1.0,8.0,1.0,0.0,0.0,-0.0,0.0,0.0,8.0,0.0,1.0,4.070927619934082,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,0.0,4.320000171661377,4.320000171661377,00-0023853,K,2018_17_DET_GB,201812300gnb,REG,PratMa20,K,DET,GB,0.0,0.0,0.0,0.0,6.0,0.25,6.0,00-0023853,K,1.0,4.32,0.0,1,2018,3
00-0024221,V.Davis,Vernon Davis,TE,TE,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/so5ywayfeeu4zeijln5m",WAS,2018,1,REG,ARI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,1.0,9.0,0.0,0.0,0.0,6.0,3.0,1.0,1.2715471982955933,0.0,1.5,0.0344827584922313,0.0588235296308994,0.0929006114602088,0.0,0.8999999761581421,1.899999976158142,00-0024221,TE,2018_01_WAS_ARI,201809090crd,REG,DaviVe00,TE,WAS,ARI,47.0,59.0,0.0,0.0,0.0,0.0,47.0,00-0024221,TE,2.0,1.4,0.0,2,2019,19
00-0024243,M.Lewis,Marcedes Lewis,TE,TE,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ppq07tipygpftz5csipx",GB,2018,2,REG,MIN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,-0.737034797668457,0.0,0.0,0.0243902429938316,-0.0099999997764825,0.0295853652060031,0.0,0.0,0.0,00-0024243,TE,2018_02_MIN_GB,201809160gnb,REG,LewiMa00,TE,GB,MIN,14.0,18.0,0.0,0.0,8.0,0.22,22.0,00-0024243,TE,2.0,0.0,0.0,7,2024,61
00-0024334,B.Marshall,Brandon Marshall,WR,WR,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/jhziqh0scfksvxen6f3s",SEA,2018,1,REG,DEN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,3.0,6.0,46.0,1.0,0.0,0.0,83.0,1.0,3.0,2.754786968231201,0.0,0.5542168617248535,0.1818181872367859,0.2462908029556274,0.4451308250427246,0.0,10.600000381469728,13.600000381469728,00-0024334,WR,2018_01_SEA_DEN,201809090den,REG,MarsBr01,LB,DEN,SEA,0.0,0.0,50.0,88.0,0.0,0.0,50.0,00-0024334,WR,2.0,12.1,0.0,1,2018,13
00-0024348,K.Williams,Kyle Williams,DT,DL,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/az6qa28sbmxfklqs9waz",BUF,2018,17,REG,MIA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,1.0,9.0,0.0,0.0,0.0,-1.0,10.0,0.0,0.5565327405929565,0.0,0.0,0.0416666679084301,-0.0074626863934099,0.0572761185467243,0.0,0.8999999761581421,1.899999976158142,00-0024348,DT,2018_17_MIA_BUF,201812300buf,REG,WillKy20,DT,BUF,MIA,2.0,3.0,36.0,59.0,4.0,0.14,42.0,00-0024348,DT,1.0,1.4,0.0,1,2018,2
00-0024389,De.Walker,Delanie Walker,TE,TE,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/diknegkpqy0qnri7877z",TEN,2018,1,REG,MIA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,4.0,7.0,52.0,0.0,0.0,0.0,46.0,20.0,4.0,-4.934593200683594,0.0,1.13043475151062,0.1842105239629745,0.1776061803102493,0.4006401002407074,0.0,5.199999809265137,9.199999809265137,00-0024389,TE,2018_01_TEN_MIA,201809090mia,REG,WalkHu00,TE,TEN,MIA,39.0,56.99999999999999,0.0,0.0,0.0,0.0,39.0,00-0024389,TE,1.0,7.2,0.0,2,2019,9
00-0024417,S.Koch,Sam Koch,P,SPEC,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/dw34lcf6qit1i1knjhpv",BAL,2018,13,REG,ATL,1.0,1.0,21.0,0.0,0.0,0.0,-0.0,0.0,0.0,19.0,2.0,1.0,4.490723609924316,0.0,1.105263113975525,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,0.0,0.8399999737739563,0.8399999737739563,00-0024417,P,2018_13_BAL_ATL,201812020atl,REG,KochSa20,P,BAL,ATL,0.0,0.0,0.0,0.0,10.0,0.36,10.0,00-0024417,P,1.0,0.84,0.0,4,2021,12
00-0025394,A.Peterson,Adrian Peterson,RB,RB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ug2ua3skqc9f6vkbowxc",WAS,2018,1,REG,ARI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,26.0,96.0,1.0,0.0,0.0,4.0,0.7175965309143066,0.0,2.0,3.0,70.0,0.0,1.0,1.0,2.0,70.0,1.0,-0.6749396920204163,0.0,35.0,0.1034482792019844,0.0196078438311815,0.1688978970050811,0.0,20.600000381469727,22.600000381469727,00-0025394,RB,2018_01_WAS_ARI,201809090crd,REG,PeteAd01,RB,WAS,ARI,42.0,53.0,0.0,0.0,0.0,0.0,42.0,00-0025394,RB,1.0,21.6,0.0,4,2021,55
00-0025396,T.Ginn,Ted Ginn,WR,WR,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/o4m4txrv9l7odyebnea4",NO,2018,1,REG,TB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,1.0,5.0,0.0,0.0,0.0,0.0,0.0362177863717079,0.0,5.0,6.0,68.0,1.0,0.0,0.0,72.0,4.0,3.0,3.876986742019653,1.0,0.9444444179534912,0.1363636404275894,0.2111437022686004,0.3523460328578949,0.0,15.300000190734863,20.299999237060547,00-0025396,WR,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,00-0025396,WR,1.0,15.8,0.0,3,2020,70
00-0025399,M.Lynch,Marshawn Lynch,RB,RB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ddhpebfqtr9yxsnbx9ht",LV,2018,1,REG,LA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,11.0,41.0,1.0,0.0,0.0,4.0,0.8804875016212463,0.0,2.0,2.0,8.0,0.0,0.0,0.0,-2.0,10.0,0.0,-0.2627425491809845,0.0,-4.0,0.0526315793395042,-0.0102040814235806,0.0718045085668563,0.0,10.899999618530272,12.899999618530272,00-0025399,RB,2018_01_LA_OAK,201809100rai,REG,LyncMa00,RB,OAK,LA,24.0,34.0,0.0,0.0,0.0,0.0,24.0,00-0025399,RB,1.0,11.900000000000002,0.0,2,2019,12
00-0025415,J.Staley,Joe Staley,T,OL,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/vzmoz5duiuoocv4qnyhl",SF,2018,14,REG,DEN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,1.0,-5.0,0.0,0.0,0.0,-10.0,5.0,0.0,-1.0486284494400024,0.0,0.0,0.03125,-0.0456621013581752,0.0149115296080708,0.0,-0.5,0.5,00-0025415,OT,2018_14_DEN_SF,201812090sfo,REG,StalJo20,T,SF,DEN,68.0,94.0,0.0,0.0,4.0,0.15,72.0,00-0025415,T,1.0,0.0,0.0,1,2018,2
00-0025418,G.Olsen,Greg Olsen,TE,TE,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/jevf1bubmrv2vvmiwq3r",CAR,2018,1,REG,DAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,2.0,2.0,33.0,0.0,0.0,0.0,25.0,8.0,1.0,3.123728513717652,0.0,1.3200000524520874,0.0799999982118606,0.1612903177738189,0.2329032272100448,0.0,3.299999952316284,5.300000190734863,00-0025418,TE,2018_01_DAL_CAR,201809090car,REG,OlseGr00,TE,CAR,DAL,16.0,24.0,0.0,0.0,0.0,0.0,16.0,00-0025418,TE,1.0,4.300000000000001,0.0,3,2020,37
00-0025580,M.Crosby,Mason Crosby,K,SPEC,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/usbwgcjsdcugjafgjzvt",GB,2018,3,REG,WAS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-2.0,0.0,0.0,-0.6521800756454468,0.0,0.0,0.0222222227603197,-0.0061349691823124,0.0290388539433479,0.0,0.0,0.0,00-0025580,K,2018_03_GB_WAS,201809230was,REG,CrosMa20,K,GB,WAS,0.0,0.0,0.0,0.0,8.0,0.28,8.0,00-0025580,K,1.0,0.0,0.0,1,2018,2
00-0025708,M.Moore,Matt Moore,QB,QB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/h04zarfikqlgerdftbgp",KC,2019,1,REG,JAX,0.0,1.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-4.0,0.0,0.0,-0.3029050230979919,0.0,0.0,,1.0,-1.0,0.0,0.0,0.0,0.0,-3.3719916343688965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,0.0,-0.1000000014901161,-0.1000000014901161,00-0025708,QB,2019_01_KC_JAX,201909080jax,REG,MoorMa01,QB,KC,JAX,9.0,13.0,0.0,0.0,0.0,0.0,9.0,00-0025708,QB,2.0,-0.1,0.0,1,2019,7
00-0025825,B.Kern,Brett Kern,P,SPEC,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/dbph1kuozunx3aorpeiw",TEN,2019,7,REG,LAC,1.0,1.0,11.0,0.0,0.0,0.0,-0.0,0.0,0.0,3.0,8.0,1.0,3.667428493499756,0.0,3.6666667461395264,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,0.0,0.4399999976158142,0.4399999976158142,00-0025825,P,2019_07_LAC_TEN,201910200oti,REG,KernBr20,P,TEN,LAC,0.0,0.0,0.0,0.0,7.0,0.29,7.0,00-0025825,P,2.0,0.44,0.0,2,2020,18
00-0025944,S.Hauschka,Stephen Hauschka,K,SPEC,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/dx2dsdejdbqrjltnkstm",BUF,2018,5,REG,TEN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-8.0,0.0,0.0,-2.9638326168060303,0.0,0.0,0.050000000745058,-0.0522875823080539,0.0383986942470073,0.0,0.0,0.0,00-0025944,K,2018_05_TEN_BUF,201810070buf,REG,HausSt00,K,BUF,TEN,0.0,0.0,0.0,0.0,7.0,0.33,7.0,00-0025944,K,1.0,0.0,0.0,1,2018,2
00-0026035,D.Amendola,Danny Amendola,WR,WR,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/etz06w7s0ardf49mnayz",MIA,2018,1,REG,TEN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,4.0,6.0,26.0,0.0,0.0,0.0,50.0,12.0,0.0,-2.5791189670562744,0.0,0.5199999809265137,0.2142857164144516,0.1718213111162185,0.4417034983634949,0.0,2.5999999046325684,6.599999904632568,00-0026035,WR,2018_01_TEN_MIA,201809090mia,REG,AmenDa00,WR,MIA,TEN,45.0,73.0,0.0,0.0,4.0,0.14,49.0,00-0026035,WR,2.0,4.6,0.0,4,2021,89
00-0026143,M.Ryan,Matt Ryan,QB,QB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/s6zam4ekrrnonsck6vak",ATL,2018,1,REG,PHI,21.0,43.0,251.0,0.0,1.0,4.0,26.0,1.0,0.0,380.0,92.0,9.0,-11.715434074401855,0.0,0.6605263352394104,-0.0114586520940065,2.0,8.0,0.0,0.0,0.0,1.0,0.9387890100479126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,0.0,8.84000015258789,8.84000015258789,00-0026143,QB,2018_01_ATL_PHI,201809060phi,REG,RyanMa00,QB,ATL,PHI,70.0,100.0,0.0,0.0,0.0,0.0,70.0,00-0026143,QB,1.0,7.840000000000002,0.0,5,2022,81
