nfl_player_id,nfl_player_name,nfl_display_name,nfl_position,nfl_position_group,sportradar_player_id,sportradar_name,sportradar_display_name,sportradar_first_name,sportradar_last_name,sportradar_position,sportradar_jersey,sportradar_height,sportradar_weight,sportradar_birth_date,sportradar_experience,sportradar_college,sportradar_team_alias,sportradar_status,match_type,match_score
00-0033106,J.Goff,Jared Goff,QB,QB,aba8f925-ffbf-4654-bfa7-a25d3d237494,Jared Goff,,Jared,Goff,QB,16.0,76,217.0,1994-10-14,10,California,DET,ACT,exact_name_position,1.0
00-0033110,T.Higbee,Tyler Higbee,TE,TE,0df7912d-9e81-47ea-b4f7-d04986df4ee8,Tyler Higbee,,Tyler,Higbee,TE,89.0,78,255.0,1993-01-01,10,Western Kentucky,LA,ACT,exact_name_position,1.0
00-0033119,J.Brissett,Jacoby Brissett,QB,QB,ad2258ab-67f0-41c2-bcf3-f3ba145187dc,Jacoby Brissett,,Jacoby,Brissett,QB,7.0,76,235.0,1992-12-11,10,North Carolina State,ARI,ACT,exact_name_position,1.0
00-0033217,M.Alie-Cox,Mo Alie-Cox,TE,TE,8809c0dd-786b-4255-a7d0-333c9498c19a,Mo Alie-Cox,,Mo,Alie-Cox,TE,81.0,77,267.0,1993-09-19,8,VCU,IND,ACT,exact_name_position,1.0
00-0033246,J.Mundt,Johnny Mundt,TE,TE,6414998b-5831-44aa-8bd8-39e42a323c2c,Johnny Mundt,,Johnny,Mundt,TE,86.0,76,243.0,1994-11-23,8,Oregon,JAC,ACT,exact_name_position,1.0
00-0033251,Z.Pascal,Zach Pascal,WR,WR,7fc949b6-a1cb-4f9d-a06d-b65773409a44,Zach Pascal,,Zach,Pascal,WR,83.0,74,219.0,1994-12-18,8,Old Dominion,NYG,ACT,exact_name_position,1.0
00-0033280,C.McCaffrey,Christian McCaffrey,RB,RB,f96db0af-5e25-42d1-a07a-49b4e065b364,Christian McCaffrey,,Christian,McCaffrey,RB,23.0,71,210.0,1996-06-07,9,Stanford,SF,ACT,exact_name_position,1.0
00-0033282,C.Samuel,Curtis Samuel,WR,WR,66a21b6d-97e5-4732-8bb0-062145d6bbc6,Curtis Samuel,,Curtis,Samuel,WR,1.0,71,195.0,1996-08-11,9,Ohio State,BUF,ACT,exact_name_position,1.0
00-0033288,G.Kittle,George Kittle,TE,TE,2ada91b0-036e-454f-83c3-6d939ff584a9,George Kittle,,George,Kittle,TE,85.0,76,250.0,1993-10-09,9,Iowa,SF,ACT,exact_name_position,1.0
00-0033292,T.Taylor,Trent Taylor,WR,WR,3e2e74e9-18a8-4275-9437-b275db27e2ff,Trent Taylor,,Trent,Taylor,WR,81.0,68,180.0,1994-04-30,7,Louisiana Tech,SF,IR,exact_name_position,1.0
00-0033293,A.Jones,Aaron Jones,RB,RB,27dd5b6e-ea65-4622-a6b4-460fd144407c,Aaron Jones Sr.,,Aaron,Jones,RB,33.0,70,208.0,1994-12-02,9,UTEP,MIN,ACT,fuzzy_name_position,1.0
00-0033307,K.Bourne,Kendrick Bourne,WR,WR,5aba3610-ab55-4922-ac46-806ded5eb8bf,Kendrick Bourne,,Kendrick,Bourne,WR,84.0,73,205.0,1995-08-04,9,Eastern Washington,NE,ACT,exact_name_position,1.0
00-0033319,N.Mullens,Nick Mullens,QB,QB,7738fea8-7ea2-4c4c-b589-bca90b070819,Nick Mullens,,Nick,Mullens,QB,14.0,72,210.0,1995-03-21,7,Southern Miss,JAC,ACT,exact_name_position,1.0
00-0033375,T.Patrick,Tim Patrick,WR,WR,2a443351-5e63-4a49-819e-912b51a745f2,Tim Patrick,,Tim,Patrick,WR,12.0,77,210.0,1993-11-23,8,Utah,DET,ACT,exact_name_position,1.0
00-0033376,P.Ricard,Patrick Ricard,FB,RB,cb68b95f-ef6f-4e5e-b861-8bfe6cfeacf5,Patrick Ricard,,Patrick,Ricard,FB,42.0,75,300.0,1994-05-27,9,Maine,BAL,ACT,exact_name_position,1.0
00-0033439,P.Brown,Pharaoh Brown,TE,TE,6733b953-de77-44e5-acbf-c2d3a0940243,Pharaoh Brown,,Pharaoh,Brown,TE,85.0,77,260.0,1994-05-04,8,Oregon,MIA,ACT,exact_name_position,1.0
00-0033503,A.Maulet,Arthur Maulet,CB,DB,bf21bd83-9c97-4faf-97be-859f033848e2,Arthur Maulet,,Arthur,Maulet,CB,22.0,69,190.0,1993-07-13,9,Memphis,HOU,ACT,exact_name_position,1.0
00-0033526,S.Perine,Samaje Perine,RB,RB,e601812f-ce24-4e99-bee0-e33c1e9014e4,Samaje Perine,,Samaje,Perine,RB,34.0,71,240.0,1995-09-16,9,Oklahoma,CIN,ACT,exact_name_position,1.0
00-0033537,D.Watson,Deshaun Watson,QB,QB,eec5265c-7731-4bb6-8af2-4f98a67f9ab7,Deshaun Watson,,Deshaun,Watson,QB,4.0,75,223.0,1995-09-14,9,Clemson,CLE,PUP,exact_name_position,1.0
00-0033553,J.Conner,James Conner,RB,RB,28a084c0-14df-499f-bd1f-b975603626b7,James Conner,,James,Conner,RB,6.0,73,233.0,1995-05-05,9,Pittsburgh,ARI,ACT,exact_name_position,1.0
00-0033555,M.Hollins,Mack Hollins,WR,WR,93cb5790-1012-4c42-bccb-5748c27ba7d6,Mack Hollins,,Mack,Hollins,WR,13.0,76,221.0,1993-09-16,9,North Carolina,NE,ACT,exact_name_position,1.0
00-0033572,J.Agnew,Jamal Agnew,WR,WR,c871b3a8-72c4-425e-a357-2de37e033c8d,Jamal Agnew,,Jamal,Agnew,WR,14.0,70,190.0,1995-04-03,9,San Diego,ATL,ACT,exact_name_position,1.0
00-0033576,E.Saubert,Eric Saubert,TE,TE,582dc00e-e7ec-4ca7-bff0-f7b1d604017b,Eric Saubert,,Eric,Saubert,TE,81.0,77,253.0,1994-05-09,8,Drake,SEA,ACT,exact_name_position,1.0
00-0033589,D.Moore,David Moore,WR,WR,aecc1809-4628-4c3a-8b2b-c8f2858d2492,David Moore,,David,Moore,WR,83.0,72,220.0,1995-01-15,7,East Central,CAR,ACT,exact_name_position,1.0
00-0033591,N.Brown,Noah Brown,WR,WR,36f62824-1cdb-4e9e-8a11-55df97e562b9,Noah Brown,,Noah,Brown,WR,85.0,74,225.0,1996-01-06,9,Ohio State,WAS,ACT,exact_name_position,1.0
00-0033662,C.Rush,Cooper Rush,QB,QB,4595c8ea-9d85-4504-8a34-2c8a02349105,Cooper Rush,,Cooper,Rush,QB,15.0,75,225.0,1993-11-21,8,Central Michigan,BAL,ACT,exact_name_position,1.0
00-0033699,A.Ekeler,Austin Ekeler,RB,RB,e5b8c439-a48a-4f83-b63b-1a4d30e04cd3,Austin Ekeler,,Austin,Ekeler,RB,30.0,69,200.0,1995-05-17,9,Western Colorado,WAS,ACT,exact_name_position,1.0
00-0033729,C.Johnston,Cameron Johnston,P,SPEC,d2f6de91-089a-4845-9b90-bfbc00487444,Cameron Johnston,,Cameron,Johnston,P,5.0,71,194.0,1992-02-24,8,Ohio State,PIT,ACT,exact_name_position,1.0
00-0033757,R.Tonyan,Robert Tonyan,TE,TE,7c9c7800-69d0-459b-812b-a07ac48e9f2a,Robert Tonyan,,Robert,Tonyan,TE,85.0,77,240.0,1994-04-30,7,Indiana State,KC,ACT,exact_name_position,1.0
00-0033787,J.Elliott,Jake Elliott,K,SPEC,059e5bb7-1842-4558-9aaf-77c352a21216,Jake Elliott,,Jake,Elliott,K,4.0,69,167.0,1995-01-21,9,Memphis,PHI,ACT,exact_name_position,1.0
00-0033854,D.Ogunbowale,Dare Ogunbowale,RB,RB,42b57148-fc06-4aee-b40b-bb941271b5b7,Dare Ogunbowale,,Dare,Ogunbowale,RB,33.0,70,205.0,1994-05-04,7,Wisconsin,HOU,ACT,exact_name_position,1.0
00-0033857,J.Smith-Schuster,JuJu Smith-Schuster,WR,WR,9547fbb1-0d4f-4d9e-83b9-e2fa30463bb9,JuJu Smith-Schuster,,JuJu,Smith-Schuster,WR,9.0,73,215.0,1996-11-22,9,USC,KC,ACT,exact_name_position,1.0
00-0033858,J.Smith,Jonnu Smith,TE,TE,e4f25a37-74de-4bfb-b6c9-f50a4fab0b87,Jonnu Smith,,Jonnu,Smith,TE,81.0,75,248.0,1995-08-22,9,Florida International,PIT,ACT,exact_name_position,1.0
00-0033863,D.Skipper,Dan Skipper,T,OL,8106a0d3-1cc9-4038-8c1b-9c7886a6bcba,Dan Skipper,,Dan,Skipper,T,70.0,81,334.0,1994-09-20,6,Arkansas,DET,ACT,exact_name_position,1.0
00-0033869,M.Trubisky,Mitchell Trubisky,QB,QB,7a1b8f1a-9024-4897-86b0-01c63e00305e,Mitchell Trubisky,,Mitchell,Trubisky,QB,11.0,75,222.0,1994-08-20,9,North Carolina,BUF,ACT,exact_name_position,1.0
00-0033873,P.Mahomes,Patrick Mahomes,QB,QB,11cad59d-90dd-449c-a839-dddaba4fe16c,Patrick Mahomes,,Patrick,Mahomes,QB,15.0,74,225.0,1995-09-17,9,Texas Tech,KC,ACT,exact_name_position,1.0
00-0033881,E.Engram,Evan Engram,TE,TE,e21365af-8d66-416e-b0a5-8816d18fcfd9,Evan Engram,,Evan,Engram,TE,1.0,75,240.0,1994-09-02,9,Ole Miss,DEN,ACT,exact_name_position,1.0
00-0033885,D.Njoku,David Njoku,TE,TE,8f86fcea-90e8-49ea-bc78-5c7659313e57,David Njoku,,David,Njoku,TE,85.0,76,246.0,1996-07-10,9,Miami (FL),CLE,ACT,exact_name_position,1.0
00-0033891,Z.Jones,Zay Jones,WR,WR,a28f7368-0306-4d20-855f-285a1a09c09c,Zay Jones,,Zay,Jones,WR,17.0,74,200.0,1995-03-30,9,East Carolina,ARI,ACT,exact_name_position,1.0
00-0033897,J.Mixon,Joe Mixon,RB,RB,7797f36e-87e8-4282-b6d2-bdb1774fc3b3,Joe Mixon,,Joe,Mixon,RB,28.0,73,220.0,1996-07-24,9,Oklahoma,HOU,NON,exact_name_position,1.0
00-0033904,D.Dawkins,Dion Dawkins,T,OL,522a97f7-8cf7-4c50-afe9-1beb6ffadcb2,Dion Dawkins,,Dion,Dawkins,T,73.0,77,320.0,1994-04-26,9,Temple,BUF,ACT,exact_name_position,1.0
00-0033906,A.Kamara,Alvin Kamara,RB,RB,d9c857b2-97da-4fb8-a527-afbbb2a67413,Alvin Kamara,,Alvin,Kamara,RB,41.0,70,215.0,1995-07-25,9,Tennessee,NO,ACT,exact_name_position,1.0
00-0033908,C.Kupp,Cooper Kupp,WR,WR,2806e915-c46f-492f-8a29-71d3a85e5620,Cooper Kupp,,Cooper,Kupp,WR,10.0,73,205.0,1993-06-15,9,Eastern Washington,SEA,ACT,exact_name_position,1.0
00-0033921,C.Godwin,Chris Godwin,WR,WR,baa61bb5-f8d0-4f90-bbe2-028576b8d33d,Chris Godwin,,Chris,Godwin,WR,14.0,73,209.0,1996-02-27,9,Penn State,TB,PUP,exact_name_position,1.0
00-0033923,K.Hunt,Kareem Hunt,RB,RB,0ef0d0ca-2d2d-455b-ab63-a20c01303e37,Kareem Hunt,,Kareem,Hunt,RB,29.0,71,216.0,1995-08-06,9,Toledo,KC,ACT,exact_name_position,1.0
00-0033928,J.Lewis,Jourdan Lewis,CB,DB,7ff68f1d-204c-4d49-9179-ecb2514094dc,Jourdan Lewis,,Jourdan,Lewis,CB,2.0,70,190.0,1995-08-31,9,Michigan,JAC,ACT,exact_name_position,1.0
00-0033943,J.Reynolds,Josh Reynolds,WR,WR,682eda79-0026-4ad8-8f45-a61ce42cb908,Josh Reynolds,,Josh,Reynolds,WR,83.0,75,192.0,1995-02-16,9,Texas A&M,NYJ,ACT,exact_name_position,1.0
00-0033949,J.Dobbs,Joshua Dobbs,QB,QB,15bedebc-839e-450a-86f6-1f5ad1f4f820,Joshua Dobbs,,Joshua,Dobbs,QB,11.0,75,220.0,1995-01-26,9,Tennessee,NE,ACT,exact_name_position,1.0
00-0033955,J.McNichols,Jeremy McNichols,RB,RB,25cc3585-6194-4786-968a-2600db46b6c6,Jeremy McNichols,,Jeremy,McNichols,RB,26.0,69,214.0,1995-12-26,5,Boise State,WAS,ACT,exact_name_position,1.0
00-0034073,R.Dwelley,Ross Dwelley,TE,TE,70473218-5ae3-47b4-86fd-151e68f1e8b9,Ross Dwelley,,Ross,Dwelley,TE,82.0,77,235.0,1995-01-26,8,San Diego,SF,ACT,exact_name_position,1.0
00-0034159,W.Dissly,Will Dissly,TE,TE,383f4814-6836-4766-a297-fc063e8509cc,Will Dissly,,Will,Dissly,TE,89.0,76,265.0,1996-07-08,8,Washington,LAC,ACT,exact_name_position,1.0
00-0034160,M.Dickson,Michael Dickson,P,SPEC,d1ae3222-8892-49bc-bb3e-0bcd7c74522e,Michael Dickson,,Michael,Dickson,P,4.0,74,208.0,1996-01-04,8,Texas,SEA,ACT,exact_name_position,1.0
00-0034162,J.Scott,J.K. Scott,P,SPEC,5067e5ee-bae8-411e-bc05-011a88a3d954,JK Scott,,JK,Scott,P,16.0,77,208.0,1995-10-30,7,Alabama,LAC,ACT,fuzzy_name_position,0.8888888888888888
00-0034177,T.Boyle,Tim Boyle,QB,QB,d897b70f-29d9-477e-a72a-c9bfbadb70d3,Tim Boyle,,Tim,Boyle,QB,15.0,76,232.0,1994-10-03,7,Eastern Kentucky,TEN,ACT,exact_name_position,1.0
00-0034203,D.Williams,Darious Williams,CB,DB,a40a9b55-7850-4572-8197-f57a5354f921,Darious Williams,,Darious,Williams,CB,31.0,69,192.0,1993-03-15,8,UAB,LA,ACT,exact_name_position,1.0
00-0034270,T.Conklin,Tyler Conklin,TE,TE,f0d17dfa-ebf3-416c-a8d2-c6bc30675103,Tyler Conklin,,Tyler,Conklin,TE,83.0,75,248.0,1995-07-30,8,Central Michigan,LAC,ACT,exact_name_position,1.0
00-0034272,M.Valdes-Scantling,Marquez Valdes-Scantling,WR,WR,e7f0a505-8060-403e-a3b3-9d4e88dda1dc,Marquez Valdes-Scantling,,Marquez,Valdes-Scantling,WR,1.0,76,206.0,1994-10-10,8,South Florida,SEA,ACT,exact_name_position,1.0
00-0034278,T.Smith,Tremon Smith,CB,DB,aecd8785-d22b-43b4-bbff-76b7e4319ed6,Tremon Smith,,Tremon,Smith,CB,11.0,71,190.0,1996-07-20,8,Central Arkansas,HOU,ACT,exact_name_position,1.0
00-0034279,E.St. Brown,Equanimeous St. Brown,WR,WR,0b97067d-9e06-4ec0-97b2-e1cb491e12a6,Equanimeous St. Brown,,Equanimeous,St. Brown,WR,7.0,77,214.0,1996-09-30,7,Notre Dame,SF,ACT,exact_name_position,1.0
00-0034317,K.Kirkwood,Keith Kirkwood,WR,WR,430446f6-a74c-496b-8f49-4464e7d8149d,Keith Kirkwood,,Keith,Kirkwood,WR,18.0,75,210.0,1994-12-26,5,Temple,BAL,ACT,exact_name_position,1.0
00-0034342,Q.Nelson,Quenton Nelson,G,OL,d3fee51d-67f5-413b-a4b2-bde86b97babe,Quenton Nelson,,Quenton,Nelson,G,56.0,77,330.0,1996-03-19,8,Notre Dame,IND,ACT,exact_name_position,1.0
00-0034348,C.Sutton,Courtland Sutton,WR,WR,b55ae5ba-593f-4560-9cab-14e10698e01d,Courtland Sutton,,Courtland,Sutton,WR,14.0,76,216.0,1995-10-10,8,SMU,DEN,ACT,exact_name_position,1.0
00-0034351,D.Goedert,Dallas Goedert,TE,TE,e8029983-87cf-49a2-bc04-04c8233a0630,Dallas Goedert,,Dallas,Goedert,TE,88.0,77,256.0,1995-01-03,8,South Dakota State,PHI,ACT,exact_name_position,1.0
00-0034353,A.Miller,Anthony Miller,WR,WR,bfaedf99-7618-4925-b362-90415c22a3b6,Anthony Miller,,Anthony,Miller,WR,6.0,71,195.0,1994-10-09,6,Memphis,BAL,ACT,exact_name_position,1.0
00-0034355,M.Stewart,M.J. Stewart,SS,DB,3d405d21-bfdd-4495-afe3-9e96d1972ee2,M.J. Stewart,,M.J.,Stewart,SAF,29.0,71,205.0,1995-09-16,8,North Carolina,HOU,ACT,fuzzy_name_position,1.0
00-0034361,J.Reid,Justin Reid,SS,DB,bb9db665-7f9f-425d-9e4b-df78c65c8b97,Justin Reid,,Justin,Reid,SAF,21.0,73,207.0,1997-02-15,8,Stanford,NO,ACT,fuzzy_name_position,1.0
00-0034365,I.Thomas,Ian Thomas,TE,TE,ed8a8fd2-df67-45e7-a34f-984afb82f6ea,Ian Thomas,,Ian,Thomas,TE,80.0,75,253.0,1996-06-06,8,Indiana,LV,ACT,exact_name_position,1.0
00-0034383,D.Schultz,Dalton Schultz,TE,TE,8caec1b4-e0b6-4a84-b8c8-617d6e91ef6a,Dalton Schultz,,Dalton,Schultz,TE,86.0,77,242.0,1996-07-11,8,Stanford,HOU,ACT,exact_name_position,1.0
00-0034386,J.Watson,Justin Watson,WR,WR,bdb77276-7191-4454-85c2-e1693a33d709,Justin Watson,,Justin,Watson,WR,84.0,74,215.0,1996-04-04,8,Pennsylvania,HOU,ACT,exact_name_position,1.0
00-0034391,S.Neal,Siran Neal,CB,DB,82100457-f4ee-4f24-8ca2-584bfdc85749,Siran Neal,,Siran,Neal,CB,33.0,72,206.0,1994-08-04,8,Jacksonville State,SF,ACT,exact_name_position,1.0
00-0034399,W.Teller,Wyatt Teller,G,OL,2b6a749f-5e78-484f-8a87-92c6da991b19,Wyatt Teller,,Wyatt,Teller,G,77.0,76,315.0,1994-11-21,8,Virginia Tech,CLE,ACT,exact_name_position,1.0
00-0034401,M.White,Mike White,QB,QB,f4808328-86e9-459d-a2bc-18e90c7d211e,Mike White,,Mike,White,QB,14.0,77,220.0,1995-03-25,6,Western Kentucky,BUF,ACT,exact_name_position,1.0
00-0034406,D.Cain,Deon Cain,WR,WR,3da67e95-bd15-409f-b5de-b2feb54efda7,Deon Cain,,Deon,Cain,WR,32.0,74,202.0,1996-08-09,3,Clemson,BUF,ACT,exact_name_position,1.0
00-0034411,R.Gage,Russell Gage,WR,WR,4501e6f4-4683-4357-b241-8b4a0b6aae81,Russell Gage Jr.,,Russell,Gage,WR,84.0,72,184.0,1996-01-22,7,LSU,SF,ACT,fuzzy_name_position,1.0
00-0034418,C.Wilson,Cedrick Wilson,WR,WR,a964f59b-af2b-48e1-b64d-c376cc1d8c28,Cedrick Wilson Jr.,,Cedrick,Wilson,WR,11.0,74,197.0,1995-11-20,8,Boise State,NO,ACT,fuzzy_name_position,1.0
00-0034419,B.Berrios,Braxton Berrios,WR,WR,18f0bd30-1432-4fae-9cb4-c212bad6d0bb,Braxton Berrios,,Braxton,Berrios,WR,17.0,69,185.0,1995-10-06,8,Miami (FL),HOU,ACT,exact_name_position,1.0
00-0034437,L.Cooke,Logan Cooke,P,SPEC,8301d82b-0ad1-4988-a978-2925e2ae9377,Logan Cooke,,Logan,Cooke,P,9.0,77,230.0,1995-07-28,8,Mississippi State,JAC,ACT,exact_name_position,1.0
00-0034473,D.Gardeck,Dennis Gardeck,OLB,LB,48700b7b-210c-4ced-9c57-3e21162e7752,Dennis Gardeck,,Dennis,Gardeck,OLB,57.0,72,232.0,1994-08-09,8,Sioux Falls,JAC,ACT,exact_name_position,1.0
00-0034485,J.Owens,Jonathan Owens,SS,DB,411c2af8-64c9-4982-8d72-3ba4c683c0db,Jonathan Owens,,Jonathan,Owens,SAF,36.0,71,204.0,1995-07-22,7,Missouri Western,CHI,ACT,fuzzy_name_position,1.0
00-0034487,T.Sherfield,Trent Sherfield,WR,WR,18ccb826-5584-4f6a-8434-cf9a3b927b0f,Trent Sherfield Sr.,,Trent,Sherfield,WR,5.0,73,205.0,1996-02-25,8,Vanderbilt,DEN,ACT,fuzzy_name_position,1.0
00-0034488,T.Thomas,Tavierre Thomas,CB,DB,0a63f97d-9cc2-44d0-b65a-ac2e78db73f9,Tavierre Thomas,,Tavierre,Thomas,CB,37.0,70,205.0,1996-03-11,8,Ferris State,MIN,ACT,exact_name_position,1.0
00-0034490,E.Turner,Ezekiel Turner,ILB,LB,83849bc5-0b6c-4c76-b622-9c7042758e97,Ezekiel Turner,,Ezekiel,Turner,LB,47.0,74,225.0,1996-06-09,8,Washington,DET,ACT,fuzzy_name_position,1.0
00-0034521,A.Lazard,Allen Lazard,WR,WR,6a23db75-021b-4808-99e6-21a33d34202b,Allen Lazard,,Allen,Lazard,WR,10.0,77,227.0,1995-12-11,7,Iowa State,NYJ,ACT,exact_name_position,1.0
00-0034577,K.Allen,Kyle Allen,QB,QB,d2023f5b-f73b-43ad-a816-f10dadfdfaed,Kyle Allen,,Kyle,Allen,QB,8.0,75,210.0,1996-03-08,7,Houston,DET,ACT,exact_name_position,1.0
00-0034613,T.Hudson,Tanner Hudson,TE,TE,2fa75e05-cac4-4b40-8924-dbc9ae0c959c,Tanner Hudson,,Tanner,Hudson,TE,87.0,77,241.0,1994-11-12,6,Southern Arkansas,CIN,ACT,exact_name_position,1.0
00-0034721,C.Bojorquez,Corey Bojorquez,P,SPEC,1073ac8d-d12f-4ad0-845d-5351503931bd,Corey Bojorquez,,Corey,Bojorquez,P,13.0,72,217.0,1996-09-13,8,New Mexico,CLE,ACT,exact_name_position,1.0
00-0034753,M.Andrews,Mark Andrews,TE,TE,0618f387-9b72-4270-8b8f-dec4cccc9e4a,Mark Andrews,,Mark,Andrews,TE,89.0,77,250.0,1995-09-06,8,Oklahoma,BAL,ACT,exact_name_position,1.0
00-0034764,M.Gallup,Michael Gallup,WR,WR,9e174ff2-ca0e-4e6b-96f7-90f0088f7edd,Michael Gallup,,Michael,Gallup,WR,12.0,73,205.0,1996-03-04,7,Colorado State,WAS,ACT,exact_name_position,1.0
00-0034771,M.Rudolph,Mason Rudolph,QB,QB,be4ca0ad-f3d6-4b98-a37f-79d0cbc06390,Mason Rudolph,,Mason,Rudolph,QB,2.0,77,235.0,1995-07-17,8,Oklahoma State,PIT,ACT,exact_name_position,1.0
00-0034773,V.Vea,Vita Vea,NT,DL,503eb9a7-83ed-4b96-b0f2-7afe4920bde9,Vita Vea,,Vita,Vea,NT,50.0,76,347.0,1995-02-05,8,Washington,TB,ACT,exact_name_position,1.0
00-0034775,C.Kirk,Christian Kirk,WR,WR,ebcd87ce-218c-4144-810b-921c2f59d6e8,Christian Kirk,,Christian,Kirk,WR,13.0,71,200.0,1996-11-18,8,Texas A&M,HOU,ACT,exact_name_position,1.0
00-0034777,D.Chark,D.J. Chark,WR,WR,c2a7bd8a-d141-423a-8810-0988a59ff0b4,DJ Chark,,DJ,Chark,WR,16.0,75,198.0,1996-09-23,8,LSU,ATL,ACT,fuzzy_name_position,0.8888888888888888
00-0034791,N.Chubb,Nick Chubb,RB,RB,4bd60b33-9fbf-4156-ba2b-8264ac37b418,Nick Chubb,,Nick,Chubb,RB,21.0,71,227.0,1995-12-27,8,Georgia,HOU,ACT,exact_name_position,1.0
00-0034794,J.Sanders,Jason Sanders,K,SPEC,5ffb654f-0de5-424b-aa2f-ad511deb5b51,Jason Sanders,,Jason,Sanders,K,7.0,71,195.0,1995-11-16,8,New Mexico,MIA,ACT,exact_name_position,1.0
00-0034796,L.Jackson,Lamar Jackson,QB,QB,e06a9c07-453a-4bb0-a7e9-2c3a64166dad,Lamar Jackson,,Lamar,Jackson,QB,8.0,74,205.0,1997-01-07,8,Louisville,BAL,ACT,exact_name_position,1.0
00-0034798,D.Smythe,Durham Smythe,TE,TE,7e42a22a-c47b-4387-aeeb-2cc2e76dc1d8,Durham Smythe,,Durham,Smythe,TE,81.0,77,248.0,1995-08-09,8,Notre Dame,CHI,ACT,exact_name_position,1.0
00-0034827,D.Moore,D.J. Moore,WR,WR,d8202e6d-d03b-4cd1-a793-ff8fd39d9755,DJ Moore,,DJ,Moore,WR,2.0,72,213.0,1997-04-14,8,Maryland,CHI,ACT,fuzzy_name_position,0.8888888888888888
00-0034829,M.Gesicki,Mike Gesicki,TE,TE,1012cbe0-7eba-4169-bfca-183a0204e1a7,Mike Gesicki,,Mike,Gesicki,TE,88.0,78,245.0,1995-10-03,8,Penn State,CIN,ACT,exact_name_position,1.0
00-0034837,C.Ridley,Calvin Ridley,WR,WR,926e2674-52d6-4cec-9991-46ee85cc8cfd,Calvin Ridley,,Calvin,Ridley,WR,0.0,73,190.0,1994-12-20,7,Alabama,TEN,ACT,exact_name_position,1.0
00-0034844,S.Barkley,Saquon Barkley,RB,RB,9811b753-347c-467a-b3cb-85937e71e2b9,Saquon Barkley,,Saquon,Barkley,RB,26.0,72,233.0,1997-02-09,8,Penn State,PHI,ACT,exact_name_position,1.0
00-0034854,K.Hodge,KhaDarel Hodge,WR,WR,6f124753-5c6c-454b-97c7-0f9b4d14e7c2,KhaDarel Hodge,,KhaDarel,Hodge,WR,4.0,74,210.0,1995-01-03,8,Prairie View A&M,ATL,ACT,exact_name_position,1.0
00-0034855,B.Mayfield,Baker Mayfield,QB,QB,30198d30-9769-4e10-ac86-b4c91d940802,Baker Mayfield,,Baker,Mayfield,QB,6.0,73,215.0,1995-04-14,8,Oklahoma,TB,ACT,exact_name_position,1.0
00-0034857,J.Allen,Josh Allen,QB,QB,3069db07-aa43-4503-ab11-2ae5c0002721,Josh Allen,,Josh,Allen,QB,17.0,77,237.0,1996-05-21,8,Wyoming,BUF,ACT,exact_name_position,1.0
00-0034860,D.Pettis,Dante Pettis,WR,WR,20d16690-560b-4a01-af20-8870ef07ea70,Dante Pettis,,Dante,Pettis,WR,17.0,74,200.0,1995-10-23,7,Washington,NO,ACT,exact_name_position,1.0
00-0034869,S.Darnold,Sam Darnold,QB,QB,13d826c5-9b22-4e0a-a877-02d8c84c546b,Sam Darnold,,Sam,Darnold,QB,14.0,75,225.0,1997-06-05,8,USC,SEA,ACT,exact_name_position,1.0
00-0034899,J.Wolford,John Wolford,QB,QB,2ab1b694-1013-4661-85d4-55415d3b147f,John Wolford,,John,Wolford,QB,18.0,73,218.0,1995-10-16,5,Wake Forest,JAC,ACT,exact_name_position,1.0
00-0034928,S.Sims,Steven Sims,WR,WR,4a213e4e-b0ba-4124-833e-33c528bd5908,Steven Sims,,Steven,Sims,WR,84.0,70,190.0,1997-03-31,5,Kansas,SEA,ACT,exact_name_position,1.0
00-0034955,B.Rypien,Brett Rypien,QB,QB,9ab44516-2a26-4049-b630-66539c7a5dfd,Brett Rypien,,Brett,Rypien,QB,11.0,74,210.0,1996-07-09,7,Boise State,MIN,ACT,exact_name_position,1.0
00-0034959,A.Beck,Andrew Beck,FB,RB,b556a98d-16aa-4a0d-9134-1b59c46cc640,Andrew Beck,,Andrew,Beck,FB,47.0,75,255.0,1996-05-15,6,Texas,NYJ,ACT,exact_name_position,1.0
00-0034960,J.Meyers,Jakobi Meyers,WR,WR,73e194d1-a4b7-4de4-b1c2-3c24ef502918,Jakobi Meyers,,Jakobi,Meyers,WR,16.0,74,193.0,1996-11-09,7,North Carolina State,LV,ACT,exact_name_position,1.0
00-0034970,I.Smith,Irv Smith,TE,TE,ed0e6a30-83d5-4f4b-bf49-f7ff80e21304,Irv Smith Jr.,,Irv,Smith,TE,83.0,74,242.0,1998-08-09,6,Alabama,HOU,ACT,fuzzy_name_position,1.0
00-0034972,A.Mattison,Alexander Mattison,RB,RB,ae4faec0-509d-4080-b5cb-d1a44d062858,Alexander Mattison,,Alexander,Mattison,RB,8.0,71,220.0,1998-06-19,7,Boise State,MIA,ACT,exact_name_position,1.0
00-0034974,J.Love,Julian Love,SS,DB,a1052a59-114e-4340-8936-bffb17431300,Julian Love,,Julian,Love,FS,20.0,71,195.0,1998-03-19,7,Notre Dame,SEA,ACT,fuzzy_name_position,1.0
00-0034975,J.Hill,Justice Hill,RB,RB,528e71ec-8fb3-4928-ace5-fc5ffbf26eb3,Justice Hill,,Justice,Hill,RB,43.0,70,205.0,1997-11-14,7,Oklahoma State,BAL,ACT,exact_name_position,1.0
