nfl_player_id,nfl_player_name,nfl_display_name,nfl_position,nfl_position_group,sportradar_player_id,sportradar_name,sportradar_display_name,sportradar_first_name,sportradar_last_name,sportradar_position,sportradar_jersey,sportradar_height,sportradar_weight,sportradar_birth_date,sportradar_experience,sportradar_college,sportradar_team_alias,sportradar_status,match_type,match_score
00-0034981,F.Moreau,Foster Moreau,TE,TE,9c3a67fd-5c6e-4689-9e08-9ff6d4db6c9a,Foster Moreau,,Foster,Moreau,TE,87.0,76,250.0,1997-05-06,7,LSU,NO,PUP,exact_name_position,1.0
00-0034983,H.Renfrow,Hunter Renfrow,WR,WR,34c523c7-bc58-49f0-a9cc-f9edd91fe00f,Hunter Renfrow,,Hunter,Renfrow,WR,13.0,70,185.0,1995-12-21,6,Clemson,CAR,ACT,exact_name_position,1.0
00-0034987,E.Speed,E.J. Speed,OLB,LB,e653effc-2bdc-4bfe-bf3d-272e783ae4c4,E.J. Speed,,E.J.,Speed,LB,45.0,76,227.0,1995-06-01,7,Tarleton State,HOU,ACT,fuzzy_name_position,1.0
00-0035021,A.Dulin,Ashton Dulin,WR,WR,f374262b-d642-4d05-9584-5955548ee4d1,Ashton Dulin,,Ashton,Dulin,WR,16.0,74,215.0,1997-05-15,7,Malone (OH),IND,ACT,exact_name_position,1.0
00-0035039,S.Carlson,Stephen Carlson,TE,TE,013477a2-0271-4441-a0af-9bc25924a2f6,Stephen Carlson,,Stephen,Carlson,TE,88.0,76,248.0,1996-12-12,4,Princeton,CHI,ACT,exact_name_position,1.0
00-0035042,J.Gillan,Jamie Gillan,P,SPEC,bc63567a-81e7-44c9-a85f-8aa9532ab4fd,Jamie Gillan,,Jamie,Gillan,P,12.0,73,207.0,1997-07-04,7,Arkansas-Pine Bluff,NYG,ACT,exact_name_position,1.0
00-0035045,D.Montgomery,D.J. Montgomery,WR,WR,021f2c32-0876-4db3-9605-e829f7d449d7,D.J. Montgomery,,D.J.,Montgomery,WR,2.0,73,201.0,1996-11-17,4,Austin Peay,IND,ACT,exact_name_position,1.0
00-0035100,J.Browning,Jake Browning,QB,QB,f2f29019-7306-4b1c-a9d8-e9f802cb06e0,Jake Browning,,Jake,Browning,QB,6.0,74,209.0,1996-04-11,3,Washington,CIN,ACT,exact_name_position,1.0
00-0035125,A.Ingold,Alec Ingold,FB,RB,7ade135c-0760-4548-b7d9-cf1174e2be33,Alec Ingold,,Alec,Ingold,FB,30.0,73,232.0,1996-07-09,7,Wisconsin,MIA,ACT,exact_name_position,1.0
00-0035133,K.Nixon,Keisean Nixon,CB,DB,e94ac14d-0122-4dc8-ad20-b71226cb8cfe,Keisean Nixon,,Keisean,Nixon,CB,25.0,70,200.0,1997-06-22,7,South Carolina,GB,ACT,exact_name_position,1.0
00-0035140,M.Hardman,Mecole Hardman,WR,WR,fe6dc768-d576-476c-b150-53b85af2a1d1,Mecole Hardman,,Mecole,Hardman,WR,6.0,70,187.0,1998-03-12,7,Georgia,GB,ACT,exact_name_position,1.0
00-0035149,N.Allegretti,Nick Allegretti,G,OL,806f81d1-6d4b-465c-8a16-b1a767c30fb0,Nick Allegretti,,Nick,Allegretti,G,67.0,76,320.0,1996-04-21,7,Illinois,WAS,ACT,exact_name_position,1.0
00-0035156,J.Fox,Jack Fox,P,SPEC,7141ec7a-4f3d-44a4-979e-6644ab9e8f7b,Jack Fox,,Jack,Fox,P,3.0,74,218.0,1996-09-01,6,Rice,DET,ACT,exact_name_position,1.0
00-0035190,A.Cole,A.J. Cole,P,SPEC,36f93677-a95b-4362-ac5f-6722f5c05b6d,AJ Cole,,AJ,Cole,P,6.0,76,220.0,1995-11-27,7,North Carolina State,LV,ACT,fuzzy_name_position,0.875
00-0035208,O.Zaccheaus,Olamide Zaccheaus,WR,WR,d8281390-f081-41e5-b55e-75779536fe94,Olamide Zaccheaus,,Olamide,Zaccheaus,WR,14.0,68,199.0,1997-07-23,7,Virginia,CHI,ACT,exact_name_position,1.0
00-0035216,D.Johnson,Diontae Johnson,WR,WR,244c00c7-fe9a-4f4f-adff-1d5b9c8877e7,Diontae Johnson,,Diontae,Johnson,WR,16.0,70,183.0,1996-07-05,7,Toledo,CLE,ACT,exact_name_position,1.0
00-0035228,K.Murray,Kyler Murray,QB,QB,dd5a6b6e-ffae-45a5-b8e6-718a9251f374,Kyler Murray,,Kyler,Murray,QB,1.0,70,207.0,1997-08-07,7,Oklahoma,ARI,ACT,exact_name_position,1.0
00-0035229,T.Hockenson,T.J. Hockenson,TE,TE,bd1120b6-38b3-4225-a4b0-20660a149d0d,T.J. Hockenson,,T.J.,Hockenson,TE,87.0,77,248.0,1997-07-03,7,Iowa,MIN,ACT,exact_name_position,1.0
00-0035235,K.McGary,Kaleb McGary,T,OL,37095914-53be-4d16-b5c7-2194dbb6d6c2,Kaleb McGary,,Kaleb,McGary,T,76.0,78,330.0,1995-02-22,7,Washington,ATL,ACT,exact_name_position,1.0
00-0035243,M.Sanders,Miles Sanders,RB,RB,ef3ceaf4-b733-4e06-a7f4-a94fc67361c1,Miles Sanders,,Miles,Sanders,RB,27.0,71,211.0,1997-05-01,7,Penn State,DAL,ACT,exact_name_position,1.0
00-0035244,L.Johnson,Lonnie Johnson,FS,DB,acbf5978-d7da-4d01-8f1d-22dd65d4484c,Lonnie Johnson Jr.,,Lonnie,Johnson,SAF,32.0,74,221.0,1995-11-04,7,Kentucky,LV,ACT,fuzzy_name_position,1.0
00-0035249,J.Oliver,Josh Oliver,TE,TE,dc83f7af-7b30-4c4a-9c93-f67bd8db954b,Josh Oliver,,Josh,Oliver,TE,84.0,77,259.0,1997-03-21,7,San Jose State,MIN,ACT,exact_name_position,1.0
00-0035250,D.Singletary,Devin Singletary,RB,RB,a961b0d4-5d7c-438e-90f0-2e1fa09f6c89,Devin Singletary,,Devin,Singletary,RB,26.0,67,203.0,1997-09-03,7,Florida Atlantic,NYG,ACT,exact_name_position,1.0
00-0035251,W.Grier,Will Grier,QB,QB,7905e9be-2f66-4ff5-a6e9-dbe281bf4822,Will Grier,,Will,Grier,QB,15.0,73,220.0,1995-04-03,6,West Virginia,DAL,ACT,exact_name_position,1.0
00-0035261,T.Pollard,Tony Pollard,RB,RB,33b0227d-4c21-4e71-b4cd-be35f7db9123,Tony Pollard,,Tony,Pollard,RB,20.0,72,209.0,1997-04-30,7,Memphis,TEN,ACT,exact_name_position,1.0
00-0035264,J.Stidham,Jarrett Stidham,QB,QB,582fe465-135a-4901-beef-60aebce99067,Jarrett Stidham,,Jarrett,Stidham,QB,8.0,75,215.0,1996-08-08,6,Auburn,DEN,ACT,exact_name_position,1.0
00-0035272,A.Van Ginkel,Andrew Van Ginkel,OLB,LB,7b47d190-168b-44bc-bb91-a688fe28f768,Andrew Van Ginkel,,Andrew,Van Ginkel,OLB,43.0,76,242.0,1995-07-01,7,Wisconsin,MIN,ACT,exact_name_position,1.0
00-0035280,J.Bailey,Jake Bailey,P,SPEC,af1335c6-c262-4488-9352-86ba80754583,Jake Bailey,,Jake,Bailey,P,16.0,74,212.0,1997-06-18,7,Stanford,MIA,ACT,exact_name_position,1.0
00-0035282,E.Stick,Easton Stick,QB,QB,af291d43-a51f-44ce-b8ac-430ec68c78c8,Easton Stick,,Easton,Stick,QB,12.0,73,224.0,1995-09-15,6,North Dakota State,ATL,ACT,exact_name_position,1.0
00-0035289,G.Minshew,Gardner Minshew,QB,QB,dabb52c0-455b-48fe-996b-abf758120623,Gardner Minshew,,Gardner,Minshew,QB,17.0,73,225.0,1996-05-16,7,Washington State,KC,ACT,exact_name_position,1.0
00-0035291,T.Williams,Trayveon Williams,RB,RB,478fcd24-2617-41d5-a900-b272aa6ef515,Trayveon Williams,,Trayveon,Williams,RB,36.0,68,206.0,1997-10-18,7,Texas A&M,CLE,ACT,exact_name_position,1.0
00-0035328,M.Nelson,Matt Nelson,T,OL,b38b6c46-7b53-4c5b-864c-04e261c97ddc,Matt Nelson,,Matt,Nelson,OL,69.0,79,315.0,1995-12-19,5,Iowa,MIN,ACT,fuzzy_name_position,1.0
00-0035329,D.Parham,Donald Parham,TE,TE,4f246e92-3d21-450f-977a-dc16892c7238,Donald Parham Jr.,,Donald,Parham,TE,89.0,80,237.0,1997-08-16,5,Stetson,PIT,IR,fuzzy_name_position,1.0
00-0035341,T.Irwin,Trenton Irwin,WR,WR,ee79ad2e-353a-40cd-9344-c9d84f7e4b63,Trenton Irwin,,Trenton,Irwin,WR,83.0,74,204.0,1995-12-10,6,Stanford,JAC,ACT,exact_name_position,1.0
00-0035345,C.Myarick,Chris Myarick,TE,TE,002adaa8-5dc2-4b4b-95bc-53a38dce3849,Chris Myarick,,Chris,Myarick,TE,43.0,77,261.0,1995-10-06,4,Temple,MIA,ACT,exact_name_position,1.0
00-0035356,T.Jackson,Tyree Jackson,TE,TE,2fc1c9f1-9e85-449a-9a87-fa8203e8e8f9,Tyree Jackson,,Tyree,Jackson,TE,80.0,79,249.0,1997-11-07,3,Buffalo,WAS,IR,exact_name_position,1.0
00-0035359,D.Sills,David Sills,WR,WR,97f6c20c-1110-4551-82c1-41d3247397a2,David Sills,,David,Sills,WR,87.0,75,211.0,1996-05-29,3,West Virginia,ATL,ACT,exact_name_position,1.0
00-0035378,A.Wingard,Andrew Wingard,FS,DB,65e778fa-4639-4973-bb82-c76efa2ff309,Andrew Wingard,,Andrew,Wingard,SAF,42.0,72,200.0,1996-12-05,7,Wyoming,JAC,ACT,fuzzy_name_position,1.0
00-0035406,L.Humphrey,Lil'Jordan Humphrey,WR,WR,b7f930af-ddd2-4a48-9617-96bda81b0334,Lil'Jordan Humphrey,,Lil'Jordan,Humphrey,WR,81.0,76,225.0,1998-04-19,6,Texas,NYG,ACT,exact_name_position,1.0
00-0035480,M.Taylor,Malik Taylor,WR,WR,228b0dd8-3f75-4b60-90d1-59036858b8ae,Malik Taylor,,Malik,Taylor,WR,86.0,73,220.0,1995-12-21,5,Ferris State,DET,ACT,exact_name_position,1.0
00-0035500,G.Dortch,Greg Dortch,WR,WR,4484c7d1-025a-4f26-8e9b-48503afb0c68,Greg Dortch,,Greg,Dortch,WR,4.0,67,180.0,1998-05-29,5,Wake Forest,ARI,ACT,exact_name_position,1.0
00-0035535,D.Slayton,Darius Slayton,WR,WR,82ed30a5-54a8-4ed0-b040-99c3a78fb055,Darius Slayton,,Darius,Slayton,WR,18.0,73,198.0,1997-01-12,7,Auburn,NYG,ACT,exact_name_position,1.0
00-0035537,T.Johnson,Ty Johnson,RB,RB,96e6687b-2b89-4dd9-98df-6e7507cd82cf,Ty Johnson,,Ty,Johnson,RB,26.0,70,210.0,1997-09-17,7,Maryland,BUF,ACT,exact_name_position,1.0
00-0035544,T.Kennedy,Tom Kennedy,WR,WR,dc51b38c-dc82-44ee-a88b-764d681ce58a,Tom Kennedy,,Tom,Kennedy,WR,85.0,70,195.0,1996-07-29,3,Bryant,DET,ACT,exact_name_position,1.0
00-0035567,C.Reynolds,Craig Reynolds,RB,RB,0deb1dc9-0945-470d-8352-220d26d03d7d,Craig Reynolds,,Craig,Reynolds,RB,13.0,71,216.0,1996-06-15,6,Kutztown,DET,ACT,exact_name_position,1.0
00-0035588,G.Bradbury,Garrett Bradbury,C,OL,acdd0b8b-d840-44ac-9dfa-05fe8baabe09,Garrett Bradbury,,Garrett,Bradbury,C,65.0,75,300.0,1995-06-20,7,North Carolina State,NE,ACT,exact_name_position,1.0
00-0035594,T.Homer,Travis Homer,RB,RB,4afb77d8-4564-469b-be4c-5a8587df8046,Travis Homer,,Travis,Homer,RB,21.0,70,211.0,1998-08-07,7,Miami (FL),CHI,ACT,exact_name_position,1.0
00-0035628,D.Johnson,D'Ernest Johnson,RB,RB,f46e812f-14c6-4af8-9316-01a880adebc5,D'Ernest Johnson,,D'Ernest,Johnson,RB,30.0,70,208.0,1996-02-27,6,South Florida,BAL,ACT,exact_name_position,1.0
00-0035631,D.Sample,Drew Sample,TE,TE,15a4f552-ecaf-45bd-9006-aa5dda93bee6,Drew Sample,,Drew,Sample,TE,89.0,77,260.0,1996-04-16,7,Washington,CIN,ACT,exact_name_position,1.0
00-0035632,A.Hooker,Amani Hooker,FS,DB,aac96096-362f-4254-952a-5b3b04472f19,Amani Hooker,,Amani,Hooker,SAF,37.0,71,210.0,1998-06-14,7,Iowa,TEN,ACT,fuzzy_name_position,1.0
00-0035640,D.Metcalf,DK Metcalf,WR,WR,754faf0f-40f7-45f0-b23b-6ce990ecaf26,DK Metcalf,,DK,Metcalf,WR,4.0,76,229.0,1997-12-14,7,Ole Miss,PIT,ACT,exact_name_position,1.0
00-0035643,J.Simmons,Jeffery Simmons,DT,DL,dcbe3642-aa52-43e6-8f4c-4b9809377c4d,Jeffery Simmons,,Jeffery,Simmons,DT,98.0,76,305.0,1997-07-28,7,Mississippi State,TEN,ACT,exact_name_position,1.0
00-0035644,N.Fant,Noah Fant,TE,TE,cdc98acc-9eb6-4b44-81bb-61d7b8a3b55f,Noah Fant,,Noah,Fant,TE,86.0,76,249.0,1997-11-20,7,Iowa,CIN,ACT,exact_name_position,1.0
00-0035645,G.Olszewski,Gunner Olszewski,WR,WR,625a1777-dd9a-48c6-b512-c450b0914450,Gunner Olszewski,,Gunner,Olszewski,WR,0.0,72,190.0,1996-11-26,7,Bemidji State,NYG,ACT,exact_name_position,1.0
00-0035659,T.McLaurin,Terry McLaurin,WR,WR,7e8c4641-2beb-4213-ba22-69fe0307005f,Terry McLaurin,,Terry,McLaurin,WR,17.0,72,210.0,1995-09-15,7,Ohio State,WAS,PUP,exact_name_position,1.0
00-0035662,M.Brown,Marquise Brown,WR,WR,feeee40a-dd63-41a7-89cd-6c95b5456833,Marquise Brown,,Hollywood,Brown,WR,5.0,69,180.0,1997-06-04,7,Oklahoma,KC,ACT,exact_name_position,1.0
00-0035669,N.Scott,Nick Scott,SS,DB,4d383922-53ab-48f8-bb8a-29176ea3ffbc,Nick Scott,,Nick,Scott,SAF,21.0,71,200.0,1995-05-17,7,Penn State,CAR,ACT,fuzzy_name_position,1.0
00-0035676,A.Brown,A.J. Brown,WR,WR,a9e580f2-1fbe-46fb-887c-c84089b507e4,A.J. Brown,,A.J.,Brown,WR,11.0,73,226.0,1997-06-30,7,Ole Miss,PHI,ACT,exact_name_position,1.0
00-0035685,D.Montgomery,David Montgomery,RB,RB,1c9e1cd5-8cb1-4a15-a2c8-3a0c0fd5423c,David Montgomery,,David,Montgomery,RB,5.0,71,230.0,1997-06-07,7,Iowa State,DET,ACT,exact_name_position,1.0
00-0035686,M.Deiter,Michael Deiter,C,OL,6d96bf47-e8c7-4683-8291-74dc426a38cb,Michael Deiter,,Michael,Deiter,C,60.0,78,310.0,1996-09-03,7,Wisconsin,WAS,ACT,exact_name_position,1.0
00-0035689,D.Knox,Dawson Knox,TE,TE,5fb525c5-4e70-4ede-8c49-94ad0cf66b7d,Dawson Knox,,Dawson,Knox,TE,88.0,76,254.0,1996-11-14,7,Ole Miss,BUF,ACT,exact_name_position,1.0
00-0035700,J.Jacobs,Josh Jacobs,RB,RB,61694ab9-b099-408e-b48d-6a643dd069ec,Josh Jacobs,,Josh,Jacobs,RB,8.0,70,223.0,1998-02-11,7,Alabama,GB,ACT,exact_name_position,1.0
00-0035703,M.Boykin,Miles Boykin,WR,WR,d1ed6f8c-1611-4695-8b48-5adce0de50dd,Miles Boykin,,Miles,Boykin,WR,80.0,75,231.0,1996-10-12,6,Notre Dame,CHI,ACT,exact_name_position,1.0
00-0035704,D.Lock,Drew Lock,QB,QB,94325301-e0ad-4a9f-a0e5-ffec0f529be3,Drew Lock,,Drew,Lock,QB,2.0,76,228.0,1996-11-10,7,Missouri,SEA,ACT,exact_name_position,1.0
00-0035710,D.Jones,Daniel Jones,QB,QB,0042266b-cb28-4012-bfd2-06650badad97,Daniel Jones,,Daniel,Jones,QB,17.0,77,230.0,1997-05-27,7,Duke,IND,ACT,exact_name_position,1.0
00-0035719,D.Samuel,Deebo Samuel,WR,WR,628a6a0a-4fde-4024-8d7c-28674953d5af,Deebo Samuel,,Deebo,Samuel,WR,1.0,72,215.0,1996-01-15,7,South Carolina,WAS,ACT,exact_name_position,1.0
00-0035726,J.Johnson,Jakob Johnson,FB,RB,12b701c8-7f40-4437-aeef-782fd1d25f2e,Jakob Johnson,,Jakob,Johnson,FB,43.0,75,255.0,1994-12-15,6,Tennessee,HOU,ACT,exact_name_position,1.0
00-0035771,M.Wilcox,Mitchell Wilcox,TE,TE,b2d98b60-b4b3-4610-81d2-2154c723fdbb,Mitchell Wilcox,,Mitchell,Wilcox,TE,,76,250.0,1996-11-07,4,South Florida,MIA,ACT,exact_name_position,1.0
00-0035795,J.Pierre,James Pierre,CB,DB,6e0bbdc7-fa74-41d2-b3de-4eaa8e670f87,James Pierre,,James,Pierre,CB,42.0,74,185.0,1996-09-16,6,Florida Atlantic,PIT,ACT,exact_name_position,1.0
00-0035806,J.Hasty,Jamycal Hasty,RB,RB,c6c50d09-f14f-41c2-9eb3-87514f0121f6,JaMycal Hasty,,JaMycal,Hasty,RB,39.0,68,205.0,1996-09-12,5,Baylor,NE,ACT,fuzzy_name_position,1.0
00-0035859,B.Gillikin,Blake Gillikin,P,SPEC,53213f81-77ad-48d0-9d42-00e3633b0e90,Blake Gillikin,,Blake,Gillikin,P,12.0,74,196.0,1998-01-21,6,Penn State,ARI,ACT,exact_name_position,1.0
00-0035876,A.Baccellia,Andre Baccellia,WR,WR,58266b36-fa48-4f51-b41c-909bf82748f3,Andre Baccellia,,Andre,Baccellia,WR,82.0,70,180.0,1997-01-07,2,Washington,ARI,ACT,exact_name_position,1.0
00-0035889,T.Townsend,Tommy Townsend,P,SPEC,edfc712a-54f7-4c34-a838-c50c14dbf7dc,Tommy Townsend,,Tommy,Townsend,P,6.0,73,191.0,1996-11-12,6,Florida,HOU,ACT,exact_name_position,1.0
00-0035891,C.White,Cody White,WR,WR,d25a19a7-7de6-4476-b42a-833c8c3cb208,Cody White,,Cody,White,WR,82.0,75,227.0,1998-11-28,4,Michigan State,SEA,ACT,exact_name_position,1.0
00-0035924,J.Ward,Jonathan Ward,RB,RB,1dc6b133-355f-451e-856f-d02839681578,Jonathan Ward,,Jonathan,Ward,RB,23.0,72,202.0,1997-09-30,6,Central Michigan,NYG,ACT,exact_name_position,1.0
00-0035934,T.Jackson,Trishton Jackson,WR,WR,9a2cd41e-a6e8-42d6-aad4-65c42939d733,Trishton Jackson,,Trishton,Jackson,WR,86.0,73,200.0,1998-03-09,3,Syracuse,ARI,ACT,exact_name_position,1.0
00-0035956,G.Ricci,Giovanni Ricci,TE,TE,689de342-1d99-4a4d-976d-f6573ef3a8c2,Giovanni Ricci,,Giovanni,Ricci,TE,49.0,75,240.0,1996-10-16,3,Western Michigan,MIN,ACT,exact_name_position,1.0
00-0035973,P.Taylor,Patrick Taylor,RB,RB,ef87e355-8e0c-40ed-a85d-bca4896d4f1e,Patrick Taylor Jr.,,Patrick,Taylor,RB,32.0,74,217.0,1998-04-29,5,Memphis,SF,ACT,fuzzy_name_position,1.0
00-0035993,T.Huntley,Tyler Huntley,QB,QB,7c226f73-a59f-4db6-ad98-2766d05d4d5a,Tyler Huntley,,Tyler,Huntley,QB,7.0,73,205.0,1998-02-03,5,Utah,CLE,ACT,exact_name_position,1.0
00-0036011,B.Price,Bobby Price,FS,DB,b80be347-fd65-4a40-bdad-e11c75bded39,Bobby Price,,Bobby,Price,CB,37.0,76,205.0,1998-04-25,5,Norfolk State,WAS,ACT,fuzzy_name_position,1.0
00-0036020,S.Ahmed,Salvon Ahmed,RB,RB,0dbbd211-0372-4751-9751-e4df4ab1f8eb,Salvon Ahmed,,Salvon,Ahmed,RB,36.0,71,197.0,1998-12-30,5,Washington,IND,ACT,exact_name_position,1.0
00-0036032,S.McKeon,Sean McKeon,TE,TE,0f369885-8ecd-4ca0-a3dc-df8530a0db6e,Sean McKeon,,Sean,McKeon,TE,49.0,77,255.0,1997-12-28,5,Michigan,IND,ACT,exact_name_position,1.0
00-0036036,T.Steele,Terence Steele,T,OL,9b1a3246-4f3b-47f7-9bf8-a33d6e454723,Terence Steele,,Terence,Steele,T,78.0,78,310.0,1997-06-04,6,Texas Tech,DAL,ACT,exact_name_position,1.0
00-0036037,S.Franklin,Sam Franklin,SS,DB,3b1bb0da-607a-4502-8855-8ab5095334da,Sam Franklin Jr.,,Sam,Franklin,SAF,42.0,75,210.0,1996-02-02,6,Temple,DEN,ACT,fuzzy_name_position,1.0
00-0036040,J.Johnson,Juwan Johnson,TE,TE,0226b03b-f91d-4223-9813-9fcd2e9c3acc,Juwan Johnson,,Juwan,Johnson,TE,83.0,76,231.0,1996-09-13,6,Oregon,NO,ACT,exact_name_position,1.0
00-0036059,T.Mabry,Tyler Mabry,TE,TE,bad1a0c1-7ea2-4898-b5d9-ad1aec45c8b1,Tyler Mabry,,Tyler,Mabry,TE,43.0,75,247.0,1996-11-21,2,Maryland,CAR,ACT,exact_name_position,1.0
00-0036096,J.Taylor,J.J. Taylor,RB,RB,879325b1-c961-4c9a-a3a4-679d77a28293,J.J. Taylor,,J.J.,Taylor,RB,26.0,66,185.0,1998-01-04,3,Arizona,HOU,ACT,exact_name_position,1.0
00-0036124,K.Dorsey,Khalil Dorsey,CB,DB,e8b1322a-6162-4535-b6af-4ca60ce8b09c,Khalil Dorsey,,Khalil,Dorsey,CB,30.0,68,188.0,1998-03-31,5,Northern Arizona,DET,PUP,exact_name_position,1.0
00-0036132,B.Bredeson,Ben Bredeson,G,OL,ab3ce81f-6625-45d3-aa6d-79f95ae4f503,Ben Bredeson,,Ben,Bredeson,G,68.0,77,315.0,1998-02-20,6,Michigan,TB,ACT,exact_name_position,1.0
00-0036139,R.Dowdle,Rico Dowdle,RB,RB,bba755a2-63b6-4ac1-b806-0609816135de,Rico Dowdle,,Rico,Dowdle,RB,5.0,71,215.0,1998-06-14,6,South Carolina,CAR,ACT,exact_name_position,1.0
00-0036145,L.Cager,Lawrence Cager,TE,TE,2f2181f8-cb0a-42e4-9468-17f5f5a219cc,Lawrence Cager,,Lawrence,Cager,TE,89.0,77,220.0,1997-08-20,4,Georgia,WAS,ACT,exact_name_position,1.0
00-0036158,J.Dobbins,J.K. Dobbins,RB,RB,a57b9914-4315-4295-98b4-9b348c52d6a1,J.K. Dobbins,,J.K.,Dobbins,RB,27.0,70,212.0,1998-12-17,6,Ohio State,DEN,ACT,exact_name_position,1.0
00-0036165,I.Hodgins,Isaiah Hodgins,WR,WR,1d1c217b-6407-40d7-aebb-ba95fa05d127,Isaiah Hodgins,,Isaiah,Hodgins,WR,18.0,75,200.0,1998-10-21,4,Oregon State,SF,ACT,exact_name_position,1.0
00-0036171,A.Brewer,Aaron Brewer,G,OL,2a41d03d-aec1-4821-a241-6fbe1878d3fd,Aaron Brewer,,Aaron,Brewer,OL,55.0,73,295.0,1997-10-28,6,Texas State,MIA,ACT,name_position_group,0.95
00-0036176,M.Kinsey,Mason Kinsey,WR,WR,4d14a6cd-273f-4cf4-aac0-7fe041b6c650,Mason Kinsey,,Mason,Kinsey,WR,12.0,71,200.0,1998-08-29,3,Berry College,TEN,ACT,exact_name_position,1.0
00-0036182,N.Westbrook-Ikhine,Nick Westbrook-Ikhine,WR,WR,5e63e674-adf3-4f4e-929e-4a0ff2cfb1df,Nick Westbrook-Ikhine,,Nick,Westbrook-Ikhine,WR,18.0,74,211.0,1997-03-21,6,Indiana,MIA,ACT,exact_name_position,1.0
00-0036183,K.Wilkerson,Kristian Wilkerson,WR,WR,b9a6720d-9c6f-46f2-bcee-b80550026437,Kristian Wilkerson,,Kristian,Wilkerson,WR,82.0,73,214.0,1997-01-10,3,Southeast Missouri State,BUF,ACT,exact_name_position,1.0
00-0036187,R.Gilliam,Reggie Gilliam,FB,RB,4475bb8a-b5a6-4527-bfc7-8e7e03900984,Reggie Gilliam,,Reggie,Gilliam,FB,41.0,72,244.0,1997-08-20,6,Toledo,BUF,ACT,exact_name_position,1.0
00-0036212,T.Tagovailoa,Tua Tagovailoa,QB,QB,26ad9c27-de38-495e-913c-6fb2428e76d3,Tua Tagovailoa,,Tua,Tagovailoa,QB,1.0,73,225.0,1998-03-02,6,Alabama,MIA,ACT,exact_name_position,1.0
00-0036215,D.Pinter,Danny Pinter,C,OL,22febe45-170a-4f01-b144-3b35b44c7da4,Danny Pinter,,Danny,Pinter,C,63.0,76,301.0,1996-06-19,6,Ball State,IND,ACT,exact_name_position,1.0
00-0036222,I.Rodgers,Isaiah Rodgers,CB,DB,72100db3-2daa-4c17-aaa8-6c2c52bea5f3,Isaiah Rodgers,,Isaiah,Rodgers,CB,2.0,70,176.0,1998-01-07,5,UMass,MIN,ACT,exact_name_position,1.0
00-0036223,J.Taylor,Jonathan Taylor,RB,RB,925195a4-06ba-4e37-ae7d-a3d6a5419139,Jonathan Taylor,,Jonathan,Taylor,RB,28.0,70,226.0,1999-01-19,6,Wisconsin,IND,ACT,exact_name_position,1.0
00-0036225,D.Keene,Dalton Keene,TE,TE,4da5e05d-fc5c-4e87-aa38-d9cde42dd476,Dalton Keene,,Dalton,Keene,TE,49.0,76,251.0,1999-04-14,2,Virginia Tech,HOU,ACT,exact_name_position,1.0
00-0036232,H.Bryant,Harrison Bryant,TE,TE,f58a5899-8b78-46e8-a29a-ba6273b7d872,Harrison Bryant,,Harrison,Bryant,TE,85.0,77,243.0,1998-04-23,6,Florida Atlantic,PHI,ACT,exact_name_position,1.0
00-0036233,D.Peoples-Jones,Donovan Peoples-Jones,WR,WR,924edb03-29a9-42ae-92dd-ef7e8a498095,Donovan Peoples-Jones,,Donovan,Peoples-Jones,WR,14.0,74,204.0,1999-02-19,5,Michigan,NO,ACT,exact_name_position,1.0
00-0036244,C.Parkinson,Colby Parkinson,TE,TE,1ea7affb-e5e7-491a-aaa3-55e200b2eb48,Colby Parkinson,,Colby,Parkinson,TE,84.0,79,265.0,1999-01-08,6,Stanford,LA,ACT,exact_name_position,1.0
00-0036252,M.Pittman,Michael Pittman,WR,WR,1aefd5e2-1f85-471a-91a5-4aad4cf6fe6d,Michael Pittman Jr.,,Michael,Pittman,WR,11.0,76,223.0,1997-10-05,6,USC,IND,ACT,fuzzy_name_position,1.0
00-0036254,C.Johnson,Collin Johnson,WR,WR,214ae0bc-d6ed-4216-a154-f253c85bb90b,Collin Johnson,,Collin,Johnson,WR,17.0,77,220.0,1997-09-23,5,Texas,LV,ACT,exact_name_position,1.0
00-0036259,J.Jennings,Jauan Jennings,WR,WR,3ae9f0fa-c711-4663-80cf-4707856c07aa,Jauan Jennings,,Jauan,Jennings,WR,15.0,75,212.0,1997-07-10,5,Tennessee,SF,ACT,exact_name_position,1.0
00-0036261,B.Aiyuk,Brandon Aiyuk,WR,WR,c90471cc-fa60-4416-9388-5aebb5d877eb,Brandon Aiyuk,,Brandon,Aiyuk,WR,11.0,72,200.0,1998-03-17,6,Arizona State,SF,PUP,exact_name_position,1.0
00-0036264,J.Love,Jordan Love,QB,QB,e5094779-e94f-4052-8597-bdbee3719f6b,Jordan Love,,Jordan,Love,QB,10.0,76,219.0,1998-11-02,6,Utah State,GB,ACT,exact_name_position,1.0
00-0036265,A.Dillon,A.J. Dillon,RB,RB,e10bfeb8-ea01-47bc-bfa8-45f6dcbf71b3,A.J. Dillon,,A.J.,Dillon,RB,29.0,72,247.0,1998-05-02,6,Boston College,PHI,ACT,exact_name_position,1.0
00-0036268,L.Shenault,Laviska Shenault Jr.,WR,WR,131d3b1a-5746-499e-98ee-4bbf67cd377e,Laviska Shenault Jr.,,Laviska,Shenault,WR,15.0,73,227.0,1998-10-05,6,Colorado,BUF,ACT,exact_name_position,1.0
