player_id,player_name,player_display_name,position_x,position_group,headshot_url,recent_team,season,week,season_type,opponent_team,completions,attempts,passing_yards,passing_tds,interceptions,sacks,sack_yards,sack_fumbles,sack_fumbles_lost,passing_air_yards,passing_yards_after_catch,passing_first_downs,passing_epa,passing_2pt_conversions,pacr,dakota,carries,rushing_yards,rushing_tds,rushing_fumbles,rushing_fumbles_lost,rushing_first_downs,rushing_epa,rushing_2pt_conversions,receptions,targets,receiving_yards,receiving_tds,receiving_fumbles,receiving_fumbles_lost,receiving_air_yards,receiving_yards_after_catch,receiving_first_downs,receiving_epa,receiving_2pt_conversions,racr,target_share,air_yards_share,wopr,special_teams_tds,fantasy_points,fantasy_points_ppr,gsis_id,position_y,game_id,offensive_snaps,defensive_snaps,special_teams_snaps,total_snaps,offensive_snap_pct,defensive_snap_pct,special_teams_snap_pct,gsis_id_depth_chart,position,depth_team,fanduel_fantasy_points,seasons_played,last_season,total_games
00-0019596,T.Brady,Tom Brady,QB,QB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/q7dpdlxyu5rs05rgh1le",NE,2018,1,REG,HOU,26,39,277.0,3,1.0,2.0,10.0,0,0,320.0,93.0,16.0,8.182894,0,0.865625,0.1503198,1,2.0,0,0.0,0.0,1.0,1.8376273,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0,,,,,0.0,21.28,21.28,00-0019596,QB,2018_01_HOU_NE,76.0,0.0,0.0,76.0,100.0,0.0,0.0,00-0019596,QB,1.0,22.28,5,2022,97
00-0020531,D.Brees,Drew Brees,QB,QB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/i20xlpzdmn7xubotijjd",NO,2018,1,REG,TB,37,45,439.0,3,0.0,1.0,7.0,0,0,348.0,167.0,19.0,22.273556,1,1.2614943,0.2854841,0,0.0,0,0.0,0.0,0.0,,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0,,,,,0.0,31.56,31.56,00-0020531,QB,2018_01_TB_NO,66.0,0.0,0.0,66.0,100.0,0.0,0.0,00-0020531,QB,1.0,32.56,3,2020,45
00-0021206,J.McCown,Josh McCown,QB,QB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/qcauc37wqjdaxdbq1evu",NYJ,2018,10,REG,BUF,17,34,135.0,0,2.0,3.0,19.0,0,0,185.0,106.0,7.0,-21.17874,0,0.7297297,-0.07052256,1,4.0,0,0.0,0.0,0.0,-0.14259873,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0,,,,,0.0,1.8,1.8,00-0021206,QB,2018_10_BUF_NYJ,57.0,0.0,0.0,57.0,100.0,0.0,0.0,00-0021206,QB,2.0,3.8,2,2019,8
00-0021547,A.Gates,Antonio Gates,TE,TE,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/kndulvysinvn4tpvt0bc",LAC,2018,1,REG,KC,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,,0,,,0,0.0,0,0.0,0.0,0.0,,0,2,3,16.0,0,0.0,0.0,27.0,5.0,1.0,0.90538645,1,0.5925926,0.06,0.055900622,0.12913044,0.0,3.6,5.6,00-0021547,TE,2018_01_KC_LAC,34.0,0.0,0.0,34.0,40.963855421686745,0.0,0.0,00-0021547,TE,2.0,2.6,1,2018,18
00-0022127,J.Witten,Jason Witten,TE,TE,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/r7uafhtwuexuaty0nhsc",DAL,2019,1,REG,NYG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,,0,,,0,0.0,0,0.0,0.0,0.0,,0,3,4,15.0,1,0.0,0.0,3.0,16.0,1.0,0.06046539,0,5.0,0.125,0.009966778,0.19447674,0.0,7.5,10.5,00-0022127,TE,2019_01_NYG_DAL,43.0,0.0,6.0,49.0,65.15151515151516,0.0,23.07692307692308,00-0022127,TE,1.0,9.0,2,2020,26
00-0022787,M.Schaub,Matt Schaub,QB,QB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/mj2kh2nddxnw04ludcx0",ATL,2018,2,REG,CAR,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,,0,,,1,0.0,0,1.0,0.0,0.0,-1.4048574,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0,,,,,0.0,0.0,0.0,00-0022787,QB,2018_02_CAR_ATL,1.0,0.0,0.0,1.0,1.5873015873015872,0.0,0.0,00-0022787,QB,2.0,-2.0,3,2020,9
00-0022803,E.Manning,Eli Manning,QB,QB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/w51tf8uedjftbr4qpaex",NYG,2018,1,REG,JAX,23,37,224.0,0,1.0,2.0,14.0,0,0,249.0,86.0,8.0,-11.798196,0,0.8995984,-0.0006408732,1,2.0,0,0.0,0.0,0.0,-0.40816638,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0,,,,,0.0,7.16,7.16,00-0022803,QB,2018_01_JAX_NYG,71.0,0.0,0.0,71.0,98.61111111111111,0.0,0.0,00-0022803,QB,1.0,8.16,2,2019,20
00-0022824,A.Lee,Andy Lee,P,SPEC,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/bfozbs2h9jueavslvw3z",ARI,2019,10,REG,TB,1,1,26.0,0,0.0,0.0,-0.0,0,0,26.0,0.0,1.0,4.2406874,0,1.0,,0,0.0,0,0.0,0.0,0.0,,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0,,,,,0.0,1.04,1.04,00-0022824,P,2019_10_ARI_TB,1.0,0.0,8.0,9.0,1.4285714285714286,0.0,26.666666666666668,00-0022824,P,1.0,1.04,4,2022,8
00-0022921,L.Fitzgerald,Larry Fitzgerald,WR,WR,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ycgjjaad5un42gy4pnga",ARI,2018,1,REG,WAS,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,,0,,,0,0.0,0,0.0,0.0,0.0,,0,7,10,76.0,0,0.0,0.0,90.0,21.0,3.0,2.1039133,0,0.84444445,0.29411766,0.43269232,0.7440611,0.0,7.6,14.6,00-0022921,WR,2018_01_WAS_ARI,52.0,0.0,0.0,52.0,98.1132075471698,0.0,0.0,00-0022921,WR,1.0,11.1,3,2020,45
00-0022924,B.Roethlisberger,Ben Roethlisberger,QB,QB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/vziogpnyp9d0xtpiuqhr",PIT,2018,1,REG,CLE,23,41,335.0,1,3.0,4.0,22.0,2,2,382.0,213.0,17.0,-6.6874714,0,0.8769634,-0.021597028,3,16.0,0,0.0,0.0,2.0,3.0177445,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0,,,,,0.0,9.0,9.0,00-0022924,QB,2018_01_PIT_CLE,84.0,0.0,0.0,84.0,100.0,0.0,0.0,00-0022924,QB,1.0,15.0,4,2021,53
00-0022942,P.Rivers,Philip Rivers,QB,QB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/voakyrtj34sghkwxaxxf",LAC,2018,1,REG,KC,34,51,424.0,3,1.0,1.0,6.0,0,0,483.0,249.0,23.0,16.011957,1,0.8778468,0.17469384,0,0.0,0,0.0,0.0,0.0,,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0,,,,,0.0,28.96,28.96,00-0022942,QB,2018_01_KC_LAC,83.0,0.0,0.0,83.0,100.0,0.0,0.0,00-0022942,QB,1.0,30.96,3,2020,53
00-0022943,B.Watson,Benjamin Watson,TE,TE,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/dorymozpdnrllkqlfzpu",NO,2018,1,REG,TB,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,,0,,,0,0.0,0,0.0,0.0,0.0,,0,4,4,44.0,0,0.0,0.0,41.0,3.0,4.0,5.120501,0,1.0731708,0.09090909,0.1202346,0.22052786,0.0,4.4,8.4,00-0022943,TE,2018_01_TB_NO,52.0,0.0,4.0,56.0,78.78787878787878,0.0,12.12121212121212,00-0022943,TE,1.0,6.4,2,2019,25
00-0023436,A.Smith,Alex Smith,QB,QB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/dpa5d1a8jj6jdymocjkx",WAS,2018,1,REG,ARI,21,30,255.0,2,0.0,3.0,8.0,1,0,101.0,180.0,13.0,13.331767,0,2.5247524,0.1821727,8,14.0,0,1.0,0.0,2.0,-0.56603,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0,,,,,0.0,19.6,19.6,00-0023436,QB,2018_01_WAS_ARI,81.0,0.0,0.0,81.0,98.78048780487804,0.0,0.0,00-0023436,QB,1.0,15.6,2,2020,18
00-0023534,D.Colquitt,Dustin Colquitt,P,SPEC,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/v1aymd6o0vpg73ytxzhu",KC,2019,10,REG,TEN,0,1,0.0,0,0.0,0.0,-0.0,0,0,4.0,0.0,0.0,-2.3052912,0,0.0,,0,0.0,0,0.0,0.0,0.0,,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0,,,,,0.0,0.0,0.0,00-0023534,P,2019_10_KC_TEN,1.0,0.0,9.0,10.0,1.2048192771084338,0.0,29.03225806451613,00-0023534,P,1.0,0.0,1,2019,3
00-0023564,D.Sproles,Darren Sproles,RB,RB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/gvj5ng27blmwuz170aeo",PHI,2018,1,REG,ATL,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,,0,,,5,10.0,0,0.0,0.0,1.0,-0.41270083,0,4,7,22.0,0,0.0,0.0,-3.0,22.0,1.0,-0.5681926,0,-7.3333335,0.2,-0.010526316,0.29263157,0.0,3.2,7.2,00-0023564,RB,2018_01_ATL_PHI,28.0,1.0,6.0,35.0,37.333333333333336,1.3888888888888888,24.0,00-0023564,RB,1.0,5.2,2,2019,30
00-0023645,D.Anderson,Derek Anderson,QB,QB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/w191gsxivnqgdwgydka6",BUF,2018,7,REG,IND,20,31,175.0,0,3.0,2.0,7.0,1,1,208.0,51.0,9.0,-22.780098,0,0.84134614,0.008217049,0,0.0,0,0.0,0.0,0.0,,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0,,,,,0.0,-1.0,-1.0,00-0023645,QB,2018_07_BUF_IND,57.0,0.0,0.0,57.0,100.0,0.0,0.0,00-0023645,QB,3.0,2.0,1,2018,2
00-0023662,M.Cassel,Matt Cassel,QB,QB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/n1ucqggyu5hlsqzuv5gj",DET,2018,1,REG,NYJ,2,6,14.0,0,1.0,0.0,-0.0,0,0,49.0,4.0,0.0,-8.034381,0,0.2857143,-0.14438929,1,-1.0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0,,,,,0.0,-1.54,-1.54,00-0023662,QB,2018_01_NYJ_DET,7.0,0.0,0.0,7.0,9.859154929577464,0.0,0.0,00-0023662,QB,2.0,-0.5399999999999999,1,2018,2
00-0023682,R.Fitzpatrick,Ryan Fitzpatrick,QB,QB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/pkhhxwplsawnhln9rsun",TB,2018,1,REG,NO,21,28,417.0,4,0.0,0.0,-0.0,0,0,341.0,130.0,17.0,29.170437,0,1.2228739,0.38468844,12,36.0,1,0.0,0.0,3.0,1.3263024,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0,,,,,0.0,42.28,42.28,00-0023682,QB,2018_01_TB_NO,63.0,0.0,0.0,63.0,100.0,0.0,0.0,00-0023682,QB,2.0,45.28,4,2021,33
00-0023853,M.Prater,Matt Prater,K,SPEC,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/fqsjhn7vjb6lzhzctyiq",DET,2018,17,REG,GB,1,1,8.0,1,0.0,0.0,-0.0,0,0,8.0,0.0,1.0,4.0709276,0,1.0,,0,0.0,0,0.0,0.0,0.0,,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0,,,,,0.0,4.32,4.32,00-0023853,K,2018_17_DET_GB,1.0,0.0,5.0,6.0,1.36986301369863,0.0,21.73913043478261,00-0023853,K,1.0,4.32,1,2018,2
00-0024221,V.Davis,Vernon Davis,TE,TE,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/so5ywayfeeu4zeijln5m",WAS,2018,1,REG,ARI,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,,0,,,0,0.0,0,0.0,0.0,0.0,,0,1,1,9.0,0,0.0,0.0,6.0,3.0,1.0,1.2715472,0,1.5,0.03448276,0.05882353,0.09290061,0.0,0.9,1.9,00-0024221,TE,2018_01_WAS_ARI,49.0,0.0,0.0,49.0,59.7560975609756,0.0,0.0,00-0024221,TE,2.0,1.4,2,2019,17
00-0024243,M.Lewis,Marcedes Lewis,TE,TE,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ppq07tipygpftz5csipx",GB,2018,2,REG,MIN,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,,0,,,0,0.0,0,0.0,0.0,0.0,,0,0,1,0.0,0,0.0,0.0,-3.0,0.0,0.0,-0.7370348,0,0.0,0.024390243,-0.01,0.029585365,0.0,0.0,0.0,00-0024243,TE,2018_02_MIN_GB,14.0,0.0,8.0,22.0,17.72151898734177,0.0,21.62162162162162,00-0024243,TE,2.0,0.0,7,2024,54
00-0024334,B.Marshall,Brandon Marshall,WR,WR,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/jhziqh0scfksvxen6f3s",SEA,2018,1,REG,DEN,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,,0,,,0,0.0,0,0.0,0.0,0.0,,0,3,6,46.0,1,0.0,0.0,83.0,1.0,3.0,2.754787,0,0.55421686,0.18181819,0.2462908,0.44513083,0.0,10.6,13.6,00-0024334,WR,2018_01_SEA_DEN,38.0,0.0,0.0,38.0,63.33333333333333,0.0,0.0,00-0024334,WR,2.0,12.1,1,2018,6
00-0024348,K.Williams,Kyle Williams,DT,DL,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/az6qa28sbmxfklqs9waz",BUF,2018,17,REG,MIA,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,,0,,,0,0.0,0,0.0,0.0,0.0,,0,1,1,9.0,0,0.0,0.0,-1.0,10.0,0.0,0.55653274,0,0.0,0.041666668,-0.0074626864,0.05727612,0.0,0.9,1.9,00-0024348,DT,2018_17_MIA_BUF,2.0,36.0,4.0,42.0,3.278688524590164,58.06451612903226,13.79310344827586,00-0024348,DT,1.0,1.4,1,2018,1
00-0024389,De.Walker,Delanie Walker,TE,TE,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/diknegkpqy0qnri7877z",TEN,2018,1,REG,MIA,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,,0,,,0,0.0,0,0.0,0.0,0.0,,0,4,7,52.0,0,0.0,0.0,46.0,20.0,4.0,-4.934593,0,1.1304348,0.18421052,0.17760618,0.4006401,0.0,5.2,9.2,00-0024389,TE,2018_01_TEN_MIA,40.0,0.0,0.0,40.0,56.33802816901409,0.0,0.0,00-0024389,TE,1.0,7.2,2,2019,7
00-0024417,S.Koch,Sam Koch,P,SPEC,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/dw34lcf6qit1i1knjhpv",BAL,2018,13,REG,ATL,1,1,21.0,0,0.0,0.0,-0.0,0,0,19.0,2.0,1.0,4.4907236,0,1.1052631,,0,0.0,0,0.0,0.0,0.0,,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0,,,,,0.0,0.84,0.84,00-0024417,P,2018_13_BAL_ATL,1.0,0.0,9.0,10.0,1.2345679012345678,0.0,33.33333333333333,00-0024417,P,1.0,0.84,4,2021,8
00-0025394,A.Peterson,Adrian Peterson,RB,RB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ug2ua3skqc9f6vkbowxc",WAS,2018,1,REG,ARI,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,,0,,,26,96.0,1,0.0,0.0,4.0,0.71759653,0,2,3,70.0,0,1.0,1.0,2.0,70.0,1.0,-0.6749397,0,35.0,0.10344828,0.019607844,0.1688979,0.0,20.6,22.6,00-0025394,RB,2018_01_WAS_ARI,43.0,0.0,0.0,43.0,52.4390243902439,0.0,0.0,00-0025394,RB,1.0,21.6,4,2021,51
00-0025396,T.Ginn,Ted Ginn,WR,WR,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/o4m4txrv9l7odyebnea4",NO,2018,1,REG,TB,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,,0,,,1,5.0,0,0.0,0.0,0.0,0.036217786,0,5,6,68.0,1,0.0,0.0,72.0,4.0,3.0,3.8769867,1,0.9444444,0.13636364,0.2111437,0.35234603,0.0,15.3,20.3,00-0025396,WR,2018_01_TB_NO,52.0,0.0,0.0,52.0,78.78787878787878,0.0,0.0,00-0025396,WR,1.0,15.8,3,2020,67
00-0025399,M.Lynch,Marshawn Lynch,RB,RB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ddhpebfqtr9yxsnbx9ht",LV,2018,1,REG,LA,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,,0,,,11,41.0,1,0.0,0.0,4.0,0.8804875,0,2,2,8.0,0,0.0,0.0,-2.0,10.0,0.0,-0.26274255,0,-4.0,0.05263158,-0.010204081,0.07180451,0.0,10.9,12.9,00-0025399,RB,2018_01_LA_OAK,27.0,0.0,0.0,27.0,36.0,0.0,0.0,00-0025399,RB,1.0,11.900000000000002,2,2019,10
00-0025415,J.Staley,Joe Staley,T,OL,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/vzmoz5duiuoocv4qnyhl",SF,2018,14,REG,DEN,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,,0,,,0,0.0,0,0.0,0.0,0.0,,0,1,1,-5.0,0,0.0,0.0,-10.0,5.0,0.0,-1.0486284,0,0.0,0.03125,-0.0456621,0.01491153,0.0,-0.5,0.5,00-0025415,OT,2018_14_DEN_SF,74.0,0.0,4.0,78.0,100.0,0.0,16.0,00-0025415,T,1.0,0.0,1,2018,1
00-0025418,G.Olsen,Greg Olsen,TE,TE,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/jevf1bubmrv2vvmiwq3r",CAR,2018,1,REG,DAL,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,,0,,,0,0.0,0,0.0,0.0,0.0,,0,2,2,33.0,0,0.0,0.0,25.0,8.0,1.0,3.1237285,0,1.32,0.08,0.16129032,0.23290323,0.0,3.3,5.3,00-0025418,TE,2018_01_DAL_CAR,16.0,0.0,0.0,16.0,23.52941176470588,0.0,0.0,00-0025418,TE,1.0,4.300000000000001,3,2020,34
00-0025580,M.Crosby,Mason Crosby,K,SPEC,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/usbwgcjsdcugjafgjzvt",GB,2018,3,REG,WAS,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,,0,,,0,0.0,0,0.0,0.0,0.0,,0,0,1,0.0,0,0.0,0.0,-2.0,0.0,0.0,-0.6521801,0,0.0,0.022222223,-0.006134969,0.029038854,0.0,0.0,0.0,00-0025580,K,2018_03_GB_WAS,1.0,0.0,7.0,8.0,1.639344262295082,0.0,25.0,00-0025580,K,1.0,0.0,1,2018,1
00-0025708,M.Moore,Matt Moore,QB,QB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/h04zarfikqlgerdftbgp",KC,2019,1,REG,JAX,0,1,0.0,0,0.0,0.0,-0.0,0,0,-4.0,0.0,0.0,-0.30290502,0,0.0,,1,-1.0,0,0.0,0.0,0.0,-3.3719916,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0,,,,,0.0,-0.1,-0.1,00-0025708,QB,2019_01_KC_JAX,8.0,0.0,0.0,8.0,11.940298507462686,0.0,0.0,00-0025708,QB,2.0,-0.1,1,2019,6
00-0025825,B.Kern,Brett Kern,P,SPEC,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/dbph1kuozunx3aorpeiw",TEN,2019,7,REG,LAC,1,1,11.0,0,0.0,0.0,-0.0,0,0,3.0,8.0,1.0,3.6674285,0,3.6666667,,0,0.0,0,0.0,0.0,0.0,,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0,,,,,0.0,0.44,0.44,00-0025825,P,2019_07_LAC_TEN,1.0,0.0,6.0,7.0,1.5625,0.0,27.27272727272727,00-0025825,P,2.0,0.44,2,2020,16
00-0025944,S.Hauschka,Stephen Hauschka,K,SPEC,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/dx2dsdejdbqrjltnkstm",BUF,2018,5,REG,TEN,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,,0,,,0,0.0,0,0.0,0.0,0.0,,0,0,1,0.0,0,0.0,0.0,-8.0,0.0,0.0,-2.9638326,0,0.0,0.05,-0.052287582,0.038398694,0.0,0.0,0.0,00-0025944,K,2018_05_TEN_BUF,1.0,0.0,6.0,7.0,1.818181818181818,0.0,30.0,00-0025944,K,1.0,0.0,1,2018,1
00-0026035,D.Amendola,Danny Amendola,WR,WR,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/etz06w7s0ardf49mnayz",MIA,2018,1,REG,TEN,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,,0,,,0,0.0,0,0.0,0.0,0.0,,0,4,6,26.0,0,0.0,0.0,50.0,12.0,0.0,-2.579119,0,0.52,0.21428572,0.17182131,0.4417035,0.0,2.6,6.6,00-0026035,WR,2018_01_TEN_MIA,46.0,0.0,4.0,50.0,74.19354838709677,0.0,14.285714285714285,00-0026035,WR,2.0,4.6,4,2021,85
00-0026143,M.Ryan,Matt Ryan,QB,QB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/s6zam4ekrrnonsck6vak",ATL,2018,1,REG,PHI,21,43,251.0,0,1.0,4.0,26.0,1,0,380.0,92.0,9.0,-11.715434,0,0.66052634,-0.011458652,2,8.0,0,0.0,0.0,1.0,0.938789,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0,,,,,0.0,8.84,8.84,00-0026143,QB,2018_01_ATL_PHI,71.0,0.0,0.0,71.0,98.61111111111111,0.0,0.0,00-0026143,QB,1.0,7.840000000000002,5,2022,76
00-0026153,J.Stewart,Jonathan Stewart,RB,RB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/dzvxfj3xrgnzc3jbag2n",NYG,2018,1,REG,JAX,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,,0,,,2,8.0,0,0.0,0.0,0.0,-0.23081073,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0,,,,,0.0,0.8,0.8,00-0026153,RB,2018_01_JAX_NYG,10.0,0.0,0.0,10.0,13.88888888888889,0.0,0.0,00-0026153,RB,3.0,0.8,1,2018,3
00-0026176,J.Nelson,Jordy Nelson,WR,WR,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/bde2n4ozsakatgs4yyp2",LV,2018,1,REG,LA,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,,0,,,0,0.0,0,0.0,0.0,0.0,,0,3,4,23.0,0,0.0,0.0,23.0,8.0,1.0,-4.588249,0,1.0,0.10526316,0.11734694,0.24003759,0.0,2.3,5.3,00-0026176,WR,2018_01_LA_OAK,72.0,0.0,0.0,72.0,96.0,0.0,0.0,00-0026176,WR,1.0,3.8,1,2018,15
00-0026189,D.Jackson,DeSean Jackson,WR,WR,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/pr5m864fqvnoozihylrh",TB,2018,1,REG,NO,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,,0,,,0,0.0,0,0.0,0.0,0.0,,0,5,5,146.0,2,0.0,0.0,117.0,29.0,4.0,12.442179,0,1.2478633,0.17857143,0.3431085,0.5080331,0.0,26.6,31.6,00-0026189,WR,2018_01_TB_NO,20.0,0.0,1.0,21.0,31.746031746031743,0.0,3.0303030303030303,00-0026189,WR,1.0,32.1,5,2022,63
00-0026197,C.Henne,Chad Henne,QB,QB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ornr9pcnzveqlntqc7jx",KC,2018,17,REG,LV,2,3,29.0,0,0.0,0.0,-0.0,0,0,18.0,15.0,2.0,0.37695605,0,1.6111112,,1,3.0,0,0.0,0.0,0.0,-0.3308531,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0,,,,,0.0,1.46,1.46,00-0026197,QB,2018_17_OAK_KC,13.0,0.0,0.0,13.0,24.074074074074076,0.0,0.0,00-0026197,QB,2.0,1.46,4,2022,12
00-0026213,J.Charles,Jamaal Charles,RB,RB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/mdrlzgankwwjldxllgcx",JAX,2018,6,REG,DAL,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,,0,,,5,5.0,0,0.0,0.0,0.0,-2.8702443,0,1,2,5.0,0,0.0,0.0,2.0,5.0,0.0,-0.237537,0,2.5,0.07692308,0.009049774,0.12171946,0.0,1.0,2.0,00-0026213,RB,2018_06_JAX_DAL,17.0,0.0,0.0,17.0,35.41666666666667,0.0,0.0,,,,1.5,1,2018,2
00-0026293,M.Slater,Matt Slater,WR,WR,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/cs1ojdzhxjuanbw6vflv",NE,2019,4,REG,NE,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,,0,,,0,0.0,0,0.0,0.0,0.0,,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0,,,,,1.0,6.0,6.0,00-0026293,WR,2019_04_NE_BUF,0.0,0.0,22.0,22.0,0.0,0.0,78.57142857142857,00-0026293,WR,3.0,0.0,1,2019,2
00-0026345,P.Garcon,Pierre Garcon,WR,WR,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/xwjogot7xrfj9qwhsgtn",SF,2018,1,REG,MIN,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,,0,,,0,0.0,0,0.0,0.0,0.0,,0,2,6,21.0,0,0.0,0.0,52.0,0.0,2.0,-0.5071569,0,0.40384614,0.1875,0.15116279,0.38706395,0.0,2.1,4.1,00-0026345,WR,2018_01_SF_MIN,53.0,0.0,0.0,53.0,79.1044776119403,0.0,0.0,00-0026345,WR,1.0,3.1,1,2018,8
00-0026544,C.Daniel,Chase Daniel,QB,QB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/jt8fvgeyuhsbpo9m9t4x",CHI,2018,4,REG,TB,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,,0,,,2,-2.0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0,,,,,0.0,-0.2,-0.2,00-0026544,QB,2018_04_TB_CHI,2.0,0.0,0.0,2.0,3.1746031746031744,0.0,0.0,00-0026544,QB,2.0,-0.2,5,2022,15
