player_id,player_name,player_display_name,position_x,position_group,headshot_url,recent_team,season,week,season_type,opponent_team,completions,attempts,passing_yards,passing_tds,interceptions,sacks,sack_yards,sack_fumbles,sack_fumbles_lost,passing_air_yards,passing_yards_after_catch,passing_first_downs,passing_epa,passing_2pt_conversions,pacr,dakota,carries,rushing_yards,rushing_tds,rushing_fumbles,rushing_fumbles_lost,rushing_first_downs,rushing_epa,rushing_2pt_conversions,receptions,targets,receiving_yards,receiving_tds,receiving_fumbles,receiving_fumbles_lost,receiving_air_yards,receiving_yards_after_catch,receiving_first_downs,receiving_epa,receiving_2pt_conversions,racr,target_share,air_yards_share,wopr,special_teams_tds,fantasy_points,fantasy_points_ppr,gsis_id,position_y,game_id,offensive_snaps,defensive_snaps,special_teams_snaps,total_snaps,offensive_snap_pct,defensive_snap_pct,special_teams_snap_pct,gsis_id_depth_chart,position,depth_team,fanduel_fantasy_points,seasons_played,last_season,total_games
00-0030155,D.Harris,Demetrius Harris,TE,TE,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/nlajcnjlosuajmqswxvl",KC,2018,3,REG,SF,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,,0,,,0,0.0,0,0.0,0.0,0.0,,0,1,3,13.0,1,0.0,0.0,41.0,0.0,1.0,-0.0529801,0,0.31707317,0.078947365,0.106770836,0.19316064,0.0,7.3,8.3,00-0030155,TE,2018_03_SF_KC,24.0,0.0,24.0,48.0,34.78260869565217,0.0,85.71428571428571,00-0030155,TE,2.0,7.8,4,2021,35
00-0030170,R.Miles,Rontez Miles,FS,DB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ufb0jodghl5ntdimenbc",NYJ,2018,16,REG,GB,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,,0,,,1,4.0,0,0.0,0.0,1.0,1.8475453,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0,,,,,0.0,0.4,0.4,00-0030170,DB,2018_16_GB_NYJ,1.0,1.0,29.0,31.0,1.5625,1.0869565217391304,80.55555555555556,00-0030170,FS,2.0,0.4,1,2018,1
00-0030181,J.Doyle,Jack Doyle,TE,TE,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/h6abyvmg2g93llboizi6",IND,2018,1,REG,CIN,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,,0,,,0,0.0,0,0.0,0.0,0.0,,0,7,10,60.0,0,1.0,1.0,59.0,15.0,2.0,-11.68181,0,1.0169492,0.1923077,0.20774648,0.43388408,0.0,4.0,11.0,00-0030181,TE,2018_01_CIN_IND,77.0,0.0,7.0,84.0,93.90243902439023,0.0,24.13793103448276,00-0030181,TE,1.0,7.5,4,2021,51
00-0030196,J.Heath,Jeff Heath,SS,DB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/knimytdhoo3rqiacbgtm",DAL,2018,10,REG,PHI,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,,0,,,1,3.0,0,0.0,0.0,1.0,2.1513124,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0,,,,,0.0,0.3,0.3,00-0030196,S,2018_10_DAL_PHI,1.0,61.0,16.0,78.0,1.639344262295082,85.91549295774648,59.25925925925925,00-0030196,SS,1.0,0.3,2,2020,2
00-0030197,D.Lacey,Deon Lacey,ILB,LB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/iahxdsgmcg9b15fxznsh",MIA,2019,17,REG,NE,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,,0,,,0,0.0,0,0.0,0.0,0.0,,0,0,1,0.0,0,0.0,0.0,30.0,0.0,0.0,-2.8551006,0,0.0,0.022727273,0.07042254,0.08338668,0.0,0.0,0.0,00-0030197,LB,2019_17_MIA_NE,2.0,1.0,17.0,20.0,2.8169014084507045,1.6129032258064515,60.71428571428571,00-0030197,ILB,2.0,0.0,1,2019,1
00-0030216,J.Hill,Josh Hill,TE,TE,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/vdva7m1fxklv6gxbsg7q",NO,2018,1,REG,TB,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,,0,,,0,0.0,0,0.0,0.0,0.0,,0,1,1,15.0,0,0.0,0.0,-6.0,21.0,1.0,1.9251406,0,0.0,0.022727273,-0.017595308,0.021774193,0.0,1.5,2.5,00-0030216,TE,2018_01_TB_NO,25.0,0.0,4.0,29.0,37.87878787878788,0.0,12.12121212121212,00-0030216,TE,2.0,2.0,3,2020,37
00-0030288,R.Burkhead,Rex Burkhead,RB,RB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ysgdnkasvp07qmrkasve",NE,2018,1,REG,HOU,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,,0,,,18,64.0,0,1.0,0.0,2.0,-3.0649211,0,1,3,5.0,0,0.0,0.0,25.0,0.0,0.0,-1.3333626,0,0.2,0.07692308,0.078125,0.17007211,0.0,6.9,7.9,00-0030288,RB,2018_01_HOU_NE,38.0,0.0,11.0,49.0,50.0,0.0,34.375,00-0030288,RB,1.0,5.4,5,2022,65
00-0030300,J.Brown,Jaron Brown,WR,WR,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/y41u4egwigms9rg2p3ln",SEA,2018,1,REG,DEN,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,,0,,,0,0.0,0,0.0,0.0,0.0,,0,1,3,7.0,0,0.0,0.0,84.0,0.0,0.0,0.2628593,0,0.083333336,0.09090909,0.24925816,0.31084436,0.0,0.7,1.7,00-0030300,WR,2018_01_SEA_DEN,34.0,0.0,10.0,44.0,56.66666666666666,0.0,30.303030303030305,00-0030300,WR,2.0,1.2000000000000002,2,2019,18
00-0030404,C.Thompson,Chris Thompson,RB,RB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ypyldro2efcy5jcrytft",WAS,2018,1,REG,ARI,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,,0,,,5,65.0,0,0.0,0.0,4.0,3.887207,0,6,7,63.0,1,0.0,0.0,11.0,59.0,4.0,6.1840835,0,5.7272725,0.2413793,0.10784314,0.43755916,0.0,18.8,24.8,00-0030404,RB,2018_01_WAS_ARI,34.0,0.0,1.0,35.0,41.46341463414634,0.0,5.0,00-0030404,RB,2.0,21.8,3,2020,27
00-0030414,S.Ware,Spencer Ware,RB,RB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/qr04afpcu3fqpgxnws6t",KC,2018,1,REG,LAC,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,,0,,,3,32.0,0,0.0,0.0,2.0,0.24448052,0,1,1,8.0,0,0.0,0.0,4.0,4.0,0.0,0.36192662,0,2.0,0.04,0.011904762,0.068333335,0.0,4.0,5.0,00-0030414,RB,2018_01_KC_LAC,10.0,0.0,4.0,14.0,17.24137931034483,0.0,13.333333333333334,00-0030414,RB,2.0,4.5,2,2019,15
00-0030422,D.Sims,Dion Sims,TE,TE,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/gvok1agdl3xtz9nceqfr",CHI,2018,1,REG,GB,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,,0,,,0,0.0,0,0.0,0.0,0.0,,0,2,3,9.0,0,0.0,0.0,28.0,9.0,0.0,-2.0082562,0,0.32142857,0.09090909,0.13461539,0.23059441,0.0,0.9,2.9,00-0030422,TE,2018_01_CHI_GB,20.0,0.0,5.0,25.0,28.169014084507044,0.0,17.857142857142858,00-0030422,TE,2.0,1.9,1,2018,2
00-0030432,C.Michael,Christine Michael,RB,RB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/qlysbozgkexeoohnqrvz",IND,2018,1,REG,CIN,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,,0,,,2,9.0,0,0.0,0.0,0.0,-0.61647624,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0,,,,,0.0,0.9,0.9,00-0030432,RB,2018_01_CIN_IND,3.0,0.0,0.0,3.0,3.658536585365853,0.0,0.0,00-0030432,RB,3.0,0.9,1,2018,1
00-0030433,M.Gillislee,Mike Gillislee,RB,RB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/bz85uuhwz2daip0avjrg",NO,2018,1,REG,TB,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,,0,,,3,9.0,0,1.0,1.0,1.0,-8.807199,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0,,,,,0.0,-1.1,-1.1,00-0030433,RB,2018_01_TB_NO,7.0,0.0,16.0,23.0,10.606060606060606,0.0,48.48484848484848,00-0030433,RB,2.0,-1.1,1,2018,4
00-0030443,L.Toilolo,Levine Toilolo,TE,TE,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/w6qnlfw0cuxest48srd0",DET,2018,1,REG,NYJ,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,,0,,,0,0.0,0,0.0,0.0,0.0,,0,1,1,7.0,0,0.0,0.0,4.0,3.0,1.0,0.5419699,0,1.75,0.01923077,0.009925558,0.035794046,0.0,0.7,1.7,00-0030443,TE,2018_01_NYJ_DET,19.0,0.0,5.0,24.0,26.76056338028169,0.0,15.625,00-0030443,TE,3.0,1.2000000000000002,3,2020,18
00-0030456,G.Bernard,Giovani Bernard,RB,RB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/guht9y14gftgsugb87xz",CIN,2018,1,REG,IND,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,,0,,,1,-2.0,0,0.0,0.0,0.0,-0.852482,0,1,1,11.0,0,0.0,0.0,3.0,8.0,0.0,0.55411315,0,3.6666667,0.035714287,0.021582734,0.06867934,0.0,0.9,1.9,00-0030456,RB,2018_01_CIN_IND,12.0,0.0,3.0,15.0,21.052631578947366,0.0,10.344827586206897,00-0030456,RB,2.0,1.4,5,2022,59
00-0030465,K.Barner,Kenjon Barner,RB,RB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/n8hvbyw7vdlj7svjwqg4",NE,2018,4,REG,MIA,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,,0,,,3,11.0,0,0.0,0.0,1.0,-2.2087839,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0,,,,,0.0,1.1,1.1,00-0030465,RB,2018_04_MIA_NE,7.0,0.0,1.0,8.0,8.860759493670885,0.0,4.0,,,,1.1,4,2021,37
00-0030470,V.McDonald,Vance McDonald,TE,TE,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/apafzol1dcqu56cqotv9",PIT,2018,2,REG,KC,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,,0,,,0,0.0,0,0.0,0.0,0.0,,0,3,5,26.0,0,0.0,0.0,30.0,18.0,2.0,-0.6941555,0,0.8666667,0.083333336,0.05586592,0.16410615,0.0,2.6,5.6,00-0030470,TE,2018_02_KC_PIT,38.0,0.0,0.0,38.0,44.70588235294118,0.0,0.0,00-0030470,TE,1.0,4.1,3,2020,40
00-0030471,S.Williams,Shawn Williams,SS,DB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/itwadnav0rwaqupj5lws",CIN,2020,10,REG,PIT,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,,0,,,1,39.0,0,0.0,0.0,1.0,4.7672143,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0,,,,,0.0,3.9,3.9,00-0030471,S,2020_10_CIN_PIT,2.0,7.0,33.0,42.0,2.702702702702702,10.294117647058822,94.28571428571428,00-0030471,SS,2.0,3.9,1,2020,2
00-0030472,J.Reed,Jordan Reed,TE,TE,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/jur0qgejd3lzv8flmxcq",WAS,2018,1,REG,ARI,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,,0,,,0,0.0,0,0.0,0.0,0.0,,0,4,5,48.0,1,0.0,0.0,28.0,25.0,3.0,5.911885,0,1.7142857,0.1724138,0.27450982,0.45077756,0.0,10.8,14.8,00-0030472,TE,2018_01_WAS_ARI,42.0,0.0,0.0,42.0,51.21951219512195,0.0,0.0,00-0030472,TE,1.0,12.8,2,2020,23
00-0030496,L.Bell,Le'Veon Bell,RB,RB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/sm3ij3pcby5ciqwaaqa1",NYJ,2019,1,REG,BUF,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,,0,,,17,60.0,0,0.0,0.0,3.0,-0.7093888,0,6,9,32.0,1,0.0,0.0,5.0,29.0,4.0,2.4314668,1,6.4,0.2195122,0.022421524,0.34496337,0.0,17.2,23.2,00-0030496,RB,2019_01_BUF_NYJ,72.0,0.0,0.0,72.0,100.0,0.0,0.0,00-0030496,RB,1.0,18.2,3,2021,35
00-0030513,L.Murray,Latavius Murray,RB,RB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/zepm7ghltyeqydn0qxcg",MIN,2018,1,REG,SF,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,,0,,,11,42.0,0,0.0,0.0,1.0,-2.6577861,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0,,,,,0.0,4.2,4.2,00-0030513,RB,2018_01_SF_MIN,15.0,0.0,0.0,15.0,20.0,0.0,0.0,00-0030513,RB,2.0,4.2,6,2023,95
00-0030516,B.Butler,Brice Butler,WR,WR,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/xnr2lcdlhui4vyu6z4ir",DAL,2018,7,REG,WAS,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,,0,,,0,0.0,0,0.0,0.0,0.0,,0,0,1,0.0,0,0.0,0.0,46.0,0.0,0.0,-1.0608962,0,0.0,0.028571429,0.12742382,0.13205382,0.0,0.0,0.0,00-0030516,WR,2018_07_DAL_WAS,2.0,0.0,0.0,2.0,2.941176470588235,0.0,0.0,00-0030516,WR,2.0,0.0,1,2018,5
00-0030520,M.Glennon,Mike Glennon,QB,QB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/mubobrjbeudtezxv0t0p",ARI,2018,15,REG,ATL,10,14,111.0,1,0.0,1.0,8.0,0,0,123.0,65.0,5.0,5.011378,0,0.902439,0.21791892,0,0.0,0,0.0,0.0,0.0,,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0,,,,,0.0,8.44,8.44,00-0030520,QB,2018_15_ARI_ATL,18.0,0.0,0.0,18.0,25.352112676056336,0.0,0.0,00-0030520,QB,2.0,8.440000000000001,4,2021,15
00-0030521,J.Hunter,Justin Hunter,WR,WR,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/jwfx9spolez2cofb3kvq",PIT,2018,1,REG,CLE,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,,0,,,0,0.0,0,0.0,0.0,0.0,,0,1,5,6.0,0,0.0,0.0,98.0,0.0,1.0,-0.42439708,0,0.06122449,0.12195122,0.2565445,0.36250797,0.0,0.6,1.6,00-0030521,WR,2018_01_PIT_CLE,52.0,0.0,0.0,52.0,61.90476190476191,0.0,0.0,00-0030521,WR,2.0,1.1,1,2018,4
00-0030525,T.Austin,Tavon Austin,WR,WR,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ulagxqgjnrft4wub0gus",DAL,2018,1,REG,CAR,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,,0,,,1,1.0,0,0.0,0.0,0.0,-0.39230838,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0,,,,,0.0,0.1,0.1,00-0030525,WR,2018_01_DAL_CAR,10.0,0.0,4.0,14.0,15.384615384615383,0.0,19.047619047619047,00-0030525,WR,2.0,0.1,4,2021,71
00-0030533,M.Barkley,Matt Barkley,QB,QB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ejvscebj0ufugx5vrouq",BUF,2018,10,REG,NYJ,15,25,232.0,3,0.0,1.0,8.0,0,0,310.0,77.0,12.0,14.352385,0,0.7483871,0.24676263,3,-2.0,0,0.0,0.0,0.0,-3.768488,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0,,,,,0.0,21.08,21.08,00-0030533,QB,2018_10_BUF_NYJ,71.0,0.0,0.0,71.0,98.61111111111111,0.0,0.0,00-0030533,QB,2.0,21.08,4,2023,8
00-0030542,T.Williams,Terrance Williams,WR,WR,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/emdrh1uwgitgnw1wytiv",DAL,2018,1,REG,CAR,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,,0,,,0,0.0,0,0.0,0.0,0.0,,0,1,2,6.0,0,0.0,0.0,21.0,0.0,0.0,-0.52272636,0,0.2857143,0.06896552,0.097222224,0.17150383,0.0,0.6,1.6,00-0030542,WR,2018_01_DAL_CAR,19.0,0.0,0.0,19.0,29.230769230769237,0.0,0.0,00-0030542,WR,1.0,1.1,1,2018,2
00-0030549,T.Eifert,Tyler Eifert,TE,TE,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/sextvbehmeu7ydutxtsu",CIN,2018,1,REG,IND,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,,0,,,0,0.0,0,0.0,0.0,0.0,,0,3,3,44.0,0,0.0,0.0,20.0,24.0,1.0,1.7899451,0,2.2,0.10714286,0.1438849,0.26143372,0.0,4.4,7.4,00-0030549,TE,2018_01_CIN_IND,23.0,0.0,0.0,23.0,40.35087719298245,0.0,0.0,00-0030549,TE,1.0,5.9,3,2020,34
00-0030558,B.Mingo,Barkevious Mingo,OLB,LB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/zvxz5rvgtwx8k53ljx3j",CHI,2020,9,REG,TEN,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,,0,,,1,11.0,0,0.0,0.0,1.0,2.895077,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0,,,,,0.0,1.1,1.1,00-0030558,OLB,2020_09_CHI_TEN,1.0,14.0,25.0,40.0,1.818181818181818,17.28395061728395,83.33333333333334,00-0030558,OLB,2.0,1.1,1,2020,1
00-0030578,C.Patterson,Cordarrelle Patterson,RB,RB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/gy2bb38cns4nxypehbqi",NE,2018,1,REG,HOU,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,,0,,,3,13.0,0,0.0,0.0,1.0,-0.044284366,0,1,1,6.0,0,0.0,0.0,0.0,6.0,1.0,0.7079355,0,0.0,0.025641026,0.0,0.03846154,0.0,1.9,2.9,00-0030578,RB,2018_01_HOU_NE,16.0,0.0,5.0,21.0,21.052631578947366,0.0,15.625,00-0030578,RB,2.0,2.4000000000000004,7,2024,200
00-0030584,E.Fisher,Eric Fisher,T,OL,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ztwpjz1jdxa9w67ll6h4",KC,2020,3,REG,BAL,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,,0,,,0,0.0,0,0.0,0.0,0.0,,0,1,1,2.0,1,0.0,0.0,1.0,1.0,1.0,0.90466845,0,2.0,0.024390243,0.0029239766,0.03863215,0.0,6.2,7.2,00-0030584,OT,2020_03_KC_BAL,77.0,0.0,6.0,83.0,100.0,0.0,24.0,00-0030584,T,1.0,6.7,1,2020,1
00-0030648,A.Villanueva,Alejandro Villanueva,T,OL,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/u0iqbfj30q64ngrmwdvr",PIT,2018,12,REG,DEN,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,,0,,,0,0.0,0,0.0,0.0,0.0,,0,1,1,2.0,1,0.0,0.0,2.0,0.0,1.0,3.991391,0,1.0,0.01724138,0.004889976,0.02928505,0.0,6.2,7.2,00-0030648,OT,2018_12_PIT_DEN,80.0,0.0,4.0,84.0,100.0,0.0,16.0,00-0030648,T,1.0,6.7,1,2018,1
00-0030656,I.Crowell,Isaiah Crowell,RB,RB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/oruiw5myfimtssv6j2ar",NYJ,2018,1,REG,DET,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,,0,,,10,102.0,2,0.0,0.0,3.0,5.495819,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0,,,,,0.0,22.2,22.2,00-0030656,RB,2018_01_NYJ_DET,24.0,0.0,0.0,24.0,42.10526315789473,0.0,0.0,00-0030656,RB,1.0,25.200000000000003,1,2018,13
00-0030663,W.Snead,Willie Snead,WR,WR,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/fr5xckiwhguuaishnbju",BAL,2018,1,REG,BUF,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,,0,,,0,0.0,0,0.0,0.0,0.0,,0,4,6,49.0,1,0.0,0.0,49.0,24.0,3.0,2.3829641,0,1.0,0.16216215,0.20247933,0.38497877,0.0,10.9,14.9,00-0030663,WR,2018_01_BUF_BAL,44.0,0.0,0.0,44.0,53.01204819277109,0.0,0.0,00-0030663,WR,1.0,12.9,5,2023,126
00-0030668,C.West,Charcandrick West,RB,RB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ccvw7oos9bzr4ojdiuac",KC,2018,16,REG,SEA,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,,0,,,1,1.0,0,0.0,0.0,1.0,-0.08919512,0,2,3,37.0,1,0.0,0.0,16.0,25.0,2.0,3.3871531,0,2.3125,0.07692308,0.042105265,0.1448583,0.0,9.8,11.8,00-0030668,RB,2018_16_KC_SEA,19.0,0.0,3.0,22.0,29.6875,0.0,9.375,00-0030668,RB,3.0,10.8,1,2018,2
00-0030669,A.Wilson,Albert Wilson,WR,WR,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/slythouwdcrug0poiios",MIA,2018,1,REG,TEN,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,,0,,,2,7.0,0,0.0,0.0,1.0,-0.11003715,0,3,4,31.0,0,0.0,0.0,24.0,21.0,2.0,2.3711672,0,1.2916666,0.14285715,0.082474224,0.2720177,0.0,3.8,6.8,00-0030669,WR,2018_01_TEN_MIA,35.0,0.0,0.0,35.0,56.451612903225815,0.0,0.0,00-0030669,WR,2.0,5.300000000000001,3,2021,44
00-0030670,B.Fowler,Bennie Fowler,WR,WR,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/nfcmdcfhjf347rw1cstq",NYG,2018,7,REG,ATL,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,,0,,,0,0.0,0,0.0,0.0,0.0,,0,1,1,11.0,0,0.0,0.0,4.0,7.0,1.0,0.68107784,0,2.75,0.027027028,0.014440433,0.050648842,0.0,1.1,2.1,00-0030670,WR,2018_07_NYG_ATL,35.0,0.0,11.0,46.0,51.47058823529412,0.0,44.0,,,,1.6,3,2020,25
00-0030710,T.Burton,Trey Burton,TE,TE,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/vt2ce0szit4ozyh5s5iw",CHI,2018,1,REG,GB,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,,0,,,0,0.0,0,0.0,0.0,0.0,,0,1,5,15.0,0,0.0,0.0,61.0,0.0,1.0,-0.6959108,0,0.24590164,0.15151516,0.29326922,0.4325612,0.0,1.5,2.5,00-0030710,TE,2018_01_CHI_GB,61.0,0.0,0.0,61.0,85.91549295774648,0.0,0.0,00-0030710,TE,1.0,2.0,3,2020,37
00-0030711,D.Fluellen,David Fluellen,RB,RB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/hw3jqryjpuw3hhackwsm",TEN,2018,7,REG,LAC,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,,0,,,1,2.0,0,0.0,0.0,0.0,-0.56327134,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0,,,,,0.0,0.2,0.2,00-0030711,RB,2018_07_TEN_LAC,3.0,0.0,14.0,17.0,4.166666666666666,0.0,60.86956521739131,00-0030711,RB,3.0,0.2,1,2018,2
00-0030737,F.Martino,Freddie Martino,WR,WR,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ztiguqllxmcbjynsqwn9",TB,2018,1,REG,NO,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,,0,,,0,0.0,0,0.0,0.0,0.0,,0,0,1,0.0,0,0.0,0.0,3.0,0.0,0.0,-2.0920997,0,0.0,0.035714287,0.008797654,0.059729785,0.0,0.0,0.0,00-0030737,WR,2018_01_TB_NO,9.0,0.0,18.0,27.0,13.636363636363637,0.0,54.54545454545454,00-0030737,WR,3.0,0.0,1,2018,1
00-0030741,R.Nix,Roosevelt Nix,FB,RB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ibpity8hbzwonppqziyb",PIT,2018,2,REG,KC,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,,0,,,0,0.0,0,0.0,0.0,0.0,,0,1,1,19.0,0,0.0,0.0,-1.0,20.0,1.0,1.6259863,0,-19.0,0.016666668,-0.0018621974,0.023696462,0.0,1.9,2.9,00-0030741,FB,2018_02_KC_PIT,5.0,2.0,21.0,28.0,5.88235294117647,3.278688524590164,65.625,00-0030741,FB,1.0,2.4000000000000004,2,2019,7
00-0030780,R.Hewitt,Ryan Hewitt,TE,TE,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/egbpiaml7idnpcxa1x8q",IND,2018,2,REG,WAS,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,,0,,,0,0.0,0,0.0,0.0,0.0,,0,0,1,0.0,0,0.0,0.0,5.0,0.0,0.0,-0.50394726,0,0.0,0.032258064,0.03787879,0.07490225,0.0,0.0,0.0,00-0030780,TE,2018_02_IND_WAS,17.0,0.0,12.0,29.0,27.86885245901639,0.0,48.0,00-0030780,TE,2.0,0.0,1,2018,3
00-0030821,A.Hurns,Allen Hurns,WR,WR,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ficrwzwu4bfswpzu61fv",DAL,2018,1,REG,CAR,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,,0,,,0,0.0,0,0.0,0.0,0.0,,0,1,3,20.0,0,0.0,0.0,47.0,1.0,1.0,0.80431515,0,0.42553192,0.10344828,0.2175926,0.30748722,0.0,2.0,3.0,00-0030821,WR,2018_01_DAL_CAR,40.0,0.0,0.0,40.0,61.53846153846154,0.0,0.0,00-0030821,WR,1.0,2.5,2,2019,30
00-0030854,E.Swoope,Erik Swoope,TE,TE,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/lgucz1buzapjyv92e7tj",IND,2018,1,REG,CIN,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,,0,,,0,0.0,0,0.0,0.0,0.0,,0,1,1,13.0,0,0.0,0.0,2.0,11.0,1.0,1.3368427,0,6.5,0.01923077,0.0070422534,0.033775732,0.0,1.3,2.3,00-0030854,TE,2018_01_CIN_IND,5.0,0.0,15.0,20.0,6.097560975609756,0.0,51.72413793103448,00-0030854,TE,2.0,1.8,1,2018,7
