Id,Position,First Name,Nickname,Last Name,FPPG,Played,Salary,Game,Team,Opponent,Injury Indicator,Injury Details,Tier,,,Roster Position
107566-149708,TE,Zach,Zach Davidson,Davidson,,0,4000,BUF@HOU,BUF,HOU,,,,,,TE/FLEX
107566-112850,RB,Michael,Michael Wiley,Wiley,,0,4000,CLE@WAS,WAS,CLE,,,,,,RB/FLEX
107566-88277,RB,Anthony,Anthony McFarland Jr.,McFarland Jr.,1.0499999523162842,2,4000,MIA@NE,MIA,NE,,,,,,RB/FLEX
107566-25813,WR,Phillip,Phillip Dorsett II,Dorsett II,0,2,4000,LV@DEN,DEN,LV,,,,,,WR/FLEX
107566-170206,TE,Rodney,Rodney Williams,Williams,0,3,4000,DAL@PIT,PIT,DAL,,,,,,TE/FLEX
107566-149727,TE,Bernhard,Bernhard Seikovits,Seikovits,,0,4000,ARI@SF,ARI,SF,,,,,,TE/FLEX
107566-93404,RB,Zander,Zander Horvath,Horvath,,0,4000,MIA@NE,MIA,NE,,,,,,RB/FLEX
107566-95455,WR,D.J.,D.J. Montgomery,Montgomery,6.550000190734863,2,4000,IND@JAC,IND,JAC,,,,,,WR/FLEX
107566-170208,WR,Kaden,Kaden Davis,Davis,,0,4000,LV@DEN,DEN,LV,,,,,,WR/FLEX
107566-130275,WR,Kristian,Kristian Wilkerson,Wilkerson,0,1,4000,LV@DEN,LV,DEN,,,,,,WR/FLEX
107566-170209,WR,Tyreik,Tyreik McAllister,McAllister,1.100000023841858,1,4000,LV@DEN,LV,DEN,Q,Shoulder,,,,WR/FLEX
107566-170214,WR,Dennis,Dennis Houston,Houston,,0,4000,NYG@SEA,NYG,SEA,Q,Undisclosed,,,,WR/FLEX
107566-149742,RB,Nate,Nate McCrary,McCrary,,0,4000,GB@LAR,GB,LAR,Q,Undisclosed,,,,RB/FLEX
107566-202989,WR,Praise,Praise Olatoke,Olatoke,,0,4000,CAR@CHI,CAR,CHI,,,,,,WR/FLEX
107566-110834,WR,Tahj,Tahj Washington,Washington,,0,4000,MIA@NE,MIA,NE,IR,Undisclosed,,,,WR/FLEX
107566-12531,D,Denver,Denver Broncos,Broncos,10.5,4,4000,LV@DEN,DEN,LV,,,,,,DEF
107566-92413,RB,Elijah,Elijah Mitchell,Mitchell,4,13,4000,ARI@SF,SF,ARI,IR,Hamstring,,,,RB/FLEX
107566-61693,TE,Danny,Danny Pinter,Pinter,,0,4000,IND@JAC,IND,JAC,,,,,,TE/FLEX
107566-71935,WR,Kendric,Kendric Pryor,Pryor,,0,4000,BAL@CIN,CIN,BAL,,,,,,WR/FLEX
107566-131328,RB,Zach,Zach Evans,Evans,0.3799999952316284,5,4000,GB@LAR,LAR,GB,,,,,,RB/FLEX
107566-115971,WR,Shaquan,Shaquan Davis,Davis,,0,4000,DAL@PIT,PIT,DAL,,,,,,WR/FLEX
107566-91401,WR,Ronnie,Ronnie Bell,Bell,1.7000000476837158,1,4000,ARI@SF,SF,ARI,,,,,,WR/FLEX
107566-94481,WR,Deven,Deven Thompkins,Thompkins,1.572222179836697,18,4000,CAR@CHI,CAR,CHI,,,,,,WR/FLEX
107566-137488,RB,Rasheen,Rasheen Ali,Ali,,0,4000,BAL@CIN,BAL,CIN,IR,Neck,,,,RB/FLEX
107566-71957,WR,Quintez,Quintez Cephus,Cephus,,0,4000,GB@LAR,LAR,GB,,,,,,WR/FLEX
107566-60705,WR,Tyron,Tyron Billy-Johnson,Billy-Johnson,,0,4000,DAL@PIT,DAL,PIT,,,,,,WR/FLEX
107566-185639,WR,Keilahn,Keilahn Harris,Harris,,0,4000,DAL@PIT,PIT,DAL,Q,Undisclosed,,,,WR/FLEX
107566-91428,WR,Tarik,Tarik Black,Black,,0,4000,DAL@PIT,PIT,DAL,Q,Undisclosed,,,,WR/FLEX
107566-90408,WR,Dax,Dax Milne,Milne,,0,4000,LV@DEN,LV,DEN,,,,,,WR/FLEX
107566-92465,WR,Sean,Sean Ryan,Ryan,,0,4000,BAL@CIN,BAL,CIN,,,,,,WR/FLEX
107566-64827,WR,Miles,Miles Boykin,Boykin,0.6400000095367432,5,4000,NYG@SEA,SEA,NYG,,,,,,WR/FLEX
107566-87367,TE,Jacob,Jacob Warren,Warren,,0,4000,MIA@NE,NE,MIA,,,,,,TE/FLEX
107566-102729,RB,Snoop,Snoop Conner,Conner,,0,4000,DAL@PIT,DAL,PIT,,,,,,RB/FLEX
107566-91467,TE,Jake,Jake Tonges,Tonges,,0,4000,ARI@SF,SF,ARI,,,,,,TE/FLEX
107566-64843,WR,Jalen,Jalen Guyton,Guyton,2.8428570883614674,7,4000,LV@DEN,LV,DEN,,,,,,WR/FLEX
107566-101718,TE,Riley,Riley Sharp,Sharp,,0,4000,BAL@CIN,BAL,CIN,,,,,,TE/FLEX
107566-90456,WR,Ty,Ty Scott,Scott,,0,4000,NYG@SEA,SEA,NYG,,,,,,WR/FLEX
107566-41305,WR,Zay,Zay Jones,Jones,6.1099998474121096,10,4000,ARI@SF,ARI,SF,IR,Suspension,,,,WR/FLEX
107566-94554,TE,Alec,Alec Holler,Holler,,0,4000,DAL@PIT,DAL,PIT,,,,,,TE/FLEX
107566-90458,RB,Troy,Troy Hairston,Hairston,,0,4000,BUF@HOU,HOU,BUF,,,,,,RB/FLEX
107566-63839,TE,Tyler,Tyler Mabry,Mabry,,0,4000,NYG@SEA,SEA,NYG,,,,,,TE/FLEX
107566-91488,RB,Chris,Chris Brooks,Brooks,0.30000001192092896,1,4000,GB@LAR,GB,LAR,,,,,,RB/FLEX
107566-93539,RB,Michael,Michael Carter,Carter,3.11999994913737,15,4000,ARI@SF,ARI,SF,,,,,,RB/FLEX
107566-88421,WR,Daewood,Daewood Davis,Davis,,0,4000,CAR@CHI,CAR,CHI,Q,Thigh,,,,WR/FLEX
107566-153957,TE,Zaire,Zaire Mitchell-Paden,Mitchell-Paden,,0,4000,BAL@CIN,BAL,CIN,,,,,,TE/FLEX
107566-111978,WR,Tayvion,Tayvion Robinson,Robinson,,0,4000,CAR@CHI,CAR,CHI,Q,Undisclosed,,,,WR/FLEX
107566-102762,RB,Kevin,Kevin Harris,Harris,4.949999809265137,4,4000,MIA@NE,NE,MIA,,,,,,RB/FLEX
107566-63851,TE,Tyree,Tyree Jackson,Jackson,,0,4000,NYG@SEA,NYG,SEA,Q,Undisclosed,,,,TE/FLEX
107566-133487,RB,Daijun,Daijun Edwards,Edwards,,0,4000,DAL@PIT,PIT,DAL,,,,,,RB/FLEX
107566-68975,TE,Josh,Josh Pederson,Pederson,,0,4000,IND@JAC,JAC,IND,Q,Ankle,,,,TE/FLEX
107566-90480,TE,Joel,Joel Wilson,Wilson,,0,4000,NYG@SEA,NYG,SEA,,,,,,TE/FLEX
107566-90483,TE,Bernhard,Bernhard Raimann,Raimann,0,2,4000,IND@JAC,IND,JAC,,,,,,TE/FLEX
107566-114039,WR,Peter,Peter LeBlanc,LeBlanc,,0,4000,CAR@CHI,CHI,CAR,,,,,,WR/FLEX
107566-56698,WR,Dante,Dante Pettis,Pettis,,0,4000,CAR@CHI,CHI,CAR,Q,Undisclosed,,,,WR/FLEX
107566-71039,WR,Kelvin,Kelvin Harmon,Harmon,,0,4000,DAL@PIT,DAL,PIT,,,,,,WR/FLEX
107566-110974,WR,Malik,Malik Washington,Washington,1.2999999523162842,1,4000,MIA@NE,MIA,NE,Q,Quadriceps,,,,WR/FLEX
107566-185728,TE,Patrick,Patrick Murtagh,Murtagh,,0,4000,IND@JAC,JAC,IND,IR,Ankle,,,,TE/FLEX
107566-110978,RB,Evan,Evan Hull,Hull,1.2000000476837158,1,4000,IND@JAC,IND,JAC,,,,,,RB/FLEX
107566-90501,WR,Julian,Julian Hicks,Hicks,,0,4000,GB@LAR,GB,LAR,,,,,,WR/FLEX
107566-53639,WR,Isaiah,Isaiah McKenzie,McKenzie,0.853846183189979,13,4000,NYG@SEA,NYG,SEA,Q,Lower body,,,,WR/FLEX
107566-94600,WR,John,John Stephens Jr.,Stephens Jr.,,0,4000,DAL@PIT,DAL,PIT,,,,,,WR/FLEX
107566-90506,RB,Kobe,Kobe Lewis,Lewis,,0,4000,NYG@SEA,SEA,NYG,,,,,,RB/FLEX
107566-191887,WR,Rory,Rory Starkey,Starkey,,0,4000,GB@LAR,GB,LAR,Q,Calf,,,,WR/FLEX
107566-102796,WR,Ricky,Ricky Pearsall,Pearsall,,0,4000,ARI@SF,SF,ARI,IR,Chest,,,,WR/FLEX
107566-88463,WR,Johnny,Johnny Johnson III,Johnson III,,0,4000,BUF@HOU,HOU,BUF,,,,,,WR/FLEX
107566-87442,TE,Princeton,Princeton Fant,Fant,,0,4000,DAL@PIT,DAL,PIT,,,,,,TE/FLEX
107566-73111,WR,Chase,Chase Claypool,Claypool,2.2125000953674316,8,4000,BUF@HOU,BUF,HOU,Q,Toe,,,,WR/FLEX
107566-43416,WR,Trent,Trent Taylor,Taylor,-0.16923077289874738,13,4000,ARI@SF,SF,ARI,,,,,,WR/FLEX
107566-70043,TE,Cole,Cole Fotheringham,Fotheringham,1.100000023841858,1,4000,LV@DEN,LV,DEN,,,,,,TE/FLEX
107566-185753,WR,T.J.,T.J. Luther,Luther,,0,4000,GB@LAR,GB,LAR,,,,,,WR/FLEX
107566-90522,TE,Cameron,Cameron Latu,Latu,,0,4000,CLE@WAS,CLE,WAS,,,,,,TE/FLEX
107566-114079,TE,Hayden,Hayden Rucci,Rucci,,0,4000,MIA@NE,MIA,NE,,,,,,TE/FLEX
107566-80289,WR,Kendrick,Kendrick Bourne,Bourne,10.1875,8,4000,MIA@NE,NE,MIA,NA,Knee - acl,,,,WR/FLEX
107566-73121,RB,Tony,Tony Jones Jr.,Jones Jr.,4.783333460489909,6,4000,ARI@SF,ARI,SF,,,,,,RB/FLEX
107566-93600,WR,Bryce,Bryce Ford-Wheaton,Ford-Wheaton,,0,4000,NYG@SEA,NYG,SEA,,,,,,WR/FLEX
107566-44449,WR,Willie,Willie Snead IV,Snead IV,0.6000000238418579,4,4000,MIA@NE,MIA,NE,Q,Undisclosed,,,,WR/FLEX
107566-60838,WR,Andre,Andre Baccellia,Baccellia,0,2,4000,ARI@SF,ARI,SF,,,,,,WR/FLEX
107566-43433,RB,Boston,Boston Scott,Scott,0.9857142993382045,14,4000,DAL@PIT,PIT,DAL,Q,Undisclosed,,,,RB/FLEX
107566-73130,RB,Chris,Chris Evans,Evans,0.4000000059604645,4,4000,BAL@CIN,CIN,BAL,IR,Leg,,,,RB/FLEX
107566-87469,TE,Jelani,Jelani Woods,Woods,,0,4000,IND@JAC,IND,JAC,IR,Toe,,,,TE/FLEX
107566-103852,RB,Kairee,Kairee Robinson,Robinson,,0,4000,NYG@SEA,SEA,NYG,,,,,,RB/FLEX
107566-102831,TE,Davis,Davis Allen,Allen,0,1,4000,GB@LAR,LAR,GB,,,,,,TE/FLEX
107566-111022,WR,Terique,Terique Owens,Owens,,0,4000,ARI@SF,SF,ARI,,,,,,WR/FLEX
107566-92590,RB,Raheem,Raheem Blackshear,Blackshear,0,4,4000,CAR@CHI,CAR,CHI,,,,,,RB/FLEX
107566-71105,WR,Ben,Ben Skowronek,Skowronek,1.85,10,4000,DAL@PIT,PIT,DAL,IR,Shoulder,,,,WR/FLEX
107566-113096,WR,Xavier,Xavier Smith,Smith,0,2,4000,GB@LAR,LAR,GB,,,,,,WR/FLEX
107566-173518,WR,Qadir,Qadir Ismail,Ismail,,0,4000,BAL@CIN,BAL,CIN,,,,,,WR/FLEX
107566-88525,WR,Kawaan,Kawaan Baker,Baker,,0,4000,MIA@NE,NE,MIA,,,,,,WR/FLEX
107566-69068,RB,Jonathan,Jonathan Ward,Ward,0.36666667461395264,3,4000,DAL@PIT,PIT,DAL,,,,,,RB/FLEX
107566-109008,WR,Jalen,Jalen Cropper,Cropper,,0,4000,DAL@PIT,DAL,PIT,,,,,,WR/FLEX
107566-90583,WR,Tyrell,Tyrell Shavers,Shavers,,0,4000,BUF@HOU,BUF,HOU,,,,,,WR/FLEX
107566-103896,WR,Nsimba,Nsimba Webster,Webster,,0,4000,CAR@CHI,CHI,CAR,IR,Groin,,,,WR/FLEX
107566-54746,TE,Tyler,Tyler Ott,Ott,0,2,4000,CLE@WAS,WAS,CLE,,,,,,TE/FLEX
107566-157150,RB,Audric,Audric Estime,Estime,1.399999976158142,1,4000,LV@DEN,DEN,LV,IR,Ankle,,,,RB/FLEX
107566-103901,WR,Davion,Davion Davis,Davis,,0,4000,CLE@WAS,WAS,CLE,,,,,,WR/FLEX
107566-91612,WR,Matt,Matt Landers,Landers,,0,4000,MIA@NE,NE,MIA,,,,,,WR/FLEX
107566-185827,RB,Jacob,Jacob Saylors,Saylors,,0,4000,CLE@WAS,CLE,WAS,,,,,,RB/FLEX
107566-88547,WR,Jalen,Jalen Wayne,Wayne,,0,4000,GB@LAR,GB,LAR,,,,,,WR/FLEX
107566-102882,WR,Anthony,Anthony Gould,Gould,0,2,4000,IND@JAC,IND,JAC,,,,,,WR/FLEX
107566-112101,WR,Jared,Jared Wayne,Wayne,,0,4000,BUF@HOU,HOU,BUF,Q,Knee - meniscus,,,,WR/FLEX
107566-14820,RB,Nick,Nick Bellore,Bellore,0,2,4000,CLE@WAS,WAS,CLE,,,,,,RB/FLEX
107566-129508,WR,Duece,Duece Watts,Watts,,0,4000,DAL@PIT,PIT,DAL,,,,,,WR/FLEX
107566-40434,WR,Greg,Greg Ward,Ward,,0,4000,IND@JAC,IND,JAC,,,,,,WR/FLEX
107566-72182,WR,Dee,Dee Eskridge,Eskridge,3.5,1,4000,MIA@NE,MIA,NE,,,,,,WR/FLEX
107566-138746,WR,Javon,Javon Baker,Baker,,0,4000,MIA@NE,NE,MIA,,,,,,WR/FLEX
107566-156152,WR,Tejhaun,Tejhaun Palmer,Palmer,,0,4000,ARI@SF,ARI,SF,,,,,,WR/FLEX
107566-128515,RB,Ellis,Ellis Merriweather,Merriweather,,0,4000,GB@LAR,GB,LAR,,,,,,RB/FLEX
107566-185862,WR,David,David Durden,Durden,,0,4000,DAL@PIT,DAL,PIT,Q,Undisclosed,,,,WR/FLEX
107566-114180,WR,David,David Bell,Bell,4.199999809265137,1,4000,CLE@WAS,CLE,WAS,IR,Hip,,,,WR/FLEX
107566-102922,WR,Ramel,Ramel Keyton,Keyton,,0,4000,LV@DEN,LV,DEN,,,,,,WR/FLEX
107566-201230,RB,Dylan,Dylan Laube,Laube,,0,4000,LV@DEN,LV,DEN,,,,,,RB/FLEX
107566-86543,WR,Erik,Erik Ezukanma,Ezukanma,0,1,4000,MIA@NE,MIA,NE,,,,,,WR/FLEX
107566-94737,RB,Jarveon,Jarveon Howard,Howard,,0,4000,GB@LAR,GB,LAR,Q,Undisclosed,,,,RB/FLEX
107566-6672,TE,Marcedes,Marcedes Lewis,Lewis,1.3624999523162842,8,4000,CAR@CHI,CHI,CAR,,,,,,TE/FLEX
107566-201233,WR,Ryan,Ryan Flournoy,Flournoy,,0,4000,DAL@PIT,DAL,PIT,Q,Undisclosed,,,,WR/FLEX
107566-62994,WR,Steven,Steven Sims,Sims,-0.6666666666666666,3,4000,BUF@HOU,HOU,BUF,,,,,,WR/FLEX
107566-160280,WR,Jadon,Jadon Janke,Janke,,0,4000,MIA@NE,MIA,NE,,,,,,WR/FLEX
107566-89627,WR,Brycen,Brycen Tremayne,Tremayne,,0,4000,CLE@WAS,WAS,CLE,,,,,,WR/FLEX
107566-138782,RB,Dillon,Dillon Johnson,Johnson,,0,4000,CAR@CHI,CAR,CHI,,,,,,RB/FLEX
107566-88607,WR,Braylon,Braylon Sanders,Sanders,,0,4000,MIA@NE,MIA,NE,Q,Lower body,,,,WR/FLEX
107566-138786,WR,Malik,Malik Heath,Heath,2.200000047683716,1,4000,GB@LAR,GB,LAR,,,,,,WR/FLEX
107566-160292,WR,Jaxon,Jaxon Janke,Janke,,0,4000,BUF@HOU,HOU,BUF,Q,Undisclosed,,,,WR/FLEX
107566-138788,WR,Tulu,Tulu Griffin,Griffin,,0,4000,CLE@WAS,CLE,WAS,,,,,,WR/FLEX
107566-102957,WR,John,John Jackson III,Jackson III,,0,4000,CAR@CHI,CHI,CAR,,,,,,WR/FLEX
107566-14895,TE,Patrick,Patrick Scales,Scales,0,3,4000,CAR@CHI,CHI,CAR,IR,Back,,,,TE/FLEX
107566-69173,TE,Hunter,Hunter Kampmoyer,Kampmoyer,,0,4000,LV@DEN,DEN,LV,,,,,,TE/FLEX
107566-60981,TE,Charlie,Charlie Heck,Heck,,0,4000,ARI@SF,ARI,SF,,,,,,TE/FLEX
107566-114231,RB,George,George Holani,Holani,,0,4000,NYG@SEA,SEA,NYG,O,Ankle,,,,RB/FLEX
107566-91709,RB,Deshaun,Deshaun Fenwick,Fenwick,,0,4000,MIA@NE,NE,MIA,,,,,,RB/FLEX
107566-173631,RB,Dante,Dante Miller,Miller,,0,4000,NYG@SEA,NYG,SEA,,,,,,RB/FLEX
107566-201283,WR,David,David White Jr.,White Jr.,,0,4000,IND@JAC,JAC,IND,IR,Knee - acl,,,,WR/FLEX
107566-87617,WR,Sage,Sage Surratt,Surratt,,0,4000,ARI@SF,ARI,SF,Q,Ankle,,,,WR/FLEX
107566-201282,WR,Wayne,Wayne Ruby,Ruby,,0,4000,IND@JAC,JAC,IND,Q,Undisclosed,,,,WR/FLEX
107566-201281,RB,Jalen,Jalen Jackson,Jackson,,0,4000,IND@JAC,JAC,IND,,,,,,RB/FLEX
107566-102980,RB,Austin,Austin Jones,Jones,,0,4000,CLE@WAS,WAS,CLE,,,,,,RB/FLEX
107566-201284,WR,Brevin,Brevin Easton,Easton,,0,4000,IND@JAC,JAC,IND,,,,,,WR/FLEX
107566-86601,RB,SaRodorick,SaRodorick Thompson Jr.,Thompson Jr.,,0,4000,GB@LAR,LAR,GB,,,,,,RB/FLEX
107566-71241,WR,Brandon,Brandon Johnson,Johnson,6.3900001525878904,10,4000,DAL@PIT,PIT,DAL,,,,,,WR/FLEX
107566-104008,TE,Stephen,Stephen Carlson,Carlson,0,1,4000,CAR@CHI,CHI,CAR,IR,Collarbone,,,,TE/FLEX
107566-102987,RB,Nathaniel,Nathaniel Peat,Peat,,0,4000,DAL@PIT,DAL,PIT,,,,,,RB/FLEX
107566-114252,WR,Xavier,Xavier Weaver,Weaver,,0,4000,ARI@SF,ARI,SF,,,,,,WR/FLEX
107566-54863,WR,C.J.,C.J. Goodwin,Goodwin,0,1,4000,DAL@PIT,DAL,PIT,,,,,,WR/FLEX
107566-104019,TE,Matt,Matt Orzech,Orzech,0,1,4000,GB@LAR,GB,LAR,,,,,,TE/FLEX
107566-86612,TE,Brayden,Brayden Willis,Willis,0,1,4000,ARI@SF,SF,ARI,,,,,,TE/FLEX
107566-18009,TE,Chris,Chris Manhertz,Manhertz,0,1,4000,NYG@SEA,NYG,SEA,,,,,,TE/FLEX
107566-62042,WR,Deon,Deon Cain,Cain,,0,4000,CAR@CHI,CAR,CHI,,,,,,WR/FLEX
107566-64097,TE,La'Michael,La'Michael Pettway,Pettway,,0,4000,MIA@NE,NE,MIA,,,,,,TE/FLEX
107566-201313,WR,JJ,JJ Laap,Laap,,0,4000,GB@LAR,LAR,GB,,,,,,WR/FLEX
107566-63078,RB,Ke'Shawn,Ke'Shawn Vaughn,Vaughn,0.9000000158945719,6,4000,ARI@SF,SF,ARI,,,,,,RB/FLEX
107566-87657,WR,Seth,Seth Williams,Williams,,0,4000,IND@JAC,JAC,IND,,,,,,WR/FLEX
107566-88685,WR,Austin,Austin Trammell,Trammell,0.20714286395481654,14,4000,IND@JAC,JAC,IND,,,,,,WR/FLEX
107566-103020,WR,Puka,Puka Nacua,Nacua,6.199999809265137,1,4000,GB@LAR,LAR,GB,IR,Knee - pcl,,,,WR/FLEX
107566-139884,TE,Jordan,Jordan Murray,Murray,,0,4000,ARI@SF,ARI,SF,,,,,,TE/FLEX
107566-94831,RB,Deneric,Deneric Prince,Prince,,0,4000,MIA@NE,MIA,NE,,,,,,RB/FLEX
107566-87662,WR,Anthony,Anthony Schwartz,Schwartz,,0,4000,MIA@NE,MIA,NE,IR,Knee,,,,WR/FLEX
107566-56947,TE,Chris,Chris Myarick,Myarick,,0,4000,BUF@HOU,HOU,BUF,,,,,,TE/FLEX
107566-87668,WR,Shedrick,Shedrick Jackson,Jackson,0,2,4000,BAL@CIN,CIN,BAL,,,,,,WR/FLEX
107566-104054,RB,Sincere,Sincere McCormick,McCormick,,0,4000,LV@DEN,LV,DEN,,,,,,RB/FLEX
107566-183931,WR,Ayir,Ayir Asante,Asante,,0,4000,NYG@SEA,NYG,SEA,,,,,,WR/FLEX
107566-38523,TE,Geoff,Geoff Swaim,Swaim,1.5999999576144748,9,4000,CLE@WAS,CLE,WAS,,,,,,TE/FLEX
107566-201342,RB,Chris,Chris Collier,Collier,,0,4000,BAL@CIN,BAL,CIN,,,,,,RB/FLEX
107566-201341,WR,Jelani,Jelani Baker,Baker,,0,4000,BAL@CIN,BAL,CIN,,,,,,WR/FLEX
107566-31360,WR,Odell,Odell Beckham Jr.,Beckham Jr.,5.962500095367432,16,4000,MIA@NE,MIA,NE,NA,Knee,,,,WR/FLEX
107566-93824,WR,Easop,Easop Winston Jr.,Winston Jr.,,0,4000,NYG@SEA,SEA,NYG,,,,,,WR/FLEX
107566-201345,TE,Mike,Mike Rigerman,Rigerman,,0,4000,BAL@CIN,BAL,CIN,,,,,,TE/FLEX
107566-201352,WR,Hayden,Hayden Hatten,Hatten,,0,4000,NYG@SEA,SEA,NYG,IR,Suspension,,,,WR/FLEX
107566-70282,WR,Demetric,Demetric Felton,Felton,,0,4000,IND@JAC,IND,JAC,,,,,,WR/FLEX
107566-26251,WR,Robbie,Robbie Chosen,Chosen,1,1,4000,MIA@NE,MIA,NE,,,,,,WR/FLEX
107566-86671,WR,Drake,Drake Stoops,Stoops,,0,4000,GB@LAR,LAR,GB,,,,,,WR/FLEX
107566-94864,RB,Jashaun,Jashaun Corbin,Corbin,1.399999976158142,2,4000,NYG@SEA,NYG,SEA,Q,Undisclosed,,,,RB/FLEX
107566-87711,TE,John Samuel,John Samuel Shenker,Shenker,,0,4000,LV@DEN,LV,DEN,,,,,,TE/FLEX
107566-65182,TE,Mitchell,Mitchell Wilcox,Wilcox,0.9181818528608843,11,4000,MIA@NE,NE,MIA,,,,,,TE/FLEX
107566-55970,RB,Royce,Royce Freeman,Freeman,5.077777862548828,9,4000,CLE@WAS,CLE,WAS,,,,,,RB/FLEX
107566-93862,RB,Trent,Trent Pennix,Pennix,,0,4000,IND@JAC,IND,JAC,,,,,,RB/FLEX
107566-94888,TE,Messiah,Messiah Swinson,Swinson,,0,4000,GB@LAR,GB,LAR,,,,,,TE/FLEX
107566-93864,RB,Ricky,Ricky Person Jr.,Person Jr.,,0,4000,NYG@SEA,SEA,NYG,Q,Undisclosed,,,,RB/FLEX
107566-85672,WR,Terrace,Terrace Marshall Jr.,Marshall Jr.,2.924999952316284,8,4000,ARI@SF,SF,ARI,,,,,,WR/FLEX
107566-69295,WR,Byron,Byron Pringle,Pringle,1.6230769524207482,13,4000,CLE@WAS,WAS,CLE,,,,,,WR/FLEX
107566-96942,WR,Keelan,Keelan Doss,Doss,3.1500000953674316,2,4000,LV@DEN,LV,DEN,Q,Undisclosed,,,,WR/FLEX
107566-64175,WR,Hakeem,Hakeem Butler,Butler,,0,4000,BAL@CIN,CIN,BAL,,,,,,WR/FLEX
107566-87731,WR,Dominique,Dominique Robinson,Robinson,0,3,4000,CAR@CHI,CHI,CAR,,,,,,WR/FLEX
107566-52916,WR,Russell,Russell Gage,Gage,,0,4000,BAL@CIN,BAL,CIN,,,,,,WR/FLEX
107566-85687,WR,Jontre,Jontre Kirklin,Kirklin,,0,4000,ARI@SF,SF,ARI,,,,,,WR/FLEX
107566-69303,WR,Freddie,Freddie Swain,Swain,,0,4000,CAR@CHI,CHI,CAR,Q,Undisclosed,,,,WR/FLEX
107566-69302,TE,Feleipe,Feleipe Franks,Franks,0,1,4000,CAR@CHI,CAR,CHI,,,,,,TE/FLEX
107566-61112,TE,Josiah,Josiah Deguara,Deguara,1.2999999523162842,1,4000,IND@JAC,JAC,IND,,,,,,TE/FLEX
107566-58041,RB,Mike,Mike Boone,Boone,0.699999988079071,1,4000,CAR@CHI,CAR,CHI,,,,,,RB/FLEX
107566-71367,RB,La'Mical,La'Mical Perine,Perine,6.25,2,4000,DAL@PIT,PIT,DAL,,,,,,RB/FLEX
107566-193226,TE,Mason,Mason Pline,Pline,,0,4000,ARI@SF,SF,ARI,,,,,,TE/FLEX
107566-93898,WR,Devin,Devin Carter,Carter,,0,4000,CAR@CHI,CAR,CHI,Q,Undisclosed,,,,WR/FLEX
107566-160463,TE,Tanner,Tanner McLachlan,McLachlan,,0,4000,BAL@CIN,CIN,BAL,,,,,,TE/FLEX
107566-71372,WR,Tyrie,Tyrie Cleveland,Cleveland,,0,4000,IND@JAC,IND,JAC,,,,,,WR/FLEX
107566-53967,RB,Nick,Nick Bawden,Bawden,2,5,4000,BUF@HOU,HOU,BUF,,,,,,RB/FLEX
107566-63186,WR,James,James Proche II,Proche II,0.26666667064030963,3,4000,CLE@WAS,CLE,WAS,,,,,,WR/FLEX
107566-92882,TE,Connor,Connor Heyward,Heyward,0.699999988079071,1,4000,DAL@PIT,PIT,DAL,,,,,,TE/FLEX
107566-85720,WR,Jaray,Jaray Jenkins,Jenkins,,0,4000,DAL@PIT,PIT,DAL,,,,,,WR/FLEX
107566-92891,RB,Elijah,Elijah Collins,Collins,,0,4000,BAL@CIN,CIN,BAL,,,,,,RB/FLEX
107566-92890,WR,Cody,Cody White,White,,0,4000,NYG@SEA,SEA,NYG,,,,,,WR/FLEX
107566-64221,TE,Zach,Zach Gentry,Gentry,,0,4000,LV@DEN,LV,DEN,,,,,,TE/FLEX
107566-91872,RB,Joshua,Joshua Kelley,Kelley,3.394117691937615,17,4000,NYG@SEA,NYG,SEA,,,,,,RB/FLEX
107566-91875,TE,Michael,Michael Ezeike,Ezeike,,0,4000,NYG@SEA,SEA,NYG,,,,,,TE/FLEX
107566-85731,WR,Racey,Racey McMath,McMath,,0,4000,DAL@PIT,DAL,PIT,,,,,,WR/FLEX
107566-29411,TE,Pharaoh,Pharaoh Brown,Brown,1.100000023841858,2,4000,NYG@SEA,SEA,NYG,Q,Foot,,,,TE/FLEX
107566-56041,RB,Khari,Khari Blasingame,Blasingame,0.47777779897054035,9,4000,CAR@CHI,CHI,CAR,,,,,,RB/FLEX
107566-72427,WR,Kwamie,Kwamie Lassiter II,Lassiter II,0.699999988079071,1,4000,BAL@CIN,CIN,BAL,,,,,,WR/FLEX
107566-86762,TE,Jack,Jack Westover,Westover,,0,4000,MIA@NE,NE,MIA,,,,,,TE/FLEX
107566-70383,RB,Darrynton,Darrynton Evans,Evans,4.416666666666667,6,4000,BUF@HOU,BUF,HOU,IR,Hamstring,,,,RB/FLEX
107566-104176,WR,Deonte,Deonte Harty,Harty,0,4,4000,BAL@CIN,BAL,CIN,,,,,,WR/FLEX
107566-202481,WR,David,David Wallis,Wallis,,0,4000,MIA@NE,NE,MIA,,,,,,WR/FLEX
107566-26355,TE,Logan,Logan Thomas,Thomas,6.206250190734863,16,4000,ARI@SF,SF,ARI,,,,,,TE/FLEX
107566-112373,TE,Dylan,Dylan Leonard,Leonard,,0,4000,LV@DEN,DEN,LV,Q,Hamstring,,,,TE/FLEX
107566-61172,TE,Tyler,Tyler Davis,Davis,,0,4000,GB@LAR,GB,LAR,IR,Shoulder,,,,TE/FLEX
107566-54007,TE,Jacob,Jacob Hollister,Hollister,,0,4000,CAR@CHI,CAR,CHI,,,,,,TE/FLEX
