Id,Position,First Name,Nickname,Last Name,FPPG,Played,Salary,Game,Team,Opponent,Injury Indicator,Injury Details,Tier,,,Roster Position
107566-69558,WR,Greg,Greg Dortch,Dortch,5.25,4,5200,ARI@SF,ARI,SF,,,,,,WR/FLEX
107566-64496,WR,Olamide,Olamide Zaccheaus,Zaccheaus,4.099999904632568,4,5200,CLE@WAS,WAS,CLE,,,,,,WR/FLEX
107566-64585,TE,Dawson,Dawson Knox,Knox,1.5,3,5100,BUF@HOU,BUF,HOU,,,,,,TE/FLEX
107566-103587,TE,Brenton,Brenton Strange,Strange,6.533333460489909,3,5100,IND@JAC,JAC,IND,,,,,,TE/FLEX
107566-158968,RB,Jonathon,Jonathon Brooks,Brooks,,0,5100,CAR@CHI,CAR,CHI,IR,Knee - acl,,,,RB/FLEX
107566-55552,RB,Jeff,Jeff Wilson Jr.,Wilson Jr.,2.066666603088379,3,5100,MIA@NE,MIA,NE,,,,,,RB/FLEX
107566-88548,WR,Jalen,Jalen Tolbert,Tolbert,7.125,4,5100,DAL@PIT,DAL,PIT,,,,,,WR/FLEX
107566-89588,TE,Colby,Colby Parkinson,Parkinson,4.324999809265137,4,5100,GB@LAR,LAR,GB,,,,,,TE/FLEX
107566-55830,RB,D'Onta,D'Onta Foreman,Foreman,2.433333396911621,3,5100,CLE@WAS,CLE,WAS,,,,,,RB/FLEX
107566-147051,RB,Jaleel,Jaleel McLaughlin,McLaughlin,4.224999904632568,4,5100,LV@DEN,DEN,LV,,,,,,RB/FLEX
107566-53097,WR,Josh,Josh Reynolds,Reynolds,5.724999904632568,4,5100,LV@DEN,DEN,LV,,,,,,WR/FLEX
107566-29683,WR,Nelson,Nelson Agholor,Agholor,2.75,4,5100,BAL@CIN,BAL,CIN,,,,,,WR/FLEX
107566-30733,RB,Cordarrelle,Cordarrelle Patterson,Patterson,3.7750000953674316,4,5000,DAL@PIT,PIT,DAL,Q,Ankle,,,,RB/FLEX
107566-71705,TE,Noah,Noah Fant,Fant,4.150000095367432,4,5000,NYG@SEA,SEA,NYG,Q,Toe,,,,TE/FLEX
107566-29780,TE,Zach,Zach Ertz,Ertz,6.125,4,5000,CLE@WAS,WAS,CLE,,,,,,TE/FLEX
107566-28827,RB,Dare,Dare Ogunbowale,Ogunbowale,5.324999809265137,4,5000,BUF@HOU,HOU,BUF,,,,,,RB/FLEX
107566-12549,D,San Francisco,San Francisco 49ers,49ers,9.75,4,5000,ARI@SF,SF,ARI,,,,,,DEF
107566-63819,WR,Darius,Darius Slayton,Slayton,4.300000190734863,4,5000,NYG@SEA,NYG,SEA,,,,,,WR/FLEX
107566-39716,WR,Adam,Adam Thielen,Thielen,6.966666539510091,3,5000,CAR@CHI,CAR,CHI,IR,Hamstring,,,,WR/FLEX
107566-91971,RB,Ronnie,Ronnie Rivers,Rivers,1.399999976158142,4,5000,GB@LAR,LAR,GB,,,,,,RB/FLEX
107566-120694,WR,Ja'Lynn,Ja'Lynn Polk,Polk,4.025000095367432,4,5000,MIA@NE,NE,MIA,,,,,,WR/FLEX
107566-57338,TE,Jordan,Jordan Akins,Akins,3.0250000953674316,4,5000,CLE@WAS,CLE,WAS,,,,,,TE/FLEX
107566-68712,WR,Tyler,Tyler Johnson,Johnson,4.224999904632568,4,4900,GB@LAR,LAR,GB,,,,,,WR/FLEX
107566-151789,WR,Adonai,Adonai Mitchell,Mitchell,1.2999999523162842,4,4900,IND@JAC,IND,JAC,,,,,,WR/FLEX
107566-94579,RB,Emari,Emari Demercado,Demercado,2.950000047683716,4,4900,ARI@SF,ARI,SF,,,,,,RB/FLEX
107566-71031,WR,Lil'Jordan,Lil'Jordan Humphrey,Humphrey,3.424999952316284,4,4900,LV@DEN,DEN,LV,,,,,,WR/FLEX
107566-88575,WR,Elijah,Elijah Moore,Moore,3.5250000953674316,4,4900,CLE@WAS,CLE,WAS,,,,,,WR/FLEX
107566-102986,TE,Elijah,Elijah Higgins,Higgins,3.575000047683716,4,4900,ARI@SF,ARI,SF,,,,,,TE/FLEX
107566-113228,TE,Luke,Luke Musgrave,Musgrave,1.1749999523162842,4,4900,GB@LAR,GB,LAR,Q,Ankle,,,,TE/FLEX
107566-142042,RB,Trey,Trey Benson,Benson,2.575000047683716,4,4900,ARI@SF,ARI,SF,,,,,,RB/FLEX
107566-56248,WR,Noah,Noah Brown,Brown,5.200000127156575,3,4900,CLE@WAS,WAS,CLE,Q,Groin,,,,WR/FLEX
107566-48116,TE,Jonnu,Jonnu Smith,Smith,3.075000047683716,4,4900,MIA@NE,MIA,NE,,,,,,TE/FLEX
107566-86153,RB,Tyrone,Tyrone Tracy Jr.,Tracy Jr.,2.25,4,4800,NYG@SEA,NYG,SEA,,,,,,RB/FLEX
107566-158983,TE,Ja'Tavion,Ja'Tavion Sanders,Sanders,1.3250000476837158,4,4800,CAR@CHI,CAR,CHI,,,,,,TE/FLEX
107566-12550,D,Seattle,Seattle Seahawks,Seahawks,7.25,4,4800,NYG@SEA,SEA,NYG,,,,,,DEF
107566-151903,WR,Troy,Troy Franklin,Franklin,0.9666666984558105,3,4800,LV@DEN,DEN,LV,,,,,,WR/FLEX
107566-133477,TE,Darnell,Darnell Washington,Washington,4.033333460489909,3,4800,DAL@PIT,PIT,DAL,,,,,,TE/FLEX
107566-63855,WR,K.J.,K.J. Osborn,Osborn,1.8666666348775227,3,4800,MIA@NE,NE,MIA,Q,Shoulder,,,,WR/FLEX
107566-72412,RB,Khalil,Khalil Herbert,Herbert,3,3,4800,CAR@CHI,CHI,CAR,,,,,,RB/FLEX
107566-29685,WR,Robert,Robert Woods,Woods,1.433333396911621,3,4800,BUF@HOU,HOU,BUF,Q,Foot,,,,WR/FLEX
107566-103547,WR,Luke,Luke McCaffrey,McCaffrey,3.7999998728434243,3,4700,CLE@WAS,WAS,CLE,,,,,,WR/FLEX
107566-105648,RB,Tyler,Tyler Goodson,Goodson,0.699999988079071,1,4700,IND@JAC,IND,JAC,,,,,,RB/FLEX
107566-12533,D,Green Bay,Green Bay Packers,Packers,11.5,4,4700,GB@LAR,GB,LAR,,,,,,DEF
107566-111876,WR,DeMario,DeMario Douglas,Douglas,5.433333079020183,3,4700,MIA@NE,NE,MIA,,,,,,WR/FLEX
107566-152103,RB,Jaylen,Jaylen Wright,Wright,1.7666667302449544,3,4700,MIA@NE,MIA,NE,,,,,,RB/FLEX
107566-90870,WR,Calvin,Calvin Austin III,Austin III,5.5,4,4700,DAL@PIT,PIT,DAL,,,,,,WR/FLEX
107566-128810,TE,Theo,Theo Johnson,Johnson,1.7333332697550456,3,4700,NYG@SEA,NYG,SEA,,,,,,TE/FLEX
107566-91101,TE,Tommy,Tommy Tremble,Tremble,4.099999904632568,2,4700,CAR@CHI,CAR,CHI,Q,Knee,,,,TE/FLEX
107566-89220,WR,Tyquan,Tyquan Thornton,Thornton,1.2333333492279053,3,4600,MIA@NE,NE,MIA,,,,,,WR/FLEX
107566-40126,TE,Austin,Austin Hooper,Hooper,3.950000047683716,4,4600,MIA@NE,NE,MIA,,,,,,TE/FLEX
107566-90307,TE,Daniel,Daniel Bellinger,Bellinger,1.5,2,4600,NYG@SEA,NYG,SEA,,,,,,TE/FLEX
107566-130270,TE,Adam,Adam Trautman,Trautman,0.8999999761581421,2,4600,LV@DEN,DEN,LV,,,,,,TE/FLEX
107566-12527,D,Chicago,Chicago Bears,Bears,10.75,4,4600,CAR@CHI,CHI,CAR,,,,,,DEF
107566-137516,WR,Parker,Parker Washington,Washington,1.1999999682108562,3,4600,IND@JAC,JAC,IND,,,,,,WR/FLEX
107566-71143,TE,Kylen,Kylen Granson,Granson,1.9666666984558105,3,4600,IND@JAC,IND,JAC,,,,,,TE/FLEX
107566-89644,RB,Isaac,Isaac Guerendo,Guerendo,-0.033333333830038704,3,4600,ARI@SF,SF,ARI,,,,,,RB/FLEX
107566-40647,WR,Marquez,Marquez Valdes-Scantling,Valdes-Scantling,0.8999999761581421,4,4600,BUF@HOU,BUF,HOU,,,,,,WR/FLEX
107566-137967,RB,Blake,Blake Corum,Corum,2.799999952316284,1,4600,GB@LAR,LAR,GB,,,,,,RB/FLEX
107566-12555,D,Baltimore,Baltimore Ravens,Ravens,6.25,4,4500,BAL@CIN,BAL,CIN,,,,,,DEF
107566-133484,WR,Jermaine,Jermaine Burton,Burton,5.199999809265137,1,4500,BAL@CIN,CIN,BAL,,,,,,WR/FLEX
107566-85635,TE,Charlie,Charlie Kolar,Kolar,2.200000047683716,2,4500,BAL@CIN,BAL,CIN,,,,,,TE/FLEX
107566-72370,RB,J.J.,J.J. Taylor,Taylor,1.5499999523162842,2,4500,BUF@HOU,HOU,BUF,,,,,,RB/FLEX
107566-138998,TE,Michael,Michael Mayer,Mayer,1.3666666348775227,3,4500,LV@DEN,LV,DEN,Q,Personal,,,,TE/FLEX
107566-138037,WR,Roman,Roman Wilson,Wilson,,0,4500,DAL@PIT,PIT,DAL,,,,,,WR/FLEX
107566-119653,WR,Kayshon,Kayshon Boutte,Boutte,1.149999976158142,2,4500,MIA@NE,NE,MIA,,,,,,WR/FLEX
107566-57299,TE,Gerald,Gerald Everett,Everett,0.5,3,4500,CAR@CHI,CHI,CAR,,,,,,TE/FLEX
107566-111637,TE,Cade,Cade Stover,Stover,2.75,2,4400,BUF@HOU,HOU,BUF,,,,,,TE/FLEX
107566-137265,TE,Ben,Ben Sinnott,Sinnott,,0,4400,CLE@WAS,WAS,CLE,,,,,,TE/FLEX
107566-64581,WR,Van,Van Jefferson,Jefferson,2.0333333015441895,3,4400,DAL@PIT,PIT,DAL,,,,,,WR/FLEX
107566-57543,RB,D'Ernest,D'Ernest Johnson,Johnson,1.2666666507720947,3,4400,IND@JAC,JAC,IND,,,,,,RB/FLEX
107566-12526,D,Buffalo,Buffalo Bills,Bills,9,4,4400,BUF@HOU,BUF,HOU,,,,,,DEF
107566-91417,TE,Luke,Luke Schoonmaker,Schoonmaker,4.150000095367432,2,4400,DAL@PIT,DAL,PIT,,,,,,TE/FLEX
107566-60957,WR,KaVontae,KaVontae Turpin,Turpin,6.766666412353516,3,4400,DAL@PIT,DAL,PIT,,,,,,WR/FLEX
107566-87634,TE,Blake,Blake Whiteheart,Whiteheart,8.800000190734863,1,4400,CLE@WAS,CLE,WAS,,,,,,TE/FLEX
107566-147049,TE,Drew,Drew Ogletree,Ogletree,4.849999904632568,2,4400,IND@JAC,IND,JAC,,,,,,TE/FLEX
107566-94887,RB,Tyler,Tyler Badie,Badie,2.633333365122477,3,4400,LV@DEN,DEN,LV,Q,Back,,,,RB/FLEX
107566-88752,WR,Charlie,Charlie Jones,Jones,-0.3333333333333333,3,4400,BAL@CIN,CIN,BAL,,,,,,WR/FLEX
107566-30403,WR,Chris,Chris Conley,Conley,0.44999998807907104,2,4400,ARI@SF,SF,ARI,Q,Oblique,,,,WR/FLEX
107566-137990,TE,Tip,Tip Reiman,Reiman,,0,4400,ARI@SF,ARI,SF,,,,,,TE/FLEX
107566-91931,TE,Greg,Greg Dulcich,Dulcich,1.7666667302449544,3,4400,LV@DEN,DEN,LV,,,,,,TE/FLEX
107566-103378,TE,Erick,Erick All Jr.,All Jr.,4.733333269755046,3,4400,BAL@CIN,CIN,BAL,,,,,,TE/FLEX
107566-71662,WR,DJ,DJ Turner,Turner,2.3499999046325684,4,4400,LV@DEN,LV,DEN,,,,,,WR/FLEX
107566-90123,TE,Quintin,Quintin Morris,Morris,3.2000001271565757,3,4300,BUF@HOU,BUF,HOU,,,,,,TE/FLEX
107566-79987,WR,David,David Moore,Moore,0.949999988079071,2,4300,CAR@CHI,CAR,CHI,,,,,,WR/FLEX
107566-62628,WR,DeAndre,DeAndre Carter,Carter,2.375,4,4300,CAR@CHI,CHI,CAR,Q,Ribs,,,,WR/FLEX
107566-65724,RB,JaMycal,JaMycal Hasty,Hasty,0.550000011920929,4,4300,MIA@NE,NE,MIA,,,,,,RB/FLEX
107566-69860,RB,Trayveon,Trayveon Williams,Williams,0,3,4300,BAL@CIN,CIN,BAL,,,,,,RB/FLEX
107566-12537,D,Las Vegas,Las Vegas Raiders,Raiders,3,4,4300,LV@DEN,LV,DEN,,,,,,DEF
107566-52495,WR,Braxton,Braxton Berrios,Berrios,0,4,4300,MIA@NE,MIA,NE,Q,Ankle,,,,WR/FLEX
107566-93538,WR,Dyami,Dyami Brown,Brown,2.066666603088379,3,4300,CLE@WAS,WAS,CLE,,,,,,WR/FLEX
107566-71032,WR,Devin,Devin Duvernay,Duvernay,0.2750000059604645,4,4300,IND@JAC,JAC,IND,,,,,,WR/FLEX
107566-56711,TE,Drew,Drew Sample,Sample,2.4000000953674316,2,4300,BAL@CIN,CIN,BAL,,,,,,TE/FLEX
107566-64905,WR,Trenton,Trenton Irwin,Irwin,1.0499999523162842,2,4300,BAL@CIN,CIN,BAL,,,,,,WR/FLEX
107566-92606,WR,Bo,Bo Melton,Melton,1.3666666348775227,3,4300,GB@LAR,GB,LAR,,,,,,WR/FLEX
107566-73176,TE,Luke,Luke Farrell,Farrell,0.9666666984558105,3,4300,IND@JAC,JAC,IND,,,,,,TE/FLEX
107566-201561,WR,Cole,Cole Burgess,Burgess,,0,4300,BAL@CIN,CIN,BAL,,,,,,WR/FLEX
107566-70601,TE,Harrison,Harrison Bryant,Bryant,1.5499999523162842,2,4300,LV@DEN,LV,DEN,,,,,,TE/FLEX
107566-24533,TE,Mo,Mo Alie-Cox,Alie-Cox,0.9000000158945719,3,4300,IND@JAC,IND,JAC,,,,,,TE/FLEX
107566-42046,TE,Durham,Durham Smythe,Smythe,0.6999999682108561,3,4200,MIA@NE,MIA,NE,,,,,,TE/FLEX
107566-79980,TE,Eric,Eric Saubert,Saubert,2.8999999364217124,3,4200,ARI@SF,SF,ARI,,,,,,TE/FLEX
107566-129240,WR,Tyler,Tyler Scott,Scott,2.1076922783484826,13,4200,CAR@CHI,CHI,CAR,,,,,,WR/FLEX
107566-170213,RB,Aaron,Aaron Shampklin,Shampklin,0.5,1,4200,DAL@PIT,PIT,DAL,,,,,,RB/FLEX
107566-12539,D,Miami,Miami Dolphins,Dolphins,3.75,4,4200,MIA@NE,MIA,NE,,,,,,DEF
107566-102696,WR,John,John Metchie III,Metchie III,1.2000000476837158,1,4200,BUF@HOU,HOU,BUF,,,,,,WR/FLEX
107566-80299,RB,Patrick,Patrick Ricard,Ricard,3,2,4200,BAL@CIN,BAL,CIN,,,,,,RB/FLEX
107566-26057,RB,Michael,Michael Burton,Burton,0.7333333492279053,3,4200,LV@DEN,DEN,LV,,,,,,RB/FLEX
107566-39428,RB,Kyle,Kyle Juszczyk,Juszczyk,2.799999952316284,4,4200,ARI@SF,SF,ARI,,,,,,RB/FLEX
107566-185863,RB,Hunter,Hunter Luepke,Luepke,3.7000001271565757,3,4200,DAL@PIT,DAL,PIT,,,,,,RB/FLEX
107566-102928,RB,Eric,Eric Gray,Gray,0.02500000037252903,4,4200,NYG@SEA,NYG,SEA,,,,,,RB/FLEX
107566-160306,RB,Pierre,Pierre Strong Jr.,Strong Jr.,2.5,2,4200,CLE@WAS,CLE,WAS,Q,Hamstring,,,,RB/FLEX
107566-173626,TE,Nate,Nate Adkins,Adkins,0.5333333412806193,3,4200,LV@DEN,DEN,LV,,,,,,TE/FLEX
107566-104012,WR,Ashton,Ashton Dulin,Dulin,4.566666603088379,3,4200,IND@JAC,IND,JAC,,,,,,WR/FLEX
107566-201344,WR,DeAngelo,DeAngelo Hardy,Hardy,,0,4200,BAL@CIN,BAL,CIN,,,,,,WR/FLEX
107566-110230,RB,Kenny,Kenny McIntosh,McIntosh,1.100000023841858,1,4200,NYG@SEA,SEA,NYG,,,,,,RB/FLEX
107566-137953,TE,AJ,AJ Barner,Barner,6.25,2,4200,NYG@SEA,SEA,NYG,,,,,,TE/FLEX
107566-70426,RB,Reggie,Reggie Gilliam,Gilliam,0.26666667064030963,3,4200,BUF@HOU,BUF,HOU,,,,,,RB/FLEX
107566-139094,WR,Jalin,Jalin Hyatt,Hyatt,0,3,4200,NYG@SEA,NYG,SEA,,,,,,WR/FLEX
107566-61273,WR,Scotty,Scotty Miller,Miller,4.099999904632568,1,4200,DAL@PIT,PIT,DAL,,,,,,WR/FLEX
107566-93075,TE,Hunter,Hunter Long,Long,,0,4200,GB@LAR,LAR,GB,,,,,,TE/FLEX
107566-93150,WR,Jake,Jake Bobo,Bobo,3.5,2,4200,NYG@SEA,SEA,NYG,,,,,,WR/FLEX
107566-119788,WR,Xavier,Xavier Hutchinson,Hutchinson,0.26666667064030963,3,4200,BUF@HOU,HOU,BUF,,,,,,WR/FLEX
107566-72705,TE,John,John Bates,Bates,0.8000000317891439,3,4100,CLE@WAS,WAS,CLE,,,,,,TE/FLEX
107566-137254,RB,Deuce,Deuce Vaughn,Vaughn,1.4666666984558105,3,4100,DAL@PIT,DAL,PIT,,,,,,RB/FLEX
107566-138277,WR,Jalen,Jalen Brooks,Brooks,2.2333332697550454,3,4100,DAL@PIT,DAL,PIT,,,,,,WR/FLEX
107566-87127,RB,Chris,Chris Rodriguez Jr.,Rodriguez Jr.,3.6900001525878907,10,4100,CLE@WAS,WAS,CLE,,,,,,RB/FLEX
107566-63717,RB,Alec,Alec Ingold,Ingold,1.3000000317891438,3,4100,MIA@NE,MIA,NE,,,,,,RB/FLEX
107566-12541,D,New England,New England Patriots,Patriots,5.25,4,4100,MIA@NE,NE,MIA,,,,,,DEF
107566-12547,D,Pittsburgh,Pittsburgh Steelers,Steelers,9,4,4100,DAL@PIT,PIT,DAL,,,,,,DEF
107566-33047,WR,Chris,Chris Moore,Moore,3.8199999491373697,15,4100,ARI@SF,ARI,SF,,,,,,WR/FLEX
107566-120093,WR,Marvin,Marvin Mims Jr.,Mims Jr.,0.7250000238418579,4,4100,LV@DEN,DEN,LV,,,,,,WR/FLEX
107566-89437,WR,Tim,Tim Jones,Jones,1.5333333545260959,9,4100,IND@JAC,JAC,IND,,,,,,WR/FLEX
107566-93540,RB,British,British Brooks,Brooks,0.20000000298023224,1,4100,BUF@HOU,HOU,BUF,,,,,,RB/FLEX
107566-87432,WR,Cedric,Cedric Tillman,Tillman,0.8000000317891439,3,4100,CLE@WAS,CLE,WAS,,,,,,WR/FLEX
107566-92573,TE,Travis,Travis Vokolek,Vokolek,,0,4100,ARI@SF,ARI,SF,,,,,,TE/FLEX
107566-87515,WR,Tylan,Tylan Wallace,Wallace,0.949999988079071,8,4100,BAL@CIN,BAL,CIN,,,,,,WR/FLEX
107566-185850,TE,Julian,Julian Hill,Hill,1.5,3,4100,MIA@NE,MIA,NE,,,,,,TE/FLEX
107566-27229,RB,Ameer,Ameer Abdullah,Abdullah,1.1666666666666667,3,4100,LV@DEN,LV,DEN,,,,,,RB/FLEX
107566-87859,WR,Laviska,Laviska Shenault Jr.,Shenault Jr.,1.1749999523162842,4,4100,NYG@SEA,SEA,NYG,,,,,,WR/FLEX
107566-85842,TE,Brevyn,Brevyn Spann-Ford,Spann-Ford,0,1,4100,DAL@PIT,DAL,PIT,,,,,,TE/FLEX
107566-94087,RB,DeeJay,DeeJay Dallas,Dallas,3,2,4100,ARI@SF,ARI,SF,,,,,,RB/FLEX
107566-70661,WR,Velus,Velus Jones Jr.,Jones Jr.,0.4000000059604645,1,4000,CAR@CHI,CHI,CAR,,,,,,WR/FLEX
107566-70663,WR,Frank,Frank Darby,Darby,,0,4000,ARI@SF,SF,ARI,Q,Undisclosed,,,,WR/FLEX
107566-92166,WR,Marcus,Marcus Jones,Jones,0,4,4000,MIA@NE,NE,MIA,Q,Groin,,,,WR/FLEX
107566-166926,WR,Joseph,Joseph Scates,Scates,,0,4000,IND@JAC,JAC,IND,,,,,,WR/FLEX
107566-96269,RB,Owen,Owen Wright,Wright,0,1,4000,BAL@CIN,BAL,CIN,IR,Foot,,,,RB/FLEX
107566-41997,WR,River,River Cracraft,Cracraft,3.8428570883614674,7,4000,MIA@NE,MIA,NE,IR,Upper body,,,,WR/FLEX
107566-72725,TE,Irv,Irv Smith Jr.,Smith Jr.,2.7222222222222223,9,4000,BUF@HOU,HOU,BUF,,,,,,TE/FLEX
107566-139284,RB,Frank,Frank Gore Jr.,Gore Jr.,,0,4000,BUF@HOU,BUF,HOU,,,,,,RB/FLEX
107566-69655,TE,Stephen,Stephen Sullivan,Sullivan,1.6818181818181819,11,4000,CAR@CHI,CAR,CHI,,,,,,TE/FLEX
107566-70680,WR,Jalen,Jalen Camp,Camp,,0,4000,CLE@WAS,CLE,WAS,,,,,,WR/FLEX
107566-86047,RB,Malik,Malik Davis,Davis,,0,4000,DAL@PIT,DAL,PIT,,,,,,RB/FLEX
107566-86052,WR,Kadarius,Kadarius Toney,Toney,3.0384615384615383,13,4000,CLE@WAS,CLE,WAS,Q,Undisclosed,,,,WR/FLEX
107566-154661,WR,Michael,Michael Bandy,Bandy,,0,4000,LV@DEN,DEN,LV,,,,,,WR/FLEX
107566-62505,TE,MyCole,MyCole Pruitt,Pruitt,1.399999976158142,1,4000,DAL@PIT,PIT,DAL,Q,Knee,,,,TE/FLEX
107566-209960,TE,Devon,Devon Garrison,Garrison,,0,4000,NYG@SEA,SEA,NYG,,,,,,TE/FLEX
107566-88109,RB,Gary,Gary Brightwell,Brightwell,0,1,4000,CLE@WAS,CLE,WAS,,,,,,RB/FLEX
107566-152631,WR,Samori,Samori Toure,Toure,1.1800000190734863,10,4000,CAR@CHI,CHI,CAR,,,,,,WR/FLEX
107566-86068,WR,Jacob,Jacob Copeland,Copeland,,0,4000,DAL@PIT,PIT,DAL,,,,,,WR/FLEX
107566-53303,RB,Matt,Matt Breida,Breida,2.5600001017252603,15,4000,ARI@SF,SF,ARI,,,,,,RB/FLEX
107566-86075,TE,Lucas,Lucas Krull,Krull,2.7857142857142856,7,4000,LV@DEN,DEN,LV,,,,,,TE/FLEX
107566-94269,RB,Henry,Henry Pearson,Pearson,,0,4000,GB@LAR,GB,LAR,,,,,,RB/FLEX
107566-165962,TE,Nikola,Nikola Kalinic,Kalinic,,0,4000,GB@LAR,LAR,GB,,,,,,TE/FLEX
107566-27721,WR,Justin,Justin Hardee Sr.,Hardee Sr.,,0,4000,CAR@CHI,CAR,CHI,,,,,,WR/FLEX
107566-170056,WR,Dee,Dee Williams,Williams,-0.5,4,4000,NYG@SEA,SEA,NYG,,,,,,WR/FLEX
107566-112715,WR,Joshua,Joshua Cephus,Cephus,,0,4000,IND@JAC,JAC,IND,,,,,,WR/FLEX
107566-103511,WR,Devaughn,Devaughn Vele,Vele,7.900000095367432,1,4000,LV@DEN,DEN,LV,,,,,,WR/FLEX
107566-112737,WR,Isaiah,Isaiah Washington,Washington,,0,4000,BAL@CIN,BAL,CIN,Q,Undisclosed,,,,WR/FLEX
107566-89185,TE,Ben,Ben Sims,Sims,1.2222222222222223,9,4000,GB@LAR,GB,LAR,,,,,,TE/FLEX
107566-86113,WR,Ihmir,Ihmir Smith-Marsette,Smith-Marsette,0,2,4000,NYG@SEA,NYG,SEA,,,,,,WR/FLEX
107566-114787,RB,Terrell,Terrell Jennings,Jennings,,0,4000,MIA@NE,NE,MIA,,,,,,RB/FLEX
107566-24675,WR,Martavis,Martavis Bryant,Bryant,,0,4000,CLE@WAS,WAS,CLE,,,,,,WR/FLEX
107566-64627,WR,Scotty,Scotty Washington,Washington,,0,4000,BAL@CIN,BAL,CIN,O,Hand,,,,WR/FLEX
107566-61555,WR,David,David Sills V,Sills V,,0,4000,LV@DEN,DEN,LV,,,,,,WR/FLEX
107566-30837,WR,Jordan,Jordan Matthews,Matthews,0,1,4000,CAR@CHI,CAR,CHI,,,,,,WR/FLEX
107566-69752,WR,Jalen,Jalen Virgil,Virgil,,0,4000,BUF@HOU,BUF,HOU,,,,,,WR/FLEX
107566-64634,WR,Alex,Alex Bachman,Bachman,,0,4000,LV@DEN,LV,DEN,,,,,,WR/FLEX
107566-68730,TE,Sean,Sean McKeon,McKeon,0,4,4000,IND@JAC,IND,JAC,,,,,,TE/FLEX
107566-110721,WR,Dayton,Dayton Wade,Wade,,0,4000,BAL@CIN,BAL,CIN,,,,,,WR/FLEX
107566-104577,WR,Gunner,Gunner Olszewski,Olszewski,0.25,10,4000,NYG@SEA,NYG,SEA,IR,Groin,,,,WR/FLEX
107566-199819,RB,Louis,Louis Rees-Zammit,Rees-Zammit,,0,4000,IND@JAC,JAC,IND,,,,,,RB/FLEX
107566-94345,TE,Cole,Cole Turner,Turner,2.1875,8,4000,CLE@WAS,WAS,CLE,,,,,,TE/FLEX
107566-63625,RB,Nyheim,Nyheim Hines,Hines,,0,4000,CLE@WAS,CLE,WAS,IR,Knee - acl,,,,RB/FLEX
107566-87179,TE,Thomas,Thomas Yassmin,Yassmin,,0,4000,LV@DEN,DEN,LV,,,,,,TE/FLEX
107566-112780,WR,Jamari,Jamari Thrash,Thrash,,0,4000,CLE@WAS,CLE,WAS,,,,,,WR/FLEX
107566-53390,WR,Zach,Zach Pascal,Pascal,0.4333333439297146,9,4000,ARI@SF,ARI,SF,,,,,,WR/FLEX
107566-94363,WR,Elijah,Elijah Cooks,Cooks,1.7666667302449544,3,4000,IND@JAC,JAC,IND,,,,,,WR/FLEX
107566-54426,TE,Andrew,Andrew Beck,Beck,2.3785713740757535,14,4000,GB@LAR,GB,LAR,,,,,,TE/FLEX
107566-93341,WR,Sam,Sam Pinckney,Pinckney,,0,4000,CAR@CHI,CAR,CHI,,,,,,WR/FLEX
107566-63646,TE,Lawrence,Lawrence Cager,Cager,2.3200000762939452,5,4000,NYG@SEA,NYG,SEA,Q,Undisclosed,,,,TE/FLEX
107566-103584,RB,Noah,Noah Cain,Cain,,0,4000,BAL@CIN,CIN,BAL,,,,,,RB/FLEX
107566-92331,TE,Johnny,Johnny Lumpkin,Lumpkin,,0,4000,GB@LAR,GB,LAR,,,,,,TE/FLEX
107566-65706,WR,Deontay,Deontay Burnett,Burnett,,0,4000,DAL@PIT,DAL,PIT,,,,,,WR/FLEX
107566-83117,TE,Tanner,Tanner Hudson,Hudson,0.800000011920929,1,4000,BAL@CIN,CIN,BAL,,,,,,TE/FLEX
107566-157875,WR,Grant,Grant DuBose,DuBose,1.7999999523162842,1,4000,MIA@NE,MIA,NE,IR,Shoulder,,,,WR/FLEX
107566-86192,WR,KJ,KJ Hamler,Hamler,,0,4000,BUF@HOU,BUF,HOU,,,,,,WR/FLEX
107566-24755,WR,Jamison,Jamison Crowder,Crowder,1,1,4000,CLE@WAS,WAS,CLE,IR,Calf,,,,WR/FLEX
107566-52409,RB,Jakob,Jakob Johnson,Johnson,0.5666666825612386,3,4000,NYG@SEA,NYG,SEA,,,,,,RB/FLEX
107566-86203,WR,Justin,Justin Shorter,Shorter,,0,4000,LV@DEN,LV,DEN,,,,,,WR/FLEX
107566-153789,WR,Je'Quan,Je'Quan Burton,Burton,,0,4000,MIA@NE,MIA,NE,,,,,,WR/FLEX
107566-87233,WR,Bryan,Bryan Thompson,Thompson,,0,4000,BUF@HOU,BUF,HOU,,,,,,WR/FLEX
107566-89283,TE,Tre',Tre' McKitty,McKitty,0,1,4000,BUF@HOU,BUF,HOU,,,,,,TE/FLEX
107566-54472,WR,Cam,Cam Sims,Sims,,0,4000,CAR@CHI,CAR,CHI,Q,Undisclosed,,,,WR/FLEX
107566-149710,WR,Mike,Mike Strachan,Strachan,2.5,2,4000,CAR@CHI,CAR,CHI,,,,,,WR/FLEX
107566-166095,RB,Cody,Cody Schrader,Schrader,,0,4000,GB@LAR,LAR,GB,,,,,,RB/FLEX
107566-69836,WR,Collin,Collin Johnson,Johnson,1.600000023841858,1,4000,CAR@CHI,CHI,CAR,,,,,,WR/FLEX
107566-170188,TE,Tanner,Tanner Conner,Conner,1.5499999523162842,2,4000,MIA@NE,MIA,NE,,,,,,TE/FLEX
